Tipo de depósito;Posição no depósito;Produto;Descrição breve do produto;UM básica;Qtd.disponível UMB;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA04;4G-01-16E;801582;DISPARADOR DESL AEG SW667445BR463849;UN;10;F3;Utilização livre depósito CUST;184,57;1.845,70;;;0,00000000000000;
GA04;4G-01-16E;801899;ISOLADOR S.ENERGIE 6125020401;UN;4;F3;Utilização livre depósito CUST;0,03;0,12;;;0,00000000000000;
GA04;4G-01-16E;801930;LAMINA CONT FIXO 15KV 13,8KV 3,8MVAR;UN;5;F3;Utilização livre depósito CUST;27,64;138,20;;;0,00000000000000;
GA04;4G-01-16E;802551;DISTANCIADOR WENCO 262458;UN;10;F3;Utilização livre depósito CUST;21,82;218,20;;;0,00000000000000;
GA04;4G-01-16E;802633;ROLAMENTO ESFERA INT 25X47X12MM;UN;48;F3;Utilização livre depósito CUST;16,50;792,00;;;0,00000000000000;
GA04;4G-01-16E;802945;LAMINA WENCO 591C344H01;UN;8;F3;Utilização livre depósito CUST;6,82;54,56;;;0,00000000000000;
GA04;4G-01-16F;800336;EMENDA CABO SUBAQ 3F 20-95MM2 8,7/15kV;UN;10;F3;Utilização livre depósito CUST;1.261,28;12.612,80;;;0,00000000000000;
GA04;4G-01-16F;801609;VOLTIMETRO CA FM 0-90KV;UN;4;F3;Utilização livre depósito CUST;13,64;54,56;;;0,00000000000000;
GA04;4G-01-16F;801650;VARIMETRO 115V 5A 60-0-60MVAR 96X96MM;UN;3;F3;Utilização livre depósito CUST;0,63;1,89;;;0,00000000000000;
GA04;4G-01-16F;802852;HASTE WENCO 3261650G01;UN;10;F3;Utilização livre depósito CUST;14,00;140,00;;;0,00000000000000;
GA04;4G-01-16F;802868;COMUTADOR WENCO 2260745G02;UN;7;F3;Utilização livre depósito CUST;0,05;0,35;;;0,00000000000000;
GA04;4G-01-17A;401621;GRAMPO SUSPENSAO ARM AL 15,74X16,4MM;UN;226;L2;Utilização livre depósito INVT;126,17;28.514,42;;;0,00000000000000;
GA04;4G-01-17A;402377;CONECTOR EMENDA RETA 1.1/2P IPS;UN;35;L2;Utilização livre depósito INVT;202,67;7.093,45;;;0,00000000000000;
GA04;4G-01-17A;800503;GRAMPO SUSPENSAO AL MONOARTIC CAA 477MCM;UN;136;L2;Utilização livre depósito INVT;44,60;6.065,60;;;0,00000000000000;
GA04;4G-01-17B;403456;DISJ 3P EXT 17,5KV 630A 25KA DIVAC 1725B;UN;2;L2;Utilização livre depósito INVT;89.663,92;179.327,84;;;0,00000000000000;
GA04;4G-01-17C;403272;DISJ 3P 17,5KV 2500A 25KA DIVAC 1725G;UN;1;L2;Utilização livre depósito INVT;156.861,18;156.861,18;;;0,00000000000000;
GA04;4G-01-17C;403456;DISJ 3P EXT 17,5KV 630A 25KA DIVAC 1725B;UN;1;L2;Utilização livre depósito INVT;89.663,92;89.663,92;;;0,00000000000000;
GA04;4G-01-18A;402046;GRAMPO ANCOR PAS AL 16,3~25,5MM;UN;206;L2;Utilização livre depósito INVT;80,00;16.480,00;;;0,00000000000000;
GA04;4G-01-19A;400107;GRAMPO SUSPENSAO AL 15,74X16,4MM;UN;317;L2;Utilização livre depósito INVT;118,00;37.406,00;;;0,00000000000000;
GA04;4G-01-19A;400750;CONCHA OLHAL AC 60MMX16MM 120KN;UN;525;L2;Utilização livre depósito INVT;50,18;26.344,50;;;0,00000000000000;
GA04;4G-01-19A;401623;GRAMPO SUSPENSAO AL MONOART 28-38MM;UN;30;L2;Utilização livre depósito INVT;1,00;30,00;;;0,00000000000000;
GA04;4G-01-19A;401921;CONECTOR ESPAC AL 700-750MCM/605-636MCM;UN;18;L2;Utilização livre depósito INVT;227,66;4.097,88;;;0,00000000000000;
GA04;4G-02-01A;400045;TRAFO CRTE 15KV 1200-1600A 10B400;UN;5;L2;Utilização livre depósito INVT;14.997,20;74.986,00;;;0,00000000000000;
GA04;4G-02-01A;400083;TRAFO CRTE 15KV 600/1200-5-5A 110KV;UN;1;L2;Utilização livre depósito INVT;8.000,00;8.000,00;;;0,00000000000000;
GA04;4G-02-01A;400385;BANCO DE CAPACITOR 3F 15KV 150KVAR FIXO;UN;5;L2;Utilização livre depósito INVT;16.703,62;83.518,10;;;0,00000000000000;
GA04;4G-02-01A;400427;CAPACITOR 1F 350KVAR 8,66KV AUTOM;UN;3;L2;Utilização livre depósito INVT;4.016,33;12.048,99;;;0,00000000000000;
GA04;4G-02-01A;401281;TRAFO CRTE 15KV 40-60A;UN;1;L2;Utilização livre depósito INVT;14.997,20;14.997,20;;;0,00000000000000;
GA04;4G-02-01A;401373;TRAFO CRTE 0,6KV 1200-5A;UN;3;L2;Utilização livre depósito INVT;10.000,00;30.000,00;;;0,00000000000000;
GA04;4G-02-01A;401688;TRAFO POT 115/RZ3-115V;UN;1;L2;Utilização livre depósito INVT;20.309,70;20.309,70;;;0,00000000000000;
GA04;4G-02-01A;402018;CHAVE SEC 3P 15KV 600A 25KA;UN;3;L2;Utilização livre depósito INVT;20.399,02;61.197,06;;;0,00000000000000;
GA04;4G-02-01A;402092;BANCO DE CAPACITOR 3F 15KV 75KVAR FIXO;UN;7;L2;Utilização livre depósito INVT;15.762,63;110.338,41;;;0,00000000000000;
GA04;4G-02-01A;402465;TRAFO DE POTENCIAL 0,6KV;UN;1;L2;Utilização livre depósito INVT;1.935,00;1.935,00;;;0,00000000000000;
GA04;4G-02-01A;402560;ISOLADOR DISCO ANTICORONA 80KV 12000KG;UN;100;L2;Utilização livre depósito INVT;101,29;10.129,00;;;0,00000000000000;
GA04;4G-02-01A;402581;"TRAFO POT IND 72,5 KV 600:1; 69/√3/115";UN;13;L2;Utilização livre depósito INVT;7.784,15;101.193,95;;;0,00000000000000;
GA04;4G-02-01A;403714;EMENDA PREF CABO 795KCMIL;UN;2;L2;Utilização livre depósito INVT;63,48;126,96;;;0,00000000000000;
GA04;4G-02-01A;404123;RETIFICADOR CHAVEADO380VCA/3F/125VCC/140;UN;1;L2;Utilização livre depósito INVT;91.112,32;91.112,32;;;0,00000000000000;
GA04;4G-02-01A;404124;RETIFICAD CHAVEADO 220VCA/3F/125VCC/100A;UN;3;L2;Utilização livre depósito INVT;73.757,13;221.271,39;;;0,00000000000000;
GA04;4G-02-01A;404149;RETIFIC CHAVEAD 380VCA/3F/125VCC/160A;UN;1;L2;Utilização livre depósito INVT;100.149,93;100.149,93;;;0,00000000000000;
GA04;4G-02-01A;405261;CAPACITOR 1F 350KVAR 8,66KV MANUAL;UN;27;L2;Utilização livre depósito INVT;5.143,46;138.873,42;;;0,00000000000000;
GA04;4G-02-01A;406189;RETIFICADOR CHAVEADO 220VCA/1F/48VCC/100;UN;7;L2;Utilização livre depósito INVT;33.661,51;235.630,57;;;0,00000000000000;
GA04;4G-02-01A;409200;CONVERSOR CC/CC 125/48VCC - 50A;UN;2;L2;Utilização livre depósito INVT;14.853,97;29.707,94;;;0,00000000000000;
GA04;4G-02-01A;805193;EMENDA PREF CABO 795KCMIL;UN;23;F3;Utilização livre depósito CUST;851,37;19.581,51;;;0,00000000000000;
GA04;4G-02-02A;400084;"TRAFO CRTE 72,5KV 1000x2000-5; 0,3C50";UN;6;L2;Utilização livre depósito INVT;17.267,32;103.603,92;;;0,00000000000000;
GA04;4G-02-02A;400247;TRAFO POT 72,5KV 140/350KV;UN;1;L2;Utilização livre depósito INVT;10.702,85;10.702,85;;;0,00000000000000;
GA04;4G-02-02A;402581;"TRAFO POT IND 72,5 KV 600:1; 69/√3/115";UN;1;L2;Utilização livre depósito INVT;7.784,15;7.784,15;;;0,00000000000000;
GA04;4G-02-02A;403856;CHAVE SECC 3P VACUO 15KV 400A;UN;1;L2;Utilização livre depósito INVT;0,01;0,01;;;0,00000000000000;
GA04;4G-02-02A;409809;DISJ 3P 17,5KV 2500A EXE172525E-BB125M;UN;1;L2;Utilização livre depósito INVT;135.598,26;135.598,26;;;0,00000000000000;
GA04;4G-02-02A;409812;DISJ 3P 24KV 1250A 25KA HAF 6142-4;UN;4;L2;Utilização livre depósito INVT;62.199,72;248.798,88;;;0,00000000000000;
GA04;4G-02-02A;801755;BUCHA PORCELANA ASEA GOB 380 84KV 1250A;UN;4;F3;Utilização livre depósito CUST;50,00;200,00;;;0,00000000000000;
GA04;4G-02-03A;400084;"TRAFO CRTE 72,5KV 1000x2000-5; 0,3C50";UN;34;L2;Utilização livre depósito INVT;17.267,32;587.088,88;;;0,00000000000000;
GA04;4G-02-03A;401321;RELIGADOR 3F AUTOMATICO 15,5KV 630A 16kA;UN;1;L2;Utilização livre depósito INVT;18.453,91;18.453,91;;;0,00000000000000;
GA04;4G-02-03A;803508;EMENDA PRE-FORMADA AL 477MCM HAWK;UN;16;F3;Utilização livre depósito CUST;184,18;2.946,88;;;0,00000000000000;
GA04;4G-02-03A;804266;EMENDA TOTAL PREFORMADA CABO 795MCM TERN;UN;12;F3;Utilização livre depósito CUST;477,71;5.732,52;;;0,00000000000000;
GA04;4G-02-04A;402394;"DISJUNTOR 3P 72,5KV; 2000A; 31,5kA; GAS";UN;1;L2;Utilização livre depósito INVT;52.506,81;52.506,81;;;0,00000000000000;
GA04;4G-02-04A;404143;TRAFO CRTE 72,5KV 400/800 600/1200 1A;UN;3;L2;Utilização livre depósito INVT;47.833,45;143.500,35;;;0,00000000000000;
GA04;4G-02-04A;409811;DISJ 3P 24KV 2000A 25KA HAF 6144-4;UN;3;L2;Utilização livre depósito INVT;73.535,34;220.606,02;;;0,00000000000000;
GA04;4G-02-04A;804493;EMENDA TOTAL PREFORMADA CABO 477 HAWK;UN;16;F3;Utilização livre depósito CUST;253,24;4.051,84;;;0,00000000000000;
GA04;4G-02-04A;804494;EMENDA TOTAL PREFORMADA CABO 266,8 PARTR;UN;16;F3;Utilização livre depósito CUST;109,35;1.749,60;;;0,00000000000000;
GA04;4G-02-04A;805265;EMENDA PREFORMADA CONDUTORA PARA CABO 79;UN;12;F3;Utilização livre depósito CUST;250,94;3.011,28;;;0,00000000000000;
GA04;4G-02-05A;402623;CONJUNTO CUBICULOS 15KV;CJ;6;L2;Utilização livre depósito INVT;881.158,03;5.286.948,18;;;0,00000000000000;
GA04;4G-02-05A;800175;"DISJUNTOR 3P 72,5KV; 2000A; 31,5KA; GAS";UN;9;F3;Utilização livre depósito CUST;52.506,81;472.561,29;;;0,00000000000000;
GA04;4G-02-06A;402277;BANCO DE CAPACITOR 3F 15KV 300KVAR FIXO;UN;6;L2;Utilização livre depósito INVT;17.562,99;105.377,94;;;0,00000000000000;
GA04;4G-02-06A;402834;CHAVE SECC 3P 72,5KV S/LT 2000A VERT;UN;28;L2;Utilização livre depósito INVT;18.523,09;518.646,52;;;0,00000000000000;
GA04;4G-02-06A;403793;TRAFO POT IND 145KV 650KV 2X0,6P75;UN;1;L2;Utilização livre depósito INVT;25.372,38;25.372,38;;;0,00000000000000;
GA04;4G-02-06A;404468;CAPACITOR MONOPOLAR 700KVAR 8,66KV;UN;10;L2;Utilização livre depósito INVT;11.825,05;118.250,50;;;0,00000000000000;
GA04;4G-02-07A;402047;TRAFO CRTE TPY 145 KV NB 650KV 40KA;UN;18;L2;Utilização livre depósito INVT;32.958,12;593.246,16;;;0,00000000000000;
GA04;4G-02-07A;403793;TRAFO POT IND 145KV 650KV 2X0,6P75;UN;14;L2;Utilização livre depósito INVT;25.372,38;355.213,32;;;0,00000000000000;
GA04;LATERAL 01;403103;BUCHA CONDENSIVA POLIMERICA 138KV 1250A;UN;6;L2;Utilização livre depósito INVT;234.188,21;1.405.129,26;;;0,00000000000000;
GA04;LATERAL 01;800384;GAS ACETILENO 92,3X7,7%;KG;18;F3;Utilização livre depósito CUST;122,13;2.198,34;;;0,00000000000000;
GA04;LATERAL 01;800454;GAS HEXAFLUORETO ENXOFRE SF6;KG;100;F3;Utilização livre depósito CUST;454,26;45.426,00;;;0,00000000000000;
GA04;LATERAL 01;800584;GAS OXIGENIO 99,95%;M3;60;F3;Utilização livre depósito CUST;18,64;1.118,40;;;0,00000000000000;
GA05;5M-01-01A;401656;INVERSOR 125 VCC/220VCA FN 60HZ 5KVA;UN;4;L2;Utilização livre depósito INVT;23.843,13;95.372,52;;;0,00000000000000;
GA05;5M-01-01B;401229;UNIDADE PROTEÇÃO DIGITAL 1A 60HZ B90;UN;1;L2;Utilização livre depósito INVT;36.163,54;36.163,54;;;0,00000000000000;
GA05;5M-01-01B;401420;UNIDADE PROTEÇÃO DIG 1A/5A 60HZ B90;UN;1;L2;Utilização livre depósito INVT;36.071,43;36.071,43;;;0,00000000000000;
GA05;5M-01-01B;402474;UNIDADE PROTEÇÃO DIG 1A/5A 125VCC T60 GE;UN;1;L2;Utilização livre depósito INVT;42.199,91;42.199,91;;;0,00000000000000;
GA05;5M-01-01B;402487;RELE PROTECAO/CONTROLE TIPO EF MD;UN;1;L2;Utilização livre depósito INVT;13.200,00;13.200,00;;;0,00000000000000;
GA05;5M-01-01B;402520;RELE PROTECAO/CONTROLE TIPO EF MD;UN;2;L2;Utilização livre depósito INVT;13.200,00;26.400,00;;;0,00000000000000;
GA05;5M-01-01B;402621;RELE PROTECAO/CONTROLE TIPO DA PT;UN;2;L2;Utilização livre depósito INVT;13.200,00;26.400,00;;;0,00000000000000;
GA05;5M-01-01B;402850;RELE PROTECAO/CONTROLE TIPO EF TD;UN;1;L2;Utilização livre depósito INVT;13.200,00;13.200,00;;;0,00000000000000;
GA05;5M-01-01C;403946;MODULO MICROP 2P COM3/COM4 128E/30S DIG;UN;1;L2;Utilização livre depósito INVT;39.356,28;39.356,28;;;0,00000000000000;
GA05;5M-01-01C;407215;KIT SOBRESSALENTE PARA INVERSOR CC-CA;UN;3;L2;Utilização livre depósito INVT;18.090,64;54.271,92;;;0,00000000000000;
GA05;5M-01-01D;400100;UNIDADE PROTEÇÃO DIGITAL 1A/5A 60HZ P143;UN;1;L2;Utilização livre depósito INVT;21.304,71;21.304,71;;;0,00000000000000;
GA05;5M-01-01D;401496;BLOCO TESTE RELE P991;UN;9;L2;Utilização livre depósito INVT;1.524,59;13.721,31;;;0,00000000000000;
GA05;5M-01-01D;402000;UNIDADE PROTEÇÃO DIGITAL TCP-C + PL-300;UN;1;L2;Utilização livre depósito INVT;11.097,00;11.097,00;;;0,00000000000000;
GA05;5M-01-01D;402496;SOBRESSALENTE MOD AQ REM 3323111X22CC GE;UN;1;L2;Utilização livre depósito INVT;29.689,55;29.689,55;;;0,00000000000000;
GA05;5M-01-02B;400023;BLOCO DE TESTES P/ PAINEIS E SPCS;UN;1;L2;Utilização livre depósito INVT;11.553,54;11.553,54;;;0,00000000000000;
GA05;5M-01-02B;401754;UNIDADE PROTEÇÃO DIG 1A/5A 60HZ F650;UN;6;L2;Utilização livre depósito INVT;12.318,05;73.908,30;;;0,00000000000000;
GA05;5M-01-02B;402508;MEDIDOR ION8650;UN;1;L2;Utilização livre depósito INVT;13.200,00;13.200,00;;;0,00000000000000;
GA05;5M-01-02B;402809;MULTIMEDIDOR GRAND ELETR CC/AC 24-250VCC;UN;1;L2;Utilização livre depósito INVT;10.200,00;10.200,00;;;0,00000000000000;
GA05;5M-01-02B;405265;MEDIDOR DE ENERGIA ION 7400;UN;1;L2;Utilização livre depósito INVT;65.912,23;65.912,23;;;0,00000000000000;
GA05;5M-01-02C;110277;CONVERSOR INTERNET RMC40-48-ML00-XX;UN;4;F3;Utilização livre depósito CUST;2.557,50;10.230,00;;;0,00000000000000;
GA05;5M-01-02C;401343;MEDIDOR ENERGIA MULTIPROCES NEXUS 1262;UN;1;L2;Utilização livre depósito INVT;10.994,86;10.994,86;;;0,00000000000000;
GA05;5M-01-02C;402851;RELE CONTROLE BAY COM PROT MICOM C264P;UN;1;L2;Utilização livre depósito INVT;33.814,05;33.814,05;;;0,00000000000000;
GA05;5M-01-02C;403674;ABRACADEIRA PA 765X8,8MM;UN;57;L2;Utilização livre depósito INVT;1,86;106,02;;;0,00000000000000;
GA05;5M-01-02D;402482;RELE MICROP 110/220V IMRK002800 AC 0448;UN;1;L2;Utilização livre depósito INVT;42.736,66;42.736,66;;;0,00000000000000;
GA05;5M-01-02D;402486;RELE PROT E COMANDO DE LINHA  SEL311L;UN;3;L2;Utilização livre depósito INVT;71.434,79;214.304,37;;;0,00000000000000;
GA05;5M-01-02D;402531;RELE MICROP 110/220V IMRK002800 AC 0446;UN;1;L2;Utilização livre depósito INVT;40.841,01;40.841,01;;;0,00000000000000;
GA05;5M-01-03B;110463;TECLADO ABNT2 MOUSE OPTICO USB GEN;UN;1;F3;Utilização livre depósito CUST;675,90;675,90;;;0,00000000000000;
GA05;5M-01-03B;401177;SWITCH GER GRS11308T8ZTM9V9HHSE2SXXXXX;UN;1;L2;Utilização livre depósito INVT;13.200,00;13.200,00;;;0,00000000000000;
GA05;5M-01-03B;401705;SWITCH COMUM 100P 10/100/1000BPS;UN;1;L2;Utilização livre depósito INVT;26.206,81;26.206,81;;;0,00000000000000;
GA05;5M-01-03B;402180;SWITCH GER 19P 88 300VDC 85~264 VAC;UN;4;L2;Utilização livre depósito INVT;5.615,06;22.460,24;;;0,00000000000000;
GA05;5M-01-03B;402603;RELE AUXILIAR DISJ RF-4125VCC ARTECHE;UN;21;L2;Utilização livre depósito INVT;3.924,60;82.416,60;;;0,00000000000000;
GA05;5M-01-03B;402613;SOBRESSALENTE RELE PROT DIF TRAFO;UN;1;L2;Utilização livre depósito INVT;25.924,55;25.924,55;;;0,00000000000000;
GA05;5M-01-03B;402899;SWITCH ETHERN GER 110-250VDC/100-240VAC;UN;1;L2;Utilização livre depósito INVT;23.235,20;23.235,20;;;0,00000000000000;
GA05;5M-01-03B;404549;RELE DE PROTECAO DE TRANSFORMADOR;UN;2;L2;Utilização livre depósito INVT;65.912,23;131.824,46;;;0,00000000000000;
GA05;5M-01-03C;400674;BLOCO TESTE C/4 CONT SECC P991;UN;10;L2;Utilização livre depósito INVT;2.186,06;21.860,60;;;0,00000000000000;
GA05;5M-01-03C;401261;ROTEADOR 2P+8P 125VCC/ 100-240VCA;UN;1;L2;Utilização livre depósito INVT;26.477,82;26.477,82;;;0,00000000000000;
GA05;5M-01-03C;402369;ROTEADOR 1P 10MBPS 110/220V;UN;2;L2;Utilização livre depósito INVT;2.565,25;5.130,50;;;0,00000000000000;
GA05;5M-01-03D;408338;RELE SOBRECOR SIPROTEC 7SJ82-P1J40424;UN;9;L2;Utilização livre depósito INVT;23.011,84;207.106,56;;;0,00000000000000;
GA05;5M-01-03D;408339;RELE SOBRECOR SIPROTEC 7SJ85-P1J1271843;UN;2;L2;Utilização livre depósito INVT;38.707,96;77.415,92;;;0,00000000000000;
GA05;5M-01-03D;408340;RELE DIFERENC SIPROTEC 7UT85-P1F407090;UN;1;L2;Utilização livre depósito INVT;41.134,92;41.134,92;;;0,00000000000000;
GA05;5M-01-04B;400297;SOBRESSAL VENTILADOR CARREGADOR-RETIF;UN;2;L2;Utilização livre depósito INVT;56,21;112,42;;;0,00000000000000;
GA05;5M-01-04B;401301;SWITCH ETH GER 110/250VDC 100/240VAC 8P;UN;1;L2;Utilização livre depósito INVT;19.526,08;19.526,08;;;0,00000000000000;
GA05;5M-01-04B;402439;SWITCH ETH GER 110/250VDC 100/240VAC 16P;UN;1;L2;Utilização livre depósito INVT;21.225,21;21.225,21;;;0,00000000000000;
GA05;5M-01-04B;403902;RELOGIO SINC SATEL RT43033NNC08A231;UN;1;L2;Utilização livre depósito INVT;11.307,36;11.307,36;;;0,00000000000000;
GA05;5M-01-04B;404745;CHAVE FIM DE  CURSO METALTEX FM 1307;UN;19;L2;Utilização livre depósito INVT;50,16;953,04;;;0,00000000000000;
GA05;5M-01-04B;405258;SOBRESS. PORTA-FUSIVEL C/ ELO DO BANCO;UN;6;L2;Utilização livre depósito INVT;244,68;1.468,08;;;0,00000000000000;
GA05;5M-01-04B;406417;CARTAO ELET IHM GRAFICA CPU;UN;1;L2;Utilização livre depósito INVT;856,08;856,08;;;0,00000000000000;
GA05;5M-01-04B;406418;CARTAO ELET IHM GRAFICA FONTE;UN;1;L2;Utilização livre depósito INVT;729,46;729,46;;;0,00000000000000;
GA05;5M-01-04B;406419;TERMOSTATO TLZ 520 / TRS-A NF / TRS1-A;UN;1;L2;Utilização livre depósito INVT;126,51;126,51;;;0,00000000000000;
GA05;5M-01-04B;406420;CALEFATOR 50W 220V;UN;1;L2;Utilização livre depósito INVT;155,17;155,17;;;0,00000000000000;
GA05;5M-01-04B;406421;DISJUNTOR BIPOLAR 25A C 3KA 220V;UN;1;L2;Utilização livre depósito INVT;70,88;70,88;;;0,00000000000000;
GA05;5M-01-04B;406422;DISJUNTOR MONOPOLAR 20A;UN;1;L2;Utilização livre depósito INVT;13,93;13,93;;;0,00000000000000;
GA05;5M-01-04B;406423;DISJUNTOR MONOPOLAR 16A C;UN;1;L2;Utilização livre depósito INVT;34,24;34,24;;;0,00000000000000;
GA05;5M-01-04B;406424;DISJUNTOR MONOPOLAR 10A;UN;1;L2;Utilização livre depósito INVT;13,93;13,93;;;0,00000000000000;
GA05;5M-01-04B;406425;FUSIVEL DE VIDRO 5X20MM 6A;UN;5;L2;Utilização livre depósito INVT;2,12;10,60;;;0,00000000000000;
GA05;5M-01-04B;406426;FUSIVEL DE VIDRO 5X20MM 2A;UN;5;L2;Utilização livre depósito INVT;2,12;10,60;;;0,00000000000000;
GA05;5M-01-04B;406427;FUSIVEL DE VIDRO 5X20MM 150MA;UN;1;L2;Utilização livre depósito INVT;2,12;2,12;;;0,00000000000000;
GA05;5M-01-04B;406428;UR PARALELO CHAVEADO 125VCC 22A;UN;1;L2;Utilização livre depósito INVT;4.625,32;4.625,32;;;0,00000000000000;
GA05;5M-01-04B;801455;RELE AUXILIAR 110-125VCC 1NA+4REVER;UN;3;F3;Utilização livre depósito CUST;327,92;983,76;;;0,00000000000000;
GA05;5M-01-04B;801645;RELE DIG SUPERVISOR 85-265V 4-20MA;UN;4;F3;Utilização livre depósito CUST;0,50;2,00;;;0,00000000000000;
GA05;5M-01-04B;802032;RELE AUXILIAR 12VCC 1A SCHRACK;UN;25;F3;Utilização livre depósito CUST;21,96;549,00;;;0,00000000000000;
GA05;5M-01-04B;803169;RELE SINCRONISMO SPAU140C ABB;UN;1;F3;Utilização livre depósito CUST;2.620,00;2.620,00;;;0,00000000000000;
GA05;5M-01-04B;803170;RELE SIEMENS 7SJ60054EA000DAO/BB;UN;1;F3;Utilização livre depósito CUST;1.500,00;1.500,00;;;0,00000000000000;
GA05;5M-01-04C;405358;RELE DE PROTECAO E CONTROLE DE LINHA;UN;2;L2;Utilização livre depósito INVT;87.394,91;174.789,82;;;0,00000000000000;
GA05;5M-01-04C;409253;RELE PROTECAO RETAGUARDA;UN;2;L2;Utilização livre depósito INVT;41.317,43;82.634,86;;;0,00000000000000;
GA05;5M-01-04C;409581;RELE INGETEAM BANCO DE CAPACITORES;UN;1;L2;Utilização livre depósito INVT;42.091,13;42.091,13;;;0,00000000000000;
GA05;5M-01-04D;409250;RELE DE PROTECAO PRINCIPAL;UN;2;L2;Utilização livre depósito INVT;39.189,74;78.379,48;;;0,00000000000000;
GA05;5M-01-04D;409251;RELE PROTECAO RETAGUARDA;UN;2;L2;Utilização livre depósito INVT;48.474,18;96.948,36;;;0,00000000000000;
GA05;5M-01-04D;409252;RELE PROTECAO PRINCIPAL DE DISTANCIA;UN;2;L2;Utilização livre depósito INVT;60.466,59;120.933,18;;;0,00000000000000;
GA05;5M-02-01B;403605;RESISTOR AQUEC 3000OHM 30W;UN;4;L2;Utilização livre depósito INVT;423,12;1.692,48;;;0,00000000000000;
GA05;5M-02-01B;403677;BORNE UDK 4 MTK-P/P;UN;503;L2;Utilização livre depósito INVT;17,60;8.852,80;;;0,00000000000000;
GA05;5M-02-01B;805465;SOBRESSALENTE KIT COMP ENCHIM SF6 220V;UN;2;F3;Utilização livre depósito CUST;2.231,81;4.463,62;;;0,00000000000000;
GA05;5M-02-01C;400397;BOBINA ABERT DISJ 145KV;UN;2;L2;Utilização livre depósito INVT;1.871,60;3.743,20;;;0,00000000000000;
GA05;5M-02-01C;401016;RESISTENCIA AQUEC P/CHAVE SEC 145KV S/LT;UN;1;L2;Utilização livre depósito INVT;585,07;585,07;;;0,00000000000000;
GA05;5M-02-01C;401700;RELE SUBTENSAO QUADRO QSACA 380VCA;UN;1;L2;Utilização livre depósito INVT;17.992,47;17.992,47;;;0,00000000000000;
GA05;5M-02-01C;402541;RELE DISPARO RXR4 ULT RAP 4NAF 125VDC 8A;UN;8;L2;Utilização livre depósito INVT;680,48;5.443,84;;;0,00000000000000;
GA05;5M-02-01C;402859;SOBRESSALENTE RELE SUP TRIF 3UG45121BR20;UN;2;L2;Utilização livre depósito INVT;609,00;1.218,00;;;0,00000000000000;
GA05;5M-02-01C;403742;RELE AUXILIAR BJ-8;UN;3;L2;Utilização livre depósito INVT;730,33;2.190,99;;;0,00000000000000;
GA05;5M-02-01D;402477;RELE CONTATOR CF4 4NAF 125VDC 10A;UN;5;L2;Utilização livre depósito INVT;1.012,59;5.062,95;;;0,00000000000000;
GA05;5M-02-01D;402481;RELE REGULADOR TENSAO AVR;UN;1;L2;Utilização livre depósito INVT;1.389,58;1.389,58;;;0,00000000000000;
GA05;5M-02-01D;404181;RELE ACOPLAMENTO 250V 125VCC;UN;2;L2;Utilização livre depósito INVT;75,04;150,08;;;0,00000000000000;
GA05;5M-02-02A;402836;SOBRESSALENTE CJ COMP ANEL VED;UN;4;L2;Utilização livre depósito INVT;2.115,12;8.460,48;;;0,00000000000000;
GA05;5M-02-02A;403599;CORREIA VENTILADOR RESFRIAMENTO380/220V;UN;2;L2;Utilização livre depósito INVT;496,98;993,96;;;0,00000000000000;
GA05;5M-02-02A;403623;MANGUEIRA BLOCO RADIADOR;UN;1;L2;Utilização livre depósito INVT;59,64;59,64;;;0,00000000000000;
GA05;5M-02-02A;403708;JOGO JUNTAS R363/M139;UN;10;L2;Utilização livre depósito INVT;496,98;4.969,80;;;0,00000000000000;
GA05;5M-02-02A;403795;ANEL O 25X3MM;UN;10;L2;Utilização livre depósito INVT;496,98;4.969,80;;;0,00000000000000;
GA05;5M-02-02A;403825;ANILHA CONDUTOR 1,5-4,0MM2 LETRA A;UN;2.200;L2;Utilização livre depósito INVT;0,02;44,00;;;0,00000000000000;
GA05;5M-02-02B;401276;PENTE TESTE CORRENTE 20A 300VAC;UN;3;L2;Utilização livre depósito INVT;2.411,19;7.233,57;;;0,00000000000000;
GA05;5M-02-02B;402261;BLOCO AFERICAO RTXP18;UN;1;L2;Utilização livre depósito INVT;1.356,46;1.356,46;;;0,00000000000000;
GA05;5M-02-02B;402780;MEDIDOR DIGITAL MOD MICR 2P SER M232 GE;UN;1;L2;Utilização livre depósito INVT;3.292,46;3.292,46;;;0,00000000000000;
GA05;5M-02-02B;403575;BORNE P/ CONEXAO OLHAL 800V 41A;UN;50;L2;Utilização livre depósito INVT;9,79;489,50;;;0,00000000000000;
GA05;5M-02-02B;403636;BORNE PASSAGEM 800V 41A;UN;150;L2;Utilização livre depósito INVT;3,79;568,50;;;0,00000000000000;
GA05;5M-02-02B;403669;BORNE SECC 1000V 41A;UN;25;L2;Utilização livre depósito INVT;35,62;890,50;;;0,00000000000000;
GA05;5M-02-02B;403796;BORNE PASSAGEM 500V 32A;UN;50;L2;Utilização livre depósito INVT;20,35;1.017,50;;;0,00000000000000;
GA05;5M-02-02C;400389;BASE FN-DE RELE 4NAF FRONT IP-10;UN;5;L2;Utilização livre depósito INVT;229,06;1.145,30;;;0,00000000000000;
