Nome Demanda;PROJETO;DEPÓSITO;DEP.;X;CÓDIGO;Descrição;UNID;MÊS;Qtd;MES;SEMANA;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800341;CABO ELET BT 1X95MM2 0,6/1KV COBRE XLPE;UN;01/10/2026;25,5;10;40/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;POSTE FIBRA VIDRO E-CR 11M 300DAN;UN;01/09/2026;1;9;36/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;ALCA PREFORM SERV 1X16+16MM2;UN;01/01/2026;2;1;jan/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;ALCA PREFORM DIST 4/0 AWG 120MM2;UN;01/02/2026;2;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;ALCA PREFORM SERV 50MM2 45MM2;UN;01/03/2026;2;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;CABO  MULT 2X16+1X16MM² XLPE 0,6/1 KV;UN;01/04/2026;2;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;CABO  MULT 3X50+1X50MM² XLPE 0,6/1 KV;UN;01/05/2026;2;5;18/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;CINTA POSTE CIRC ACO 190MM;UN;01/06/2026;2;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;CINTA POSTE CIRC ACO 280MM;UN;01/07/2026;2;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800344;CINTA POSTE CIRC ACO 240MM;UN;01/08/2026;2;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CABO AL CONCENTRICO 2F 2X16+16MM2;UN;01/01/2026;75;1;jan/26;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CABO AL CONCENTRICO 2F 2X16+16MM2;UN;01/02/2026;75;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CABO AL CONCENTRICO 2F 2X16+16MM2;UN;01/04/2026;75;4;14/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;ALCA PREFORM CABO CONC 3X95 +70;UN;01/05/2026;75;5;18/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;ALCA PREFORM CABO CONC 3X95 +70;UN;01/06/2026;75;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/01/2026;82;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/02/2026;82;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/03/2026;82;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/04/2026;82;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/05/2026;82;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;ALCA PREFORM CABO CONC 3X50 + 50;UN;01/06/2026;82;6;23/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CABO AL CONCENTRICO 3F 3X16+16MM2;UN;01/03/2026;85;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;UN;01/08/2026;112,5;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CONECTOR CHAVE SEC 1P FACA CU 10-300MM2;UN;01/09/2026;112,5;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;CONECTOR PERF 15KV 35-70 / 35-70MM2;UN;01/10/2026;112,5;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;TERMINAL TUBULAR CU ESTANHADO 35MM2;UN;01/07/2026;123;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;TERMINAL TUBULAR CU ESTANHADO 35MM2;UN;01/08/2026;123;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;TERMINAL TUBULAR CU ESTANHADO 35MM2;UN;01/09/2026;123;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800344;TERMINAL TUBULAR CU ESTANHADO 35MM2;UN;01/10/2026;123;10;40/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800344;PARAFUSO CAB ABA AC 16MM 45MM;UN;01/07/2026;212,5;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;CRUZETA POL FBV/RES PES 2400X112,5X90MM;UN;01/01/2026;20;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;CRUZETA POL FBV/RES PES 2400X112,5X90MM;UN;01/01/2026;20;1;jan/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;POSTE FIBRA VIDRO 22M 1000DAN;UN;01/02/2026;20;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;"TRAFO CRTE 0,6KV 400-5A; 0,3C12,5 BARRA";UN;01/02/2026;20;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;TERMINAL COMPRESSAO OLHAL 120MM2 1F;UN;01/03/2026;20;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;UN;01/03/2026;20;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;CINTA POSTE CIRC ACO 230MM;UN;01/04/2026;20;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;CINTA POSTE CIRC ACO 230MM;UN;01/04/2026;20;4;14/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ;UN;01/05/2026;20;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ;UN;01/05/2026;20;5;18/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;TERMINAL PRESSAO CU 150MM2 C/SAPATA;UN;01/06/2026;20;6;23/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;CINTA POSTE CIRC ACO 180MM;UN;01/06/2026;20;6;23/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;UN;01/07/2026;30;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;CABO  MULT 3X120+1X70MM² XLPE 0,6/1 KV;UN;01/07/2026;30;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;DISJUNTOR 3P 15KV 110KV 1250A 25KA;UN;01/08/2026;30;8;31/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;MED EL 3E 4F 120V 120A TB GD B;UN;01/08/2026;30;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;SELA CRUZETA POSTE AC 115MM 18MM;UN;01/09/2026;30;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;SELA CRUZETA POSTE AC 115MM 18MM;UN;01/09/2026;30;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800345;SELA CRUZETA POSTE AC 115MM 18MM;UN;01/10/2026;30;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800345;BRACO C/GRAMPO SUSPE SECU 500DAN;UN;01/10/2026;30;10;40/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800348;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;UN;01/01/2026;1;1;jan/26;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800348;"TRAFO CRTE 15KV; 5-5A; 0,3C12,5 BARRA";UN;01/02/2026;1;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800348;ISOLADOR CAST PORC 13,8KV 90MM 3400DAN;UN;01/03/2026;1;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800348;LACO PREF ROLD CA 4/0AWG LJ;UN;01/04/2026;1;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800348;GRAMPO LV OLHAL 18MM 10-120/10-70MM2;UN;01/05/2026;1;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/01/2026;4;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/02/2026;4;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;01/03/2026;4;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;01/04/2026;4;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/05/2026;4;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;01/06/2026;4;6;23/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;01/07/2026;6;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;01/08/2026;6;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;LACO LATERAL DUPLO CA 2AWG;UN;01/09/2026;6;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800348;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;01/10/2026;6;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;POSTE FIBRA VIDRO E-CR 13M 600DAN;UN;01/01/2026;19;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;SAPATILHA CABO DE ACO 3/8P;UN;01/02/2026;19;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;SAPATILHA CABO DE ACO 3/8P;UN;01/03/2026;19;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;SAPATILHA CABO DE ACO 3/8P;UN;01/04/2026;19;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;SAPATILHA CABO DE ACO 3/8P;UN;01/05/2026;19;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;SAPATILHA CABO DE ACO 3/8P;UN;01/06/2026;19;6;23/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;01/01/2026;21;1;jan/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;01/02/2026;21;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;CONECTOR AUTO PERF DU 70-240 / 70-240MM2;UN;01/03/2026;21;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;BRACO L A1010/1020 3/8P16P;UN;01/04/2026;21;4;14/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;BRACO L A1010/1020 3/8P16P;UN;01/05/2026;21;5;18/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;BRACO L A1010/1020 3/8P16P;UN;01/06/2026;21;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/07/2026;28,5;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/08/2026;28,5;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/09/2026;28,5;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800352;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/10/2026;28,5;10;40/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;PARAFUSO CAB ABA AC 16MM 125MM;UN;01/07/2026;31,5;7;27/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;PARAFUSO CAB ABA AC 16MM 125MM;UN;01/08/2026;31,5;8;31/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;PARAFUSO CAB ABA AC 16MM 125MM;UN;01/09/2026;31,5;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800352;PARAFUSO CAB ABA AC 16MM 125MM;UN;01/10/2026;31,5;10;40/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800356;BRACO ANTIBALANCO PA PT 15KV 320MM;UN;01/07/2026;12;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;PINO ISOLADOR POLIMERICO AC 15KV 145MM;UN;01/01/2026;19;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;SAPATILHA CABO DE ACO 3/8P;UN;01/02/2026;19;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;SAPATILHA CABO DE ACO 3/8P;UN;01/03/2026;19;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;SAPATILHA CABO DE ACO 3/8P;UN;01/04/2026;19;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;SAPATILHA CABO DE ACO 3/8P;UN;01/05/2026;19;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;SAPATILHA CABO DE ACO 3/8P;UN;01/06/2026;19;6;23/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/07/2026;28,5;7;27/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/08/2026;28,5;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/09/2026;28,5;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800357;CONECTOR PERF 4 SAÍDAS 25-240MM2/1,5-35M;UN;01/10/2026;28,5;10;40/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/01/2026;120;1;jan/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/02/2026;120;2;jun/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/03/2026;120;3;out/26;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/04/2026;120;4;14/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/05/2026;120;5;18/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO ELET CU 185MM2 90°XLPE 0,6/1KV;UN;01/06/2026;120;6;23/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO AL CONCENTRICO 2F 2X35+35MM2;UN;01/07/2026;180;7;27/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO AL CONCENTRICO 2F 2X35+35MM2;UN;01/08/2026;180;8;31/2026;;-;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO AL CONCENTRICO 2F 2X35+35MM2;UN;01/09/2026;180;9;36/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800357;CABO AL CONCENTRICO 2F 2X35+35MM2;UN;01/10/2026;180;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/01/2026;4;1;jan/26;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/01/2026;4;1;jan/26;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/02/2026;4;2;jun/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;CONECTOR ATERR REFORÇ HAST/CAB 5/8-35MM2;UN;01/02/2026;4;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;01/03/2026;4;3;out/26;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;01/03/2026;4;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;01/04/2026;4;4;14/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;01/04/2026;4;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/05/2026;4;5;18/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;CABO ELETRICO ISOLADO SINGELO 6MM2;UN;01/05/2026;4;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;01/06/2026;4;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;ARRUELA LIS QD AC 17MM 11/16 57X57MM 5MM;UN;01/06/2026;4;6;23/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;PARAFUSO CAB ABA AC 16MM 150MM;UN;01/07/2026;5,25;7;27/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;PARAFUSO CAB ABA AC 16MM 150MM;UN;01/08/2026;5,25;8;31/2026;;;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;PARAFUSO CAB ABA AC 16MM 150MM;UN;01/09/2026;5,25;9;36/2026;;-;
R3 DEMANDA 2026-2035 27-11 SUPORTE L;A11_EXTENS_REDMT;CUSTEIO;DTE;;800360;POSTE FIBRA VIDRO 11M 200DAN;UN;01/10/2026;5,25;10;40/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;01/07/2026;6;7;27/2026;;-;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;01/08/2026;6;8;31/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;LACO LATERAL DUPLO CA 2AWG;UN;01/09/2026;6;9;36/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800360;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;01/10/2026;6;10;40/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/01/2026;225;1;jan/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/02/2026;225;2;jun/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/03/2026;225;3;out/26;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/04/2026;225;4;14/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;01/05/2026;225;5;18/2026;;;
Coleta de demanda de Materiais 2026 rev.02 DIT;CUSTEIO;CUSTEIO;DIT;;800362;CABO ELETR 0,6/1KV CU PVC 25MM2 BT;UN;01/06/2026;225;6;23/2026;;;
1. Coleta de demanda de Materiais 2026  -  DTM - REV.05 - 31.12.25;CUSTEIO;CUSTEIO;DTM;;800362;CONECTOR PARAL AL 1/0-4/0AWG ET-ELB;UN;01/01/2026;253;1;jan/26;;;
