CÓDIGO;DESCRIÇÃO;UDM;VALOR UNITÁRIO;"LEAD 
TIME";PLANEJADOR
803993;ALICATE REBITADOR PROFISSIONAL;UN;77,5;60;IDA
801220;ELO FUSIVEL BOTAO DISTRIB K 25A 500MM;UN;5,82;60;ANTONIO
401489;ESTRIBO NORMAL CU EST 2 4AWG;UN;5,81;60;ANTONIO
801109;ESTRIBO NORMAL CU EST 2 4AWG;UN;5,81;60;ANTONIO
803810;ALICATE DE CORTE DIAGONAL 6;UN;73,47;60;IDA
400283;TERMINAL PRESSAO CU 240MM2 C/SAPATA;UN;5,76;90;IDA
402660;ELO FUSIVEL DISTRIB H 2A 500MM;UN;5,56;60;ANTONIO
402312;OLHAL PARAFUSO AC 16MM 5000DAN;UN;15,35;60;ANTONIO
805245;ESCOVA CIRCULAR TRANCADA EM ACO EN1083-2;UN;70;60;IDA
403209;PRENSA CABO PVC 3/4P;UN;5,49;60;ANTONIO
805254;JOGO SACA PINO PARALELO;UN;70;60;IDA
800981;CABO ELETR 15KV AL PROT XLPE 35MM2 1F MT;M;5,42;60;MONALIZA
800289;CONECTOR PARAL AL 10-2/0AWG (6-70MM2);KG;5,41;90;IDA
804437;SUGADOR DE SOLDA COM PROTECAO DE BICO;UN;69,75;60;IDA
800596;LACO DISTRIBUICAO PREF CAA 1/0AWG;UN;5,4;60;ANTONIO
400051;TRAFO AER 3F 15KV 225KVA 220/127V 7TP;UN;55600,8;90;MONALIZA
407057;TRILHO ORGANIZADOR CABOS/SERVIDOR;UN;69;60;IDA
402188;POSTE CONCRETO TRON CON 11M 300KGF;UN;2393,05;45;IDA
803142;TERCADO COM CABO DE MADEIRA 28 (70CM);UN;67,31;60;IDA
402354;CONECTOR CUNHA AT AL VM 25-50MM2;UN;5,25;90;IDA
804660;"ADAPTADOR SOQUETE 1/4""""1/2""""1/8"""" 50MM";UN;58,38;60;IDA
801352;ELO FUSIVEL BOTAO DISTRIB K 10A 500MM;UN;5,18;60;ANTONIO
402123;ELO FUSIVEL BOTAO DISTRIB K 12A 500MM;UN;5,18;60;ANTONIO
801303;ELO FUSIVEL BOTAO DISTRIB K 12A 500MM;UN;5,18;60;ANTONIO
801233;ELO FUSIVEL BOTAO DISTRIB K 15A 500MM;UN;5,18;60;ANTONIO
402117;ELO FUSIVEL BOTAO DISTRIB K 20A 500MM;UN;5,18;60;ANTONIO
801114;ELO FUSIVEL BOTAO DISTRIB K 20A 500MM;UN;5,18;60;ANTONIO
402741;ELO FUSIVEL BOTAO K 6A 500MM;UN;5,18;60;ANTONIO
801826;ELO FUSIVEL BOTAO K 6A 500MM;UN;5,18;60;ANTONIO
800012;TERMINAL PRE ISOL PINO TUBULAR 95MM2 AZ;UN;5,16;90;IDA
110384;ALICATE UNIV 8P ACR FORJ;UN;55,48;60;IDA
402265;ELO FUSIVEL BOTAO DISTRIB H 3A 500MM;UN;5,13;60;ANTONIO
801010;ELO FUSIVEL BOTAO DISTRIB H 3A 500MM;UN;5,13;60;ANTONIO
400805;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;5,13;60;ANTONIO
801375;ELO FUSIVEL BOTAO DISTRIB H 5A 500MM;UN;5,13;60;ANTONIO
801955;ELO FUSIVEL DISTRIB H 2A 500MM;UN;5,13;60;ANTONIO
402733;ELO FUSIVEL H 1A 500MM;UN;5,13;60;ANTONIO
801834;ELO FUSIVEL H 1A 500MM;UN;5,13;60;ANTONIO
800897;ALCA PREFORM 6,4MM 1/4P AM 1219MM;M3;5,11;60;ANTONIO
801274;CABO ELET ISOL CU PT 8AWG PVC 750V;UN;5,02;60;MONALIZA
803814;ALICATE UNIVERSAL 8;UN;51,38;60;IDA
804548;JOGO CHAVE FENDA 7P 1/8X3 A 5/16X6;UN;51,25;60;IDA
402260;CONECTOR CUNHA CU 5/8P 25-35MM;UN;4,94;90;IDA
800600;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;4,85;60;ANTONIO
402127;PARAFUSO CAB ABA AC 16MM 45MM;UN;4,79;60;ANTONIO
804470;ESTICADOR BRAZO CABO 2/0 A 336,4;M;50;60;IDA
400942;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;4,69;60;ANTONIO
800007;TERMINAL PRESSAO CU 70MM2;UN;4,59;90;IDA
805219;CHAVE CANHAO SEXTAVADA T, 210X19MM;UN;40;60;IDA
802911;SACO P/LIMPEZA ALG 80X55CM;UN;4,46;60;ANTONIO
403513;ENVELOPE DE PLAST COM FECHO DE SEG;UN;4,35;60;ANTONIO
801166;CONECTOR CUNHA AL 4/0(2) AWG;CX;4,34;90;IDA
401131;PARAFUSO CAB QD AC 16MM 225MM 300MM;UN;12,06;60;ANTONIO
800108;PARAFUSO CAB ABA AC 16MM 45MM;UN;4,25;60;ANTONIO
400955;PARAFUSO CAB ABA AC 16MM 150MM;UN;4,21;60;ANTONIO
804459;"ALICATE UNIVERSAL 8"""" ISOLADO P/ 600V";UN;32,37;60;IDA
400137;LACO PREF CA 2AWG PESC 57MM PURPURA;UN;4,19;60;ANTONIO
401937;SAPATILHA CABO DE ACO 3/8P;UN;4,11;60;ANTONIO
803637;BROCA 12MM PARA FERRO;UN;30,72;60;IDA
805244;ESCOVA DE ACO CIRCULAR P/ ESMERILHADEIRA;UN;30;60;IDA
804645;ELETRODO ALUMÍNIO 6013 2,5MM;UN;26,62;60;IDA
402433;PARA-RAIO DISTRIB POL 12KV 10KA S/CENT;UN;165;60;MONALIZA
110841;ELETRODO 6013 OK SERRAL 3,5MM;0;25;60;IDA
800614;LACO LATERAL DUPLO CA 2AWG;UN;3,9;60;ANTONIO
401050;CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2;UN;3,87;90;IDA
800310;CONECTORES CUNHA 1/0AWG-50MM2 2AWG-25MM2;UN;3,87;90;IDA
403572;PRENSA CABO NYLON CURTO 1/2P;UN;3,83;60;ANTONIO
803643;FLUXO PARA SOLDA DE PRATA 250G;UN;25;60;IDA
804031;TRENA DE BOLSO DE 5M;UN;20,31;60;IDA
401090;LACO LATERAL DUPLO CA 2AWG;UN;3,61;60;ANTONIO
403390;PRENSA CABO PVC 1P;PEÇ;16,33;60;ANTONIO
804025;LAMINA PARA ARCO DE SERRA DE 12 POL;UN;20,05;60;IDA
804455;CHAVE FENDA PONTA CHATA ACO 6X100MM;UN;20;60;IDA
805525;DISCO DESBASTE 115X22MM FLAP GRAO 60;UN;20;60;IDA
801272;ALCA PREFORM DIST 2AWG 33,63MM2 660MM;UN;3,54;60;ANTONIO
402401;PINO ISOLADOR POLIMERICO AC 15KV 200MM;UN;30,54;60;ANTONIO
804659;ELETRODO 7018 2,5MM ACO CARBONICO;UN;19,76;60;IDA
803084;ROLO PINTURA PELO DE CARNEIRO  150MM;UN;15,96;60;IDA
401616;LACO PREF LATERAL DUPLO CA/CAA 336,4MCM;UN;3,42;60;ANTONIO
800093;LACO PREF LATERAL DUPLO CA/CAA 336,4MCM;UN;3,42;60;ANTONIO
404418;CABO MANGA 4V P/ REFLETOR LED 10M;M;3,4;60;MONALIZA
407169;DISCO CORTE 4.1/2x1/16x7/8;UN;15;60;IDA
803499;BROCA ACO PARA METAL  10MM2;UN;14,7;60;IDA
803498;BROCA ACO PARA METAL  8MM2;UN;13,1;60;IDA
803086;TRINCHA COM CERDAS DE NYLON TAMANHO 3;UN;11,42;60;IDA
802539;ESTILETE LARG 8MM;UN;10,78;60;IDA
804444;CHAVE PHILIPS 1/4 X 6  POLEGADAS;M2;10,53;60;IDA
401105;LACO LATERAL DUPLO 4/0AWG;UN;3,21;60;ANTONIO
401108;LACO DISTRIBUICAO PREF CAA 1/0AWG;UN;3,17;60;ANTONIO
403838;ALCA PREFORM CABO CONC  1X16 + 16;UN;3,16;60;ANTONIO
800917;LACO PREF CA 2AWG PESC 57MM PURPURA;UN;3,13;60;ANTONIO
801146;LACO LATERAL PREF DUPLO 2/0AWG;UN;3,1;60;ANTONIO
401916;LACO LATERAL PREF DUPLO 2/0AWG;UN;3,08;60;ANTONIO
400130;LACO PREF ROLD CA 4/0AWG LJ;UN;3,03;60;ANTONIO
802703;ABRACADEIRA 1P;UN;3;60;IDA
804398;ESTILETE 18 MM;UN;8,13;60;IDA
110418;DISCO CORTE ACO 7P;0;6,8;60;IDA
803646;PILHA MÉDIA ALCALINA TIPO C 1,5 V;UN;6,33;60;IDA
400380;ALCA PREFORM SERV 50MM2 45MM2;UN;2,92;60;ANTONIO
802163;TRINCHA CERDA NR2;UN;5,8;60;IDA
407438;DISCO DE CORTE ESMERILHADEIRA 7X1/16X7/8;UN;5;60;IDA
800668;SAPATILHA CABO DE ACO 3/8P;UN;2,84;60;ANTONIO
407270;DISCO DE CORTE P/ESMERI 4.1/2X3/64X7/8;UN;5;60;IDA
803497;BROCA ACO PARA METAL  6MM2;UN;4,55;60;IDA
403323;CABO ELET FLEX 2X1,5MM2 0,6/1KV;M;2,75;60;MONALIZA
400532;CONECTOR DER CUNHA AL 2AWG 1/0AWG;UN;2,65;90;IDA
800494;LACO PREF ROLD CA 1/0AWG LJ;UN;2,63;60;ANTONIO
400974;PORCA QUADRADA AC 16MM 2MM;UN;2,6;60;ANTONIO
803075;LIXA FERRO 20X28.5CM GRAO 220;UN;2,78;60;IDA
407096;PROTETOR P/ CABO BT PVC COMP 2000MM;UN;194,35;40;IDA
801062;LACO PREF ROLD CA 4/0AWG LJ;UN;2,59;60;ANTONIO
110730;ALICATE AMPERIMETRO DIGITAL CAT III 600V;UN;1;60;IDA
804165;BINÓCULO PELICANO 7X50;UN;1;60;IDA
804167;CANIVETE PARA ELETRICISTA;UN;1;60;IDA
801374;TERMINAL COMPRESSAO 95MM;UN;2,39;90;IDA
401840;LACO PREF ROLD CA 336,4 MCM LARANJA;UN;2,35;60;ANTONIO
804169;CARRETILHA AL CORDA 5/8P C/GANCH AC FORJ;UN;1;60;IDA
112331;SOLDA ESTANHO CARRETEL;UN;1;60;IDA
804654;LIXA MADEIRA 120;UN;0,85;60;IDA
401088;LACO LATERAL PREF CAA E CA 1/0AWG DUPLO;UN;2,18;60;ANTONIO
401952;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;2,18;60;ANTONIO
800505;LACO PREF TOPO DUPLO CA 336,4MCM VM;UN;2,18;60;ANTONIO
801157;CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT;M;2,17;60;MONALIZA
800226;ALCA PREFORM SERV CA 16MM2 305MM;UN;2,16;60;ANTONIO
111811;KIT FERRAMENTAS C/ CHAVES FENDA/PHILIPS;0;30;60;IDA
401632;LACRE SEG MET 11DIG BR;UN;2,14;60;ANTONIO
400122;LACO PREF TOPO CAA/CA 4/0AWG VM;UN;2,03;60;ANTONIO
801228;LACO PREF TOPO CAA/CA 4/0AWG VM;UN;2,03;60;ANTONIO
113893;MULTIMETRO DIG 10A AC/DC TEMP 17B+ FLUKE;0;800;60;IDA
803828;JOGO DE CHAVE ALLEN  EM T ISOLADA;M2;30;60;IDA
804397;ALICATE DECAPADOR DE FIOS COM REGULAGEM;UN;73;60;IDA
804537;JG CHAVE COMBINADA 6 A 22MM COM 17 PÇS;UN;30;60;IDA
804677;FURADEIRA DE BANCADA PROFISSIONAL 220V;UN;800;60;IDA
800239;ALCA PREFORM SERV CA 25MM2 330MM;UN;1,95;60;ANTONIO
401232;TERMINAL PRESSAO CU 50MM2;UN;1,94;90;IDA
805283;PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL;UN;4086,76;60;IDA
400880;LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2;UN;1,91;60;ANTONIO
400422;CARTUCHO PLA P/CUNHA AM FEST CALIB 20;UN;1,9;90;IDA
805288;JOGO SOQUETE SEXTAVADO ESTOJO 25 A 30PCS;UN;30;60;IDA
800709;LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2;UN;1,86;60;ANTONIO
400224;POSTE CONC DUPL T 11 M 300 DAN;UN;1620;45;IDA
400683;ALCA PREFORM SERV 16MM2 5,0-5,7MM2;UN;1,85;60;ANTONIO
407737;CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ;M;1,8;60;MONALIZA
805538;LIMA ROTATIVA 6MM METAL DURO;UN;12;60;IDA
805539;CONJ. BROCAS ESCALONADAS 3 PÇS;UN;70;60;IDA
804259;FITA ROTULADORA 12MM;UN;119,43;60;IDA
805427; FITA TEFLON 18MMX50M;JG;20;60;IDA
805535;FITA ROTULADOR TZE 251 COR PRETO/BRANCA;UN;16;60;IDA
400813;CABO ELETRICO ISOLADO SINGELO 6MM2;KG;1,75;60;MONALIZA
805536;FITA ROTULADOR TZE 651 COR PRETO/AMARELO;UN;16;60;IDA
805537;FITA ROTULADOR TZE 661 COR PRETO/AMARELO;UN;16;60;IDA
800158;CABO ELETRICO ISOLADO SINGELO 6MM2;KG;1,74;60;MONALIZA
804374;FUSIVEL DE VIDRO RAPIDO 5 X 20MM 1,5A 25;UN;0,5;60;MONALIZA
400809;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;1,63;90;IDA
801020;CARTUCHO FP MET P/CUNHA VM FEST CALIB 22;UN;1,63;90;IDA
805403;FUSIVEL RAPIDO 30A;UN;998,68;60;-
403868;SWITCH LAYER 3 GER 8P 10/100/1000MBPS;UN;10000;60;ANTONIO
800715;PARAFUSO CAB ABA PESC QD AC 16MM 70MM;UN;1,49;60;ANTONIO
408539;TABLET 10 POL;UN;2630;60;ANTONIO
405489;TERMINAL COMPRESSAO OLHAL ESTAN 16MM2 M6;UN;1,45;90;IDA
405487;TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ;UN;1,45;90;IDA
401981;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;UN;1,4;60;MONALIZA
801263;CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV;UN;1,4;60;MONALIZA
400673;ARRUELA QD 50X50X3MM 18MM AC;UN;1,39;60;ANTONIO
800223;ARRUELA QD 50X50X3MM 18MM AC;UN;1,39;60;ANTONIO
401102;LACO DISTRIBUICAO PREF CAA 2/0AWG AC;UN;1,34;60;ANTONIO
402191;PARAFUSO SXT AC 11,11MM 7/16P 31,75MM;UN;1,34;60;ANTONIO
804274;SSD 480GB;UN;341,91;60;ANTONIO
110182;CARREGADOR DE PILHA BIVOLT;0;95,35;60;ANTONIO
401874;CARTUCHO MET P/CUNHA AM FEST CALIB 22;UN;1,31;90;IDA
800681;CARTUCHO MET P/CUNHA AM FEST CALIB 22;UN;1,31;90;IDA
409524;KIT STARLINK;UN;1;60;ANTONIO
401827;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;1,3;60;ANTONIO
801203;ALCA PREFORM SERV 10MM2 3,7-4,1MM2;UN;1,3;60;ANTONIO
805514;CPU CS SMC SGPM;UN;0;60;ANTONIO
800705;ISOLADOR DISCO 152X140MM 60KV 4500KGF;UN;100,25;80;IDA
800100;ISOLADOR PINO PORC 15KV 102MM 1350KGF;UN;25,5;80;IDA
401568;CONECTOR COMP DER 4/0AWG 3/0-4/0AWG;UN;1,24;90;IDA
405491;TERMINAL TUBULAR CU ESTANHADO 35MM2;PEÇ;1,8;90;IDA
400910;ISOLADOR DISCO 152X140MM 60KV 4500KGF;UN;22,4;80;IDA
804499;DETERGENTE 5L;UN;19,28;60;ANTONIO
402027;TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ;UN;1,15;90;IDA
400678;ALCA PREFORM SERV 35MM2 45MM2;UN;1,09;60;ANTONIO
800976;PARAFUSO SXT AC 11,11MM 7/16P 31,75MM;UN;1,05;60;ANTONIO
803443;PACOTE ESTOPA ALG ESP BR LIMP;UN;11,07;60;ANTONIO
803977;ABRACADEIRA PLAS 300 X 4,80MM;UN;0,54;60;IDA
803129;ABRACADEIRA NYLON 5MMX300MM;UN;0,36;60;IDA
804125;ABRACADEIRA NYLON 2,5MMX144MM;UN;0,31;60;IDA
803128;ABRACADEIRA NYLON 150MMX3,5MM;UN;0,24;60;IDA
802301;ABRACADEIRA NYLON 2,5MMX108MM;UN;0,1;60;IDA
803225;ABRACADEIRA NYLON 2,8MMX240MM;PEÇ;0,06;60;IDA
410044;RELE DE PROTEÇÃO E CONTROLE;M2;8600;60;IDA
805405;QUADRO GERAL DISTRIBUICAO P/ INVERSOR;PEÇ;6182,85;60;IDA
805499;PLACA DE CONTROLE UIB P RET 125V;UN;1800;60;IDA
409233;BUCHA DE PASSAGEM GVL-2215E;UN;1708,37;60;IDA
410036;DESCARREGADOR DE BATERIAS 220 A, 300 V;UN;719;60;IDA
805447;CORDAO OPTICO MM 62,5/125 LC-PC/LC-PC25M;UN;315,65;60;IDA
805116;BOMBA SUBMERSIVEL 220V;UN;300;60;IDA
805446;CORD OPT MM62,5/125 MTRJ-MACHO/ST-PC 25M;UN;205,35;60;IDA
802159;TINTA ESM SINTE VERM SECAGEM RAP 3,6L;UN;203,58;60;IDA
401773;TERMINAL TUBULAR CU ESTANHADO 10MM2;UN;1;90;IDA
803749;TINTA DIELETRICA CVP P/ EQUIPAMENTOS;UN;196,7;60;IDA
404441;TERMINAL PRE-ISOL PINO 6MM2 LING OLHAL;UN;0,95;90;IDA
401385;ALCA PREFORM SERV 1X1010MM2 200DAN;UN;0,94;60;ANTONIO
400351;ALCA PREFORM SERV 1X16+16MM2;UN;0,94;60;ANTONIO
403682;BUCHA LOK 01;PEÇ;0,85;60;IDA
804595;TINTA ESM SINTE BRANCO SECAGEM RAP 3,6L;UN;184,8;60;IDA
804594;TINTA ESM SINTE AZUL SECAGEM RAP 3,6L;UN;167,2;60;IDA
402041;ARRUELA QD 5/8P;UN;0,82;60;ANTONIO
803748;DILUENTE ORGANICO COMPOSTO P/ EQUIP 5L;UN;166,69;60;IDA
804102;TINTA RDV CINZA N 6,5 DUPLA FUNÇAO 3.6L;UN;151,36;60;IDA
805445;CORDAO OPTICO SM 9/125 SC-PC/SC-PC 20M;UN;144,44;60;IDA
402456;TERMINAL OLHAL 4MM2 AM;UN;0,78;90;IDA
401870;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;UN;0,73;90;IDA
800070;CARTUCHO MET P/CUNHA AZ FEST CALIB 22;UN;0,73;90;IDA
802160;TINTA ESM SINT PT ACAB FOS AUT 3,6L;UN;120,7;60;IDA
402310;CABO ELET ISOL VM 2,5MM2;UN;0,72;60;MONALIZA
805443;CORDAO OPTICO SM 9/125 SC-PC/SC-PC 10M#;UN;116,73;60;IDA
801195;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;UN;0,67;90;IDA
805437;CORDAO OPTICO SM 9/125 LC-UPC/LC-UPC 10M;UN;110,25;60;IDA
400022;TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM;UN;0,6;90;IDA
803584;TERMINAL PRE ISOL TUB DUPLO 2,5MM² AZUL;UN;0,6;90;IDA
803583;TERMINAL PRE ISOL TUB SIMPLES 2,5MM² AZ;UN;0,59;90;IDA
803159;CABO ELET ISOL 1X1,5MM2 CU VD 750V;M;0,56;60;MONALIZA
805191;VEDACAO EPDM 70 SHORE DISJ EDFSK1;UN;98,59;60;IDA
805444;CORDAO OPTICO SM 9/125 SC-PC/SC-PC 04M;UN;82,39;60;IDA
805531;MASCARA FACIAL PARA PINTURA C/ FILTRO;UN;80;60;IDA
401252;POSTE CONCRETO TRON CON 13M 600DAN;UN;4205;45;IDA
401360;POSTE FIBRA VIDRO E-CR 9M 300DAN;UN;1979;60;IDA
410213;-;-;18;60;IDA
803083;DISSOLVENTE THINNER 5L;UN;63;60;IDA
800243;ARRUELA PRES AC PARAF 3/8P 5/8P;UN;0,54;60;ANTONIO
805458;SILICA-GEL DESSEC 4 A 8MM AZUL;UN;48,87;60;IDA
803920;COLA INSTANT P/ BORRACHA NITRÍLICA 100 G;UN;45,79;60;IDA
803968;TINTA ESMALTE SINTÉTICO 900 ML PRETO N 1;UN;38,46;60;IDA
801083;PORCA SEXT AI304 3/8P UNC;UN;0,43;60;ANTONIO
803444;ESPUMA EXPANSIVA 500 ML POLIURETANO PU;PEÇ;37,61;60;IDA
803076;DESENGRAXANTE LIQUI CONCENTRADO 5L;UN;32,82;90;IDA
803921;CORDÃO BORRACHA NITRILICA 12,7MM COM ABA;UN;24;60;IDA
402036;TERMINAL PRESSAO CU 150MM2 C/SAPATA;UN;0,35;90;IDA
802166;LUBRIFICANTE ANTICORROSIVO SPRAY 300ML;UN;23,8;60;IDA
802167;SELANTE ADESIVO SIL INC 300ML;UN;21,36;60;IDA
803078;ROLO PINTURA  LA  23CM;PEÇ;21,24;60;IDA
802145;LIMPA CONTATO SPRAY 300ML;UN;15,51;60;IDA
409790;FILTRO DE TEFLON;UN;15;60;IDA
803085;ROLO PINTURA PELO CARNEIRO 90MM C/ CABO;PEÇ;11,86;60;IDA
802142;FOLHA N/TEC FIB SINT S-ULT FIN 134X240MM;MWH;7,76;60;IDA
404985;PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M;UN;0,17;60;ERICK
803579;PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M;UN;0,17;60;ANTONIO
804261;CORDA ESTATICA PA 12MM 2200KGF 48F;UN;6,8;60;IDA
804597;CORDA TRANC MULT 12MM BRANCA;PEÇ;5,41;60;IDA
805426;ESPUMA DE PEDREIRO 220MMX130MM;UN;3,75;60;IDA
800470;ABRACADEIRA PA 250X9,0X3,00MM;UN;0,12;60;IDA
802119;CURVA ELET PVC 90G 1P;UN;2,92;60;IDA
804146;CORDA TRANC MULT 8MM 5/16 BRANCA RL/220;PEÇ;2,41;60;IDA
801745;BUCHA NYLON PARAFUSO S-8;UN;0,1;60;IDA
407032;BUCHA NYLON S8;PEÇ;0,25;60;IDA
400152;MED EL 3E 4F 120 240V 200A TB GD C;UN;950,8;60;MONALIZA
802018;PRENSA-CABOS AL 1.3/4P;UN;327,75;60;ANTONIO
400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;UN;20986,27;90;MONALIZA
402592;MED EL 3E 4F 120V 120A GD B;UN;122;90;MONALIZA
400937;MED EL 2E 3F 120V 120A GD B;CJ;100;90;MONALIZA
406859;ALCA PREFORM 70MM2;UN;5,9;60;ANTONIO
402771;MEDIDOR ELETR 1F 240V 15A;UN;52,8;60;MONALIZA
410090;MED-IN-3E-4F-120/240V-10A-TB-QE-GD-DR-C;UN;5199;60;MONALIZA
408750;MED IN 3E 4F 120 240V 200A TB QE GD C;UN;809,45;60;MONALIZA
409302;SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT;UN;340;60;ANTONIO
404196;MODULO COMUNIC. INT. 4G P/ MEDIDOR;UN;999,97;90;MONALIZA
407441;MED IN 3E 4F 120 240V 120A TB GD B;UN;780,56;90;MONALIZA
407129;CONECTOR PARAF FENDIDO BIMETAL PFB-25;UN;7,84;60;IDA
402609;MEDIDOR ELETR POLIF MULT PROGR 120V 2,5A;UN;139,36;90;MONALIZA
401317;MED EL 1E 2F 120V 100A TB GD B;UN;60;60;MONALIZA
402527;MED IN 1E 2F 120V 100A SMC DR B;UN;122;60;MONALIZA
402767;MED IN 2E 3F 120V 100A SMC DR B;UN;300;60;-
402807;MED IN 3E 4F 120V 100A SMC DR B;UN;1710,48;60;-
407440;MED IN 2E 3F 120 240V 120A TB GD B;UN;713,93;60;MONALIZA
402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;UN;0;60;-
804881;DISJUNTOR 1P 127/220V 400VCA 32A;UN;5,99;60;ANTONIO
804882;DISJUNTOR 3P 127/220V 400VCA 40A;UN;24,48;60;ANTONIO
403409;RELIGADOR 3F AUTOMATICO 15KV 630A 12,5kA;UN;55405,99;60;ANTONIO
402816;MED IN 3E 4F 120 240V 10A TB GD C;UN;1538,99;90;MONALIZA
400973;PARA-RAIO DISTR POL 12KV 10KV;UN;120,79;60;MONALIZA
403875;PORTA-FUSIVEL 15KV 100A;UN;101,25;90;-
400210;POSTE CONCRETO TRON CON 13M 1000KGF;UN;4500;45;IDA
402533;POSTE CONC DUPL T 11/1000;UN;3565,86;45;IDA
404040;ABRACADEIRA PLAS UV 150X3,50MM;UN;0,18;60;IDA
402335;POSTE CONCRETO TRON CON 13M 400KGF;UN;15;45;IDA
402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;0;90;-
403739;PRENSA CABO 1.1/4P AL C/BUCHA NEOP;UN;22;60;-
401629;POSTE FIBRA VIDRO 33M 1000KGF;UN;34098;60;IDA
404617;MEDIDOR INTEL  3EL 4F 120V/220V 30/200A;UN;1147,05;60;-
401987;POSTE FIBRA VIDRO 22M 1000DAN;UN;21286,96;60;IDA
400227;POSTE FIBRA VIDRO E-CR 18M 600DAN;UN;12395,05;60;IDA
400984;POSTE FIBRA VIDRO 11M 1000DAN;UN;5440;60;IDA
401004;RELIGADOR 1F AUTOMAT 7,96 KV 100A 6,3kA;UN;19886,04;60;ANTONIO
404535;REGULADOR TENSAO 1F 250 KVA 7,96KV 328A;UN;58203,77;60;ANTONIO
804738;BASTAO PEGA-TUDO TENSAO ATE 15 KV;UN;2800;60;ANTONIO
110158;ESCADA FBV EXT 420X720MM 23DEG 454KG;0;608,02;60;ANTONIO
804735;ESCADA A 3,96M, LARGURA 0,85M;UN;542,26;60;ANTONIO
804816;BLUSA ANTICORTE P OPER MOTOSERRA;UN;434;60;ANTONIO
804734;ESCADA A 2,73M, LARGURA 0,71M;UN;375,41;60;ANTONIO
804741;BASTAO DE ATERRAMENTOS BT CONVENCIONAL;UN;250;60;ANTONIO
120117;CONE SINALIZACAO PVC LJ 75CM;UN;197,65;60;ANTONIO
804820;CALCA ANTICORTE P OPER MOTOSERRA;UN;169,96;60;ANTONIO
804743;BANQUETA ISOLANTE 120DAN 40KV;UN;150,41;60;ANTONIO
110101;BALDE LONA IMPERM N10 30KG;0;55,29;60;ANTONIO
120226;FITA SINAL LJ 30M ATENC AFASTE-SE PERIGO;0;48;60;ANTONIO
407816;FECHADURA ELETRONICA ULTRA CARD;UN;335;60;ANTONIO
404234;MODULO DE COMUNICACAO REMOTA;UN;1493,7;60;ANTONIO
403564;TRANSFORMADOR DE CORRENTE 72,5KV IT40KA;UN;5000;60;MONALIZA
407439;MED IN 1E 2F 120 240V 100A TB GD B;UN;647,29;60;MONALIZA
400074;"TRAFO CRTE 15KV; 150-5A; 0,3C12,5 BARRA";UN;1402,5;60;MONALIZA
400252;TRAFO DE CORRENTE 0,6KV 600-5A 0,3C;UN;97,65;60;MONALIZA
400909;MED EL 1E 3F 240V 100A TB GD B;CJ;75,6;60;MONALIZA
400078;"TRAFO CRTE 15KV; 300-5A; 0,3C12,5 BARRA";UN;62,15;60;MONALIZA
402132;TRAFO AER 1F 15KV 25KVA 240/120V 7TP;UN;10154,77;90;MONALIZA
402607;TRAFO MEDIDA POT 69KV 69/V3KV/115/115/V3;UN;18602,21;60;MONALIZA
