Tipo de depósito;Posição no depósito;Qtd.disponível UMB;UM básica;Produto;Descrição breve do produto;Tipo de estoque;Denominação do tipo de estoque;Preço do material;Valor total;Nome do usuário;Dt.contg.inven.fís.;Qtd.na UM administrada em estoque;UM admin.estoque
GA03;3M-04-02C;17;PAR;120255;BOTINA SEG ELET C/CAD N38;F3;Utilização livre depósito CUST;106,48;1.810,16;;;0,00000000000000;
GA03;3M-05-01A;18;PAR;120044;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 42;F3;Utilização livre depósito CUST;42,87;771,66;;;0,00000000000000;
GA03;3M-05-01A;6;PAR;120048;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 39;F3;Utilização livre depósito CUST;47,00;282,00;;;0,00000000000000;
GA03;3M-05-01A;10;PAR;120112;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 43;F3;Utilização livre depósito CUST;47,00;470,00;;;0,00000000000000;
GA03;3M-05-01A;20;UN;401511;DISTRIBUIDOR INT OPT DIO INST PAR 48 EM;L2;Utilização livre depósito INVT;499,25;9.985,00;;;0,00000000000000;
GA03;3M-05-01A;2;UN;402460;UNIDADE COMPUTACIONAL FANLESS P/ PAINEL;L2;Utilização livre depósito INVT;24.398,70;48.797,40;;;0,00000000000000;
GA03;3M-05-01B;12;PAR;120051;BOTINA SEG ELET C/CAD N36;F3;Utilização livre depósito CUST;108,28;1.299,36;;;0,00000000000000;
GA03;3M-05-01B;4;PAR;120158;BOTINA SEG ELET C/CAD N35;F3;Utilização livre depósito CUST;137,00;548,00;;;0,00000000000000;
GA03;3M-05-01B;4;PAR;120253;BOTINA SEG ELET C/CAD N35;F3;Utilização livre depósito CUST;106,48;425,92;;;0,00000000000000;
GA03;3M-05-01B;1;PAR;120421;CALCADO DE SEGUR ISOL TIPO TENIS TAM 37;F3;Utilização livre depósito CUST;173,66;173,66;;;0,00000000000000;
GA03;3M-05-01C;1;PAR;120251;BOTINA SEG ELET C/CAD N34;F3;Utilização livre depósito CUST;106,48;106,48;;;0,00000000000000;
GA03;3M-05-01C;6;UN;407738;EXTENSOR KVM MULTIMODO P/ FIBRA;L2;Utilização livre depósito INVT;21.788,18;130.729,08;;;0,00000000000000;
GA03;3M-05-02A;6;PAR;120045;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 44;F3;Utilização livre depósito CUST;37,37;224,22;;;0,00000000000000;
GA03;3M-05-02A;16;PAR;120139;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 41;F3;Utilização livre depósito CUST;53,01;848,16;;;0,00000000000000;
GA03;3M-05-02A;7;PAR;120303;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 38;F3;Utilização livre depósito CUST;53,73;376,11;;;0,00000000000000;
GA03;3M-05-02A;11;PAR;120304;BOTA SEGURANCA IMPERMEÁVEL PVC TAM 40;F3;Utilização livre depósito CUST;47,00;517,00;;;0,00000000000000;
GA03;3M-05-02B;7;PAR;120254;BOTINA SEG ELET C/CAD N37;F3;Utilização livre depósito CUST;106,47;745,29;;;0,00000000000000;
GA03;3M-05-02C;48;UN;803815;ARCO DE SERRA ISOLADO P/ 1000V  5.13/16;F3;Utilização livre depósito CUST;733,31;35.198,88;;;0,00000000000000;
GA03;3M-06-01A;2;UN;404153;TERROMETRO DIGITAL;L2;Utilização livre depósito INVT;5.364,00;10.728,00;;;0,00000000000000;
GA03;3M-06-01A;1;UN;409746;RETIFICADOR PORTATIL 220VCA/1F/125VCC/12;L2;Utilização livre depósito INVT;44.986,83;44.986,83;;;0,00000000000000;
GA03;3M-06-01A;1;UN;409747;RETIFICADOR PORTATIL 220VCA/1F/48VCC/100;L2;Utilização livre depósito INVT;28.219,55;28.219,55;;;0,00000000000000;
GA03;3M-06-01B;4;UN;404897;SWITCH VOIP TELEFONIA OS6450-P10L;L2;Utilização livre depósito INVT;8.100,00;32.400,00;;;0,00000000000000;
GA03;3M-06-01B;2;UN;409268;UNID REMOTA ESENSOR-BT C/TC IP67 UL94HB;L2;Utilização livre depósito INVT;1.970,00;3.940,00;;;0,00000000000000;
GA03;3M-06-01B;6;UN;409302;SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT;L2;Utilização livre depósito INVT;340,00;2.040,00;;;0,00000000000000;
GA03;3M-06-01B;1;UN;409656;DISPOSITIVO DE SEGURANÇA FORTIWIFI 60F;L2;Utilização livre depósito INVT;8.103,19;8.103,19;;;0,00000000000000;
GA03;3M-06-01B;1;UN;803537;ALICATE PRENSA TERM AP256 0,25MM À 6,0MM;F3;Utilização livre depósito CUST;253,82;253,82;;;0,00000000000000;
GA03;3M-06-01B;1;UN;803812;ALICATE DE PRESSÃO 10 250MM;F3;Utilização livre depósito CUST;53,02;53,02;;;0,00000000000000;
GA03;3M-06-01B;1;UN;803813;ALICATE DESENCAPADOR DE FIO;F3;Utilização livre depósito CUST;118,45;118,45;;;0,00000000000000;
GA03;3M-06-01B;5;UN;803826;DETECTOR TENSÃO SEM CONT 90VCA A 1000VCA;F3;Utilização livre depósito CUST;78,26;391,30;;;0,00000000000000;
GA03;3M-06-01B;7;UN;804159;"ALICATE CORTA CABOS 7.1/2 POL; ACO FORJA";F3;Utilização livre depósito CUST;219,98;1.539,86;;;0,00000000000000;
GA03;3M-06-01B;2;UN;804425;MODULO RETIFICADOR 125VCC;F3;Utilização livre depósito CUST;6.971,26;13.942,52;;;0,00000000000000;
GA03;3M-06-01B;2;UN;804426;CONTROLADOR IHM 125VCC;F3;Utilização livre depósito CUST;4.015,61;8.031,22;;;0,00000000000000;
GA03;3M-06-01C;3;UN;400028;SWITCH OPTICO RUGGEDCOM 19P RSG2100;L2;Utilização livre depósito INVT;12.968,52;38.905,56;;;0,00000000000000;
GA03;3M-06-01C;1;UN;403837;RELE DE PROTECAO SPCS SEL 451;L2;Utilização livre depósito INVT;0,01;0,01;;;0,00000000000000;
GA03;3M-06-01C;3;UN;405125;MEDIDOR ELETRÔNICO 8600C ION POWER ETH;L2;Utilização livre depósito INVT;13.200,00;39.600,00;;;0,00000000000000;
GA03;3M-06-01C;2;UN;405639;CONVERSOR ENERGIA 125 P/ 48VCC ALIM ENER;L2;Utilização livre depósito INVT;17.500,83;35.001,66;;;0,00000000000000;
GA03;3M-06-02A;7;UN;404205;SWITCH DE FIBRAS 24 PORTAS 10/100 MBPS;L2;Utilização livre depósito INVT;31.462,44;220.237,08;;;0,00000000000000;
GA03;3M-06-02A;5;UN;804554;ALICATE AMPERIM 750/1000V 1000A ET-3200A;F3;Utilização livre depósito CUST;315,38;1.576,90;;;0,00000000000000;
GA03;3M-06-02B;390;KG;404282;CABO OPTICO CALIBRAVEL RS232 ABNT;L2;Utilização livre depósito INVT;224,88;87.703,20;;;0,00000000000000;
GA03;3M-06-02C;11;UN;403929;RELOGIO SINCRONIZACAO SATELITE GPS RT430;L2;Utilização livre depósito INVT;18.599,80;204.597,80;;;0,00000000000000;
GA03;3M-06-02C;3;UN;409751;MAQUINA ENGENHARIA ECU-4784-E56SAE;L2;Utilização livre depósito INVT;30.687,93;92.063,79;;;0,00000000000000;
GA03;3M-07-01A;1;UN;409974;UNIDADE PROT DIFERENC LINHA RED 670;L2;Utilização livre depósito INVT;96.888,32;96.888,32;;;0,00000000000000;
GA03;3M-07-01B;24;UN;120361;DETECTOR DE TENSAO 100V A 15 KV;F3;Utilização livre depósito CUST;469,38;11.265,12;;;0,00000000000000;
GA03;3M-07-01B;1;UN;400276;UNIDADE PROTEÇÃO DIGITAL 1A/5A 60HZ T60;L2;Utilização livre depósito INVT;42.199,91;42.199,91;;;0,00000000000000;
GA03;3M-07-01B;1;UN;402868;MODULO AQUIS DE DADOS RA-332 GE/REASON;L2;Utilização livre depósito INVT;19.402,96;19.402,96;;;0,00000000000000;
GA03;3M-07-01B;5;UN;404154;DETECTOR DE TENSAO POR APROXIMACAO 15KV;L2;Utilização livre depósito INVT;461,58;2.307,90;;;0,00000000000000;
GA03;3M-07-01B;25;UN;404971;KIT ACIONAMENTO DISJUNTOR MOTORIZADO;L2;Utilização livre depósito INVT;143,22;3.580,50;;;0,00000000000000;
GA03;3M-07-01B;6;UN;801454;PASTA KETIL A POTE C/100G;F3;Utilização livre depósito CUST;180,00;1.080,00;;;0,00000000000000;
GA03;3M-07-01B;6;UN;803880;PASTA KETIL P POTE C/100G;F3;Utilização livre depósito CUST;180,00;1.080,00;;;0,00000000000000;
GA03;3M-07-01C;28;UN;402463;TRANSCEPTOR MOVEL DIGITAL DE 45W;L2;Utilização livre depósito INVT;3.687,69;103.255,32;;;0,00000000000000;
GA03;3M-07-01C;5;UN;404835;RELE DIGITAL PROTECAO 50/51 E 50BF;L2;Utilização livre depósito INVT;52.376,65;261.883,25;;;0,00000000000000;
GA03;3M-07-02B;1;UN;404155;PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL;L2;Utilização livre depósito INVT;1.806,27;1.806,27;;;0,00000000000000;
GA03;3M-07-02B;1;UN;404202;MONITOR LED 17P;L2;Utilização livre depósito INVT;2.490,00;2.490,00;;;0,00000000000000;
GA03;3M-07-02B;4;UN;404554;SWITCH ETHERNET;L2;Utilização livre depósito INVT;31.270,48;125.081,92;;;0,00000000000000;
GA03;3M-07-02B;6;UN;804079;ALICATE AMPERIMETRO DIGITAL CAT III 600V;F3;Utilização livre depósito CUST;987,02;5.922,12;;;0,00000000000000;
GA03;3M-07-02C;14;UN;400941;MUFLA TERMINAL 8,7/15KV 25-95MM2;L2;Utilização livre depósito INVT;261,30;3.658,20;;;0,00000000000000;
GA03;3M-07-02C;14;UN;804562;EMENDA MUFLA ENFITADA 25-70MM 3,6/35KV;F3;Utilização livre depósito CUST;387,26;5.421,64;;;0,00000000000000;
GA03;3M-08-01B;48;UN;402618;TRAFO CRTE EXT CR3110 P/TERM DIG;L2;Utilização livre depósito INVT;690,45;33.141,60;;;0,00000000000000;
GA03;3M-08-01B;3;UN;406383;MONITOR DE TEMPERATURA MFC-300/T2 ;L2;Utilização livre depósito INVT;9.560,00;28.680,00;;;0,00000000000000;
GA03;3M-08-01B;8;UN;406384;TC EXT P/ TERM MFC-300/T/2;L2;Utilização livre depósito INVT;465,00;3.720,00;;;0,00000000000000;
GA03;3M-08-01B;15;UN;803250;CONVERSOR DE FIBRA MONOMODO SM;F3;Utilização livre depósito CUST;389,00;5.835,00;;;0,00000000000000;
GA03;3M-08-01C;15;UN;111808;CONVERSOR DE FIBRA MULTIMODO;F3;Utilização livre depósito CUST;395,00;5.925,00;;;0,00000000000000;
GA03;3M-08-01C;1;UN;801976;MODULO PROCESSAMENTO RA331;F3;Utilização livre depósito CUST;75.083,09;75.083,09;;;0,00000000000000;
GA03;3M-08-01C;20;UN;804070;FONTE DE ALIMENT CHAV DC/DC 48VCC 12VCC;F3;Utilização livre depósito CUST;1.850,00;37.000,00;;;0,00000000000000;
GA03;3M-08-02A;2;UN;409885;RELÉ DE PROTEÇAO DIFERENCIAL;L2;Utilização livre depósito INVT;68.675,29;137.350,58;;;0,00000000000000;
GA03;3M-08-02B;8;UN;110411;ACESSORIO CGR-N-CONN WIMAX-IT;L2;Utilização livre depósito INVT;448,85;3.590,80;;;0,00000000000000;
GA03;3M-08-02B;4;UN;401293;ROTEADOR DIGITAL CGR1240 K9 IT;L2;Utilização livre depósito INVT;10.627,29;42.509,16;;;0,00000000000000;
GA03;3M-08-02B;4;UN;402806;MODULO ANT-MP-I OUTT-SS-M;L2;Utilização livre depósito INVT;256,47;1.025,88;;;0,00000000000000;
GA03;3M-08-02B;4;UN;402825;MODULO ANT-MP-INT OUT-M;L2;Utilização livre depósito INVT;128,24;512,96;;;0,00000000000000;
GA03;3M-08-02B;4;UN;402829;MODULO CGM 3G-HSPA-G;L2;Utilização livre depósito INVT;1.538,83;6.155,32;;;0,00000000000000;
GA03;3M-08-02B;4;UN;402835;MODULO CGR-PMK1000;L2;Utilização livre depósito INVT;352,68;1.410,72;;;0,00000000000000;
GA03;3M-08-02B;4;UN;402837;MODULO CGR-PWRCORD-NA;L2;Utilização livre depósito INVT;384,73;1.538,92;;;0,00000000000000;
GA03;3M-08-02C;1;UN;402568;MODULO DE PROCESSAMENTO P/ RDP;L2;Utilização livre depósito INVT;14.002,83;14.002,83;;;0,00000000000000;
GA03;3M-08-02C;4;UN;402866;REGISTRADOR DIG PERT RPV-311 GE/REASON;L2;Utilização livre depósito INVT;75.083,07;300.332,28;;;0,00000000000000;
GA03;3M-08-02C;2;UN;803190;MODULO PSM - FONTE RC10 - NOJA POWER;F3;Utilização livre depósito CUST;4.818,20;9.636,40;;;0,00000000000000;
GA03;3M-08-02C;47;UN;805207;FONTE ALIM CHAVEADA AC/DC 127/220VCA;F3;Utilização livre depósito CUST;300,00;14.100,00;;;0,00000000000000;
GA03;GA03 LATERAL 01;46;UN;407206;CAIXA BLINDADA MOD C48T;L2;Utilização livre depósito INVT;28.213,69;1.297.829,74;;;0,00000000000000;
GA03;GA03 LATERAL 01;199;UN;408810;CHASSI DE MEDICAO B110-CH;L2;Utilização livre depósito INVT;1.977,30;393.482,70;;;0,00000000000000;
GA03;LEILÃO;13.844;UN;400504;CONECTOR CUNHA 8,20-12,74X1,74-5,10MM;L2;Utilização livre depósito INVT;1,82;25.196,08;;;0,00000000000000;
GA03;LEILÃO;294;UN;400526;CONECTOR COMPR CAA 77A66 AL CABO 1/0-4/0;L2;Utilização livre depósito INVT;1,81;532,14;;;0,00000000000000;
GA03;LEILÃO;597;UN;400544;CONECTOR CUNHA CU 6,55-2,54/4,65-1,27MM;L2;Utilização livre depósito INVT;0,70;417,90;;;0,00000000000000;
GA03;LEILÃO;1.804;UN;400565;CONECTOR TERMINAL ESTRANG 266,8MCM;L2;Utilização livre depósito INVT;78,14;140.964,56;;;0,00000000000000;
GA03;LEILÃO;1.288;UN;400584;ELETRODUTO RIG AC 4P NPT;L2;Utilização livre depósito INVT;145,75;187.726,00;;;0,00000000000000;
GA03;LEILÃO;16.751;UN;400668;ALCA PREFORM SERV 1X66MM2 120DAN;L2;Utilização livre depósito INVT;0,29;4.857,79;;;0,00000000000000;
GA03;LEILÃO;8.166;UN;401020;CONECTOR DER AL 2(7) 1(7) A 2AWG;L2;Utilização livre depósito INVT;3,57;29.152,62;;;0,00000000000000;
GA03;LEILÃO;7;UN;401032;CONECTOR TERMINAL ESTRANG 1/0-2/0AWG;L2;Utilização livre depósito INVT;36,36;254,52;;;0,00000000000000;
GA03;LEILÃO;1.043;UN;401037;CONECTOR PERF 15KV COND PRINC-DER-50MM2;L2;Utilização livre depósito INVT;90,84;94.746,12;;;0,00000000000000;
GA03;LEILÃO;14.127;UN;401070;CONECTOR CUNHA S/ CARTUCHO VII;L2;Utilização livre depósito INVT;2,10;29.666,70;;;0,00000000000000;
GA03;LEILÃO;15.199;UN;401073;CONECTOR CUNHA S/CART 35X10-25MM2 CCR I;L2;Utilização livre depósito INVT;2,11;32.069,89;;;0,00000000000000;
GA03;LEILÃO;9.639;UN;401415;CONECTOR A COMPR TIPO CAA 44AL CABO 2AWG;L2;Utilização livre depósito INVT;1,53;14.747,67;;;0,00000000000000;
GA03;LEILÃO;1.929;UN;401462;CONECTOR CUNHA CU 5/8P 10-16MM;L2;Utilização livre depósito INVT;4,64;8.950,56;;;0,00000000000000;
GA03;LEILÃO;6.832;UN;401517;ARRUELA ELET RIG RED AL 3/4P;L2;Utilização livre depósito INVT;0,36;2.459,52;;;0,00000000000000;
GA03;LEILÃO;1.307;UN;401526;CONECTOR CUNHA S/CART 50X50MM2 VI;L2;Utilização livre depósito INVT;2,52;3.293,64;;;0,00000000000000;
GA03;LEILÃO;1.310;UN;401569;CONECTOR TERMINAL ESTRANG 336,4-397,5MCM;L2;Utilização livre depósito INVT;25,92;33.955,20;;;0,00000000000000;
GA03;LEILÃO;81;UN;401591;LUVA PVC 2P ELET;L2;Utilização livre depósito INVT;5,50;445,50;;;0,00000000000000;
GA03;LEILÃO;40.458;UN;401838;CONECTOR CUNHA S/CART 25X10MM2 CCR II;L2;Utilização livre depósito INVT;1,35;54.618,30;;;0,00000000000000;
GA03;LEILÃO;4.393;UN;401846;CARTUCHO PLA P/CUNHA AZ FEST CALIB 20;L2;Utilização livre depósito INVT;1,35;5.930,55;;;0,00000000000000;
GA03;LEILÃO;577;UN;402073;CONECTOR DER CUNHA AL 95MM2;L2;Utilização livre depósito INVT;11,91;6.872,07;;;0,00000000000000;
GA03;LEILÃO;396;UN;402227;CONECTOR CUNHA CA 2AWG CA 4AWG-16 MM2 AL;L2;Utilização livre depósito INVT;3,78;1.496,88;;;0,00000000000000;
GA03;LEILÃO;13.972;UN;402250;CONECTOR DER AL 3/0-4/0AWG 2/0-4/0AWG;L2;Utilização livre depósito INVT;1,11;15.508,92;;;0,00000000000000;
GA03;LEILÃO;269;UN;402251;EMENDA PREF COND AL 300MCM 336,4MCM;L2;Utilização livre depósito INVT;60,99;16.406,31;;;0,00000000000000;
GA03;LEILÃO;18.564;UN;402263;CONECTOR COMP 3/0-4/0AWG/16-50MM2;L2;Utilização livre depósito INVT;2,33;43.254,12;;;0,00000000000000;
GA03;LEILÃO;2.210;UN;402283;ESTRIBO C/CONEC CUNHA NORM 25~35MM2;L2;Utilização livre depósito INVT;20,15;44.531,50;;;0,00000000000000;
GA03;LEILÃO;604;UN;402714;CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG;L2;Utilização livre depósito INVT;34,13;20.614,52;;;0,00000000000000;
GA03;LEILÃO;481;UN;402764;LUVA ELET PVC RIG 3/4P;L2;Utilização livre depósito INVT;0,23;110,63;;;0,00000000000000;
GA03;LEILÃO;149;UN;403034;BUCHA ELET RIG AL 50MM;L2;Utilização livre depósito INVT;58,89;8.774,61;;;0,00000000000000;
GA03;LEILÃO;2.206;UN;403172;LUVA ELETRODUTO PVC 1/2P;L2;Utilização livre depósito INVT;0,43;948,58;;;0,00000000000000;
GA03;LEILÃO;1.640;UN;403290;CURVA PVC RIGIDO 90G 1.1/2P ANTICHAMA;L2;Utilização livre depósito INVT;4,00;6.560,00;;;0,00000000000000;
GA03;LEILÃO;3.455;UN;403320;CONECTOR DER BARRAMENTO 16MM;L2;Utilização livre depósito INVT;2,57;8.879,35;;;0,00000000000000;
GA03;LEILÃO;83;UN;403601;UNIAO ELETR RIG MAC-FEM AL 2P BSP;L2;Utilização livre depósito INVT;9,68;803,44;;;0,00000000000000;
GA03;LEILÃO;31;UN;403646;BUCHA ELETRODUTO RIG AL 80MM BSP;L2;Utilização livre depósito INVT;3,92;121,52;;;0,00000000000000;
GA03;LEILÃO;2;UN;403660;BUCHA ELETRODUTO RED RIG AL 4P NPT;L2;Utilização livre depósito INVT;2,76;5,52;;;0,00000000000000;
GA03;LEILÃO;293;UN;403701;LUVA ELET PVC RIG PT 4;L2;Utilização livre depósito INVT;20,90;6.123,70;;;0,00000000000000;
GA03;LEILÃO;108;UN;403704;CURVA 90G ELET PVC RIG PT 2P;L2;Utilização livre depósito INVT;3,29;355,32;;;0,00000000000000;
GA03;LEILÃO;59;UN;403729;CURVA 90G ELET PVC RIG PT 4P;L2;Utilização livre depósito INVT;25,61;1.510,99;;;0,00000000000000;
GA03;LEILÃO;180;UN;403794;UNIAO ELETR FLEX MAC-FEM AL 50MM BSP;L2;Utilização livre depósito INVT;8,96;1.612,80;;;0,00000000000000;
GA03;LEILÃO;3.367;UN;403802;TUBO ELETRODUTO PVC RIG 1PX3M;L2;Utilização livre depósito INVT;17,54;59.057,18;;;0,00000000000000;
GA03;LEILÃO;5;UN;403813;BUCHA ELETRODUTO RIG FOFO 1P BSP;L2;Utilização livre depósito INVT;5,38;26,90;;;0,00000000000000;
GA03;LEILÃO;16;UN;403839;BUCHA ELETRODUTO RIG RED AL 3/4P BSP;L2;Utilização livre depósito INVT;0,54;8,64;;;0,00000000000000;
GA03;LEILÃO;40;UN;403842;BUCHA ELETRODUTO RIG AL 37,5MM;L2;Utilização livre depósito INVT;9,04;361,60;;;0,00000000000000;
GA03;LEILÃO;15.844;UN;403907;LUVA ELETRODUTO PVC RIG PT 1;L2;Utilização livre depósito INVT;1,26;19.963,44;;;0,00000000000000;
GA03;LEILÃO;38;UN;403950;UNIAO ELETR RIG MAC-FEM AL 3/4P BSP;L2;Utilização livre depósito INVT;2,07;78,66;;;0,00000000000000;
GA03;LEILÃO;101.874;UN;403952;CONECTOR CB-BAR 10-25MM2;L2;Utilização livre depósito INVT;6,96;709.043,04;;;0,00000000000000;
GA03;LEILÃO;2.848;UN;404178;CURVA ELET PVC 90G 1P;L2;Utilização livre depósito INVT;2,89;8.230,72;;;0,00000000000000;
GA03;LEILÃO;48.687;UN;404184;ABRACADEIRA TIPO U  1 1/2P;L2;Utilização livre depósito INVT;0,88;42.844,56;;;0,00000000000000;
GA03;LEILÃO;9.000;UN;404322;BUCHA ACABAMENTO AL 3/4  ELETRODUTO;L2;Utilização livre depósito INVT;0,74;6.660,00;;;0,00000000000000;
GA03;LEILÃO;5.516;UN;404417;TUBO PVC 3/4P;L2;Utilização livre depósito INVT;2,15;11.859,40;;;0,00000000000000;
GA03;LEILÃO;77;UN;404732;CONECTOR PERFUR 50-185MM MED TENSAO 15KV;L2;Utilização livre depósito INVT;89,81;6.915,37;;;0,00000000000000;
GA03;LEILÃO;139;UN;405062;ABRACADEIRA TIPO U  4P;L2;Utilização livre depósito INVT;2,00;278,00;;;0,00000000000000;
GA03;LEILÃO;30;UN;408360;CONECTOR PARAL CU ESTANHADO 35-185 MM²;L2;Utilização livre depósito INVT;82,90;2.487,00;;;0,00000000000000;
GA03;LEILÃO;70;UN;800164;CARTUCHO PLA P/CUNHA AZ FEST CALIB 20;F3;Utilização livre depósito CUST;1,35;94,50;;;0,00000000000000;
GA03;LEILÃO;65;UN;800224;ARRUELA RED ELET RIG AL 2P;F3;Utilização livre depósito CUST;2,44;158,60;;;0,00000000000000;
GA03;LEILÃO;1.914;UN;800322;CONECTOR TERMINAL ESTRANG 266,8MCM;F3;Utilização livre depósito CUST;24,94;47.735,16;;;0,00000000000000;
GA03;LEILÃO;334;UN;800325;CONECTOR TERMINAL ESTRANG 1/0-2/0AWG;F3;Utilização livre depósito CUST;36,36;12.144,24;;;0,00000000000000;
GA03;LEILÃO;236;UN;800439;CONECTOR CUNHA CU 5/8P 10-16MM;F3;Utilização livre depósito CUST;4,86;1.146,96;;;0,00000000000000;
GA03;LEILÃO;27.072;UN;801062;LACO PREF ROLD CA 4/0AWG LJ;F3;Utilização livre depósito CUST;2,60;70.387,20;;;0,00000000000000;
GA03;LEILÃO;1.600;UN;801198;CONECTOR DER AL 3/0-4/0AWG 2/0-4/0AWG;F3;Utilização livre depósito CUST;1,11;1.776,00;;;0,00000000000000;
GA03;LEILÃO;2.268;UN;801305;EMENDA PREF COND AL 300MCM 336,4MCM;F3;Utilização livre depósito CUST;60,99;138.325,32;;;0,00000000000000;
GA03;LEILÃO;65.857;UN;802119;CURVA ELET PVC 90G 1P;F3;Utilização livre depósito CUST;2,92;192.302,44;;;0,00000000000000;
GA03;LEILÃO;276;UN;802197;CURVA PVC RIGIDO 90G 1.1/2P ANTICHAMA;F3;Utilização livre depósito CUST;0,01;2,76;;;0,00000000000000;
GA03;LEILÃO;6;UN;802391;ABRACADEIRA REG PARAF AC 57-76MM 43828-D;F3;Utilização livre depósito CUST;2,93;17,58;;;0,00000000000000;
GA03;LEILÃO;53;UN;802434;BUCHA ELETRODUTO RED RIG AL 2P NPT;F3;Utilização livre depósito CUST;1,48;78,44;;;0,00000000000000;
GA03;LEILÃO;10.188;UN;802479;LUVA ELET PVC RIG PT 1;F3;Utilização livre depósito CUST;1,48;15.078,24;;;0,00000000000000;
GA03;LEILÃO;20;UN;802704;BUCHA ELETRODUTO RED RIG AL 4P NPT;F3;Utilização livre depósito CUST;2,76;55,20;;;0,00000000000000;
GA03;LEILÃO;1.883;UN;802934;TUBO ELETRODUTO PVC RIG 1PX3M;F3;Utilização livre depósito CUST;0,00;0,00;;;0,00000000000000;
GA03;LEILÃO;2.956;UN;803148;CONECTOR CUNHA C/ESTRIBO 95-120MM2 2 AWG;F3;Utilização livre depósito CUST;34,22;101.154,32;;;0,00000000000000;
GA03;LEILÃO;35.255;UN;803243;LUVA PVC ELETRODUTO 1.1/2P ROSC;F3;Utilização livre depósito CUST;0,01;352,55;;;0,00000000000000;
GA04;4G-01-01C;2;UN;409810;DISJ 3P 17,5KV 1250A EXE172512E-BB125M;L2;Utilização livre depósito INVT;123.969,33;247.938,66;;;0,00000000000000;
GA04;4G-01-03B;2;UN;409814;DISJ 3P 17,5KV 1250A 25KA HVF 3152D;L2;Utilização livre depósito INVT;62.244,81;124.489,62;;;0,00000000000000;
GA04;4G-01-03C;1;UN;409809;DISJ 3P 17,5KV 2500A EXE172525E-BB125M;L2;Utilização livre depósito INVT;135.598,26;135.598,26;;;0,00000000000000;
GA04;4G-01-03C;32;UN;802480;CONJUNTO ATER REDE DIST 22KV CAR/ST-02;F3;Utilização livre depósito CUST;852,87;27.291,84;;;0,00000000000000;
GA04;4G-01-04B;24;UN;400114;ISOLADOR PEDESTAL 15KV PORC MR 2S;L2;Utilização livre depósito INVT;38,62;926,88;;;0,00000000000000;
GA04;4G-01-04B;30;UN;402184;CONECTOR EMENDA AL 45G 1.1/2P IPS;L2;Utilização livre depósito INVT;120,65;3.619,50;;;0,00000000000000;
GA04;4G-01-04B;30;UN;800943;LUVA EMENDA COMPR CABO 477KCMIL HAWK;F3;Utilização livre depósito CUST;390,00;11.700,00;;;0,00000000000000;
GA04;4G-01-04B;20;UN;800956;LUVA EMENDA 795MCM;F3;Utilização livre depósito CUST;863,00;17.260,00;;;0,00000000000000;
GA04;4G-01-04B;200;UN;803511;CONECTOR HASTE ATERR 7 FIOS 5/16 2.438MM;F3;Utilização livre depósito CUST;80,00;16.000,00;;;0,00000000000000;
GA04;4G-01-04C;2;UN;409242;DISJUNTOR 3P VACUO INT 17,5KV 1600A;L2;Utilização livre depósito INVT;87.995,17;175.990,34;;;0,00000000000000;
GA04;4G-01-05B;100;UN;800269;CONECTOR EMENDA RETA 477MCM;F3;Utilização livre depósito CUST;48,12;4.812,00;;;0,00000000000000;
GA04;4G-01-05B;50;UN;800836;CONECTOR T AL 954 MCM;F3;Utilização livre depósito CUST;71,28;3.564,00;;;0,00000000000000;
GA04;4G-01-05B;50;UN;801287;GRAMPO ANCOR PAS AL 477MCM 4264KGF;F3;Utilização livre depósito CUST;115,70;5.785,00;;;0,00000000000000;
GA04;4G-01-05B;48;UN;802364;CORDAO VEDACAO BORRACHA 14X24580MM;F3;Utilização livre depósito CUST;2,00;96,00;;;0,00000000000000;
GA04;4G-01-05C;1;UN;403272;DISJ 3P 17,5KV 2500A 25KA DIVAC 1725G;L2;Utilização livre depósito INVT;156.861,18;156.861,18;;;0,00000000000000;
GA04;4G-01-05C;1;UN;404892;DISJ 3P 17,5KV 1.250A 25KA SION 3AE 1284;L2;Utilização livre depósito INVT;43.125,87;43.125,87;;;0,00000000000000;
GA04;4G-01-06A;6;UN;401304;PARA-RAIO POLIM EST ZNO 120KV 10KA;L2;Utilização livre depósito INVT;12.846,96;77.081,76;;;0,00000000000000;
GA04;4G-01-06B;1;UN;400690;BOBINA ABERT DISJ P/CUB 15KV;L2;Utilização livre depósito INVT;1.289,49;1.289,49;;;0,00000000000000;
GA04;4G-01-06B;3;UN;401163;PARA-RAIO PORCELANA EST ZNO 36KV 10KA;L2;Utilização livre depósito INVT;481,41;1.444,23;;;0,00000000000000;
GA04;4G-01-06B;10;UN;401221;LUVA EMENDA COMPR CABO 477KCMIL HAWK;L2;Utilização livre depósito INVT;510,00;5.100,00;;;0,00000000000000;
