Documento de compras;Item;Contrato básico;It.contrato superior;Fornecedor/centro fornecedor;Tipo doc.compras;Ctg.doc.compras;Grupo de compradores;Histórico pedido/docum.SolRem.;Data do documento;Código de imposto;Material;Texto breve;Grupo de mercadorias;Código de eliminação;Categoria do item;Ctg.class.cont.;Centro;Depósito;Qtd.pedido;UM pedido;Qtd.na UnidGestEstoq;Unidade manutenção estoque;Preço líquido;Moeda;Unidade preço;Quantidade prevista;Qtd.prev.pendente;a ser fornecida (quantidade);a ser fornecido (valor;Ãinda a faturar (quantidade);Ainda a faturar (valor);Núm.itens;Domicílio fiscal;Valor líquido pedido;Qtd.notificada
4500152671;20;;0;1012174    DISMONZA - DISTRIBUIDORA DE TINTAS;NB;F;GAE;;27/04/2026;C0;802160;TINTA ESM SINT PT ACAB FOS AUT 3,6L;MC03301;;;;CDFL;CUST;5;UN;5;UN;89,99;BRL;1;0;0;5;449,95;5;449,95;1;ZF 1302603;449,95;0
4500145246;10;4600003179;10;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;A03;;06/02/2026;C1;403390;PRENSA CABO PVC 1P;MC10701;;;;CDFL;INVT;3.938;UN;3.938;UN;6,99;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;27.540,80;3.938
4500147721;10;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;403579;CABO AL CONCENTRICO 3F 3X35+35MM2;MC10101;;;;CDFL;INVT;30.000;M;30.000;M;27,82;BRL;1;0;0;20.000;556.326,00;20.000;556.326,00;1;ZF 1302603;834.489,00;10.000
4500147721;20;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;403579;CABO AL CONCENTRICO 3F 3X35+35MM2;MC10101;;;;CDFL;INVT;30.000;M;30.000;M;27,82;BRL;1;0;0;30.000;834.489,00;30.000;834.489,00;1;ZF 1302603;834.489,00;0
4500147721;30;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;403579;CABO AL CONCENTRICO 3F 3X35+35MM2;MC10101;;;;CDFL;INVT;40.000;M;40.000;M;27,82;BRL;1;0;0;40.000;1.112.652,00;40.000;1.112.652,00;1;ZF 1302603;1.112.652,00;0
4500147721;40;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;403579;CABO AL CONCENTRICO 3F 3X35+35MM2;MC10101;;;;CDFL;INVT;45.409;M;45.409;M;27,82;BRL;1;0;0;45.409;1.263.110,37;45.409;1.263.110,37;1;ZF 1302603;1.263.110,37;0
4500147721;50;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;804632;CABO AL CONCENTRICO 2F 2X10+10MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;8,01;BRL;1;0;0;1.000;8.007,30;1.000;8.007,30;1;ZF 1302603;8.007,30;0
4500147721;60;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;804633;CABO AL CONCENTRICO 2F 2X16+16MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;11,32;BRL;1;0;0;1.000;11.318,10;1.000;11.318,10;1;ZF 1302603;11.318,10;0
4500147721;70;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;27/02/2026;C1;804642;CABO AL CONCENTRICO 3F 3X35+35MM2;MC10101;;;;CDFL;CUST;1.000;M;1.000;M;27,82;BRL;1;0;0;1.000;27.816,30;1.000;27.816,30;1;ZF 1302603;27.816,30;0
4500147864;10;4600003502;10;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;03/03/2026;C1;407096;PROTETOR P/ CABO BT PVC COMP 2000MM;MC01204;;;;CDFL;INVT;6.882;PEÇ;6.882;PEÇ;183,78;BRL;1;0;0;4.300;790.242,39;4.300;790.242,39;1;ZF 1302603;1.264.755,38;2.582
4500147864;20;4600003502;20;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;03/03/2026;C1;407094;SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC;MC03501;;;;CDFL;INVT;3.330;M;3.330;M;59,91;BRL;1;0;0;3.330;199.502,30;3.330;199.502,30;1;ZF 1302603;199.502,30;0
4500152327;10;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;20/04/2026;C1;410247;PRENSA-CABO FIXELE 2P LP 40 DAN PARA SEA;MC10701;;;;CDFL;INVT;2.800;UN;2.800;UN;145,71;BRL;1;0;0;2.800;407.994,72;2.800;407.994,72;1;ZF 1302603;407.994,72;0
4500152327;20;;0;1012258    G.O. CARDOSO INDUSTRIA E COMERCIO D;NB;F;GAE;;20/04/2026;C1;410247;PRENSA-CABO FIXELE 2P LP 40 DAN PARA SEA;MC10701;;;;CDFL;INVT;200;UN;200;UN;145,71;BRL;1;0;0;200;29.142,48;200;29.142,48;1;ZF 1302603;29.142,48;0
4500144981;110;4600003141;220;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404161;"CONJ MEDICAO 15KV; 70:1; 15-5A; USO EXT";MC22104;;;;CDFL;INVT;27;UN;27;UN;30.500,00;BRL;1;0;0;27;823.500,00;27;823.500,00;1;ZF 1302603;823.500,00;0
4500144981;120;4600003141;230;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404164;"CONJ MEDICAO 15KV; 70:1; 30-5A; USO EXT";MC22104;;;;CDFL;INVT;9;UN;9;UN;30.500,00;BRL;1;0;0;9;274.500,00;9;274.500,00;1;ZF 1302603;274.500,00;0
4500144981;130;4600003141;240;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404169;"CONJ MEDICAO 15KV; 70:1; 150-5A; USO EXT";MC22104;;;;CDFL;INVT;10;UN;10;UN;30.500,00;BRL;1;0;0;10;305.000,00;10;305.000,00;1;ZF 1302603;305.000,00;0
4500144981;140;4600003141;250;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404170;"CONJ MEDICAO 15KV; 70:1; 200-5A; USO EXT";MC22104;;;;CDFL;INVT;4;UN;4;UN;30.500,00;BRL;1;0;0;4;122.000,00;4;122.000,00;1;ZF 1302603;122.000,00;0
4500144981;150;4600003141;260;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404171;"CONJ MEDICAO 15KV; 70:1; 300-5A; USO EXT";MC22104;;;;CDFL;INVT;2;UN;2;UN;32.000,00;BRL;1;0;0;2;64.000,00;2;64.000,00;1;ZF 1302603;64.000,00;0
4500144981;160;4600003141;270;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404172;"CONJ MEDICAO 15KV; 70:1; 100-5A; USO EXT";MC22104;;;;CDFL;INVT;11;UN;11;UN;30.500,00;BRL;1;0;0;11;335.500,00;11;335.500,00;1;ZF 1302603;335.500,00;0
4500144981;170;4600003141;280;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404159;"CONJ MEDICAO 15KV; 70:1; 5-5A; USO EXT";MC22104;;;;CDFL;INVT;45;UN;45;UN;30.500,00;BRL;1;0;0;45;1.372.500,00;45;1.372.500,00;1;ZF 1302603;1.372.500,00;0
4500144981;180;4600003141;290;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404160;"CONJ MEDICAO 15KV; 70:1; 10-5A; USO EXT";MC22104;;;;CDFL;INVT;43;UN;43;UN;30.500,00;BRL;1;0;0;43;1.311.500,00;43;1.311.500,00;1;ZF 1302603;1.311.500,00;0
4500144981;190;4600003141;300;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404166;"CONJ MEDICAO 15KV; 70:1; 50-5A; USO EXT";MC22104;;;;CDFL;INVT;15;UN;15;UN;30.500,00;BRL;1;0;0;15;457.500,00;15;457.500,00;1;ZF 1302603;457.500,00;0
4500144981;200;4600003141;310;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404167;"CONJ MEDICAO 15KV; 70:1; 75-5A; USO EXT";MC22104;;;;CDFL;INVT;20;UN;20;UN;30.500,00;BRL;1;0;0;20;610.000,00;20;610.000,00;1;ZF 1302603;610.000,00;0
4500144981;210;4600003141;320;1012848    SERTA TRANSFORMADORES IND. COM. IMP;NB;F;GAE;;03/02/2026;C0;404162;"CONJ MEDICAO 15KV; 70:1; 20-5A; USO EXT";MC22104;;;;CDFL;INVT;24;UN;24;UN;30.500,00;BRL;1;0;0;24;732.000,00;24;732.000,00;1;ZF 1302603;732.000,00;0
4500147200;10;4600003494;10;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;20/02/2026;C1;410177;ABRACADEIRA AÇO INOX 304 – 362X7,90MM;MC02901;;;;CDFL;INVT;6.400;UN;6.400;UN;1,72;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;11.011,20;6.400
4500147679;10;4600003494;10;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;26/02/2026;C1;410177;ABRACADEIRA AÇO INOX 304 – 362X7,90MM;MC02901;;;;CDFL;INVT;6.800;UN;6.800;UN;1,72;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;11.699,40;6.800
4500147685;10;4600003165;100;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;26/02/2026;C1;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;40.000;UN;40.000;UN;0,99;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;39.432,00;40.000
4500147685;20;4600003165;110;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;26/02/2026;C1;403499;ABRACADEIRA PLAS 300 X 4,80MM;MC02901;;;;CDFL;INVT;55.500;UN;55.500;UN;0,15;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;8.258,40;55.500
4500147685;30;4600003165;120;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;26/02/2026;C1;803129;ABRACADEIRA NYLON 5MMX300MM;MC02901;;;;CDFL;CUST;400;UN;400;UN;0,33;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;133,92;400
4500148303;10;4600003494;10;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;06/03/2026;C1;410177;ABRACADEIRA AÇO INOX 304 – 362X7,90MM;MC02901;;;;CDFL;INVT;23.300;UN;23.300;UN;1,72;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;40.087,65;23.300
4500150121;10;;0;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;23/03/2026;C1;403499;ABRACADEIRA PLAS 300 X 4,80MM;MC02901;;;;CDFL;INVT;210.400;UN;210.400;UN;0,15;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;31.307,52;210.400
4500150121;20;;0;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;23/03/2026;C1;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;113.300;UN;113.300;UN;0,49;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;55.845,57;113.300
4500150391;20;4600003494;10;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;GAE;;06/04/2026;C1;410177;ABRACADEIRA AÇO INOX 304 – 362X7,90MM;MC02901;;;;CDFL;INVT;52.600;UN;52.600;UN;1,72;BRL;1;0;0;30.600;52.647,30;30.600;52.647,30;1;ZF 1302603;90.498,30;22.000
4500153539;10;4600003580;130;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;403499;ABRACADEIRA PLAS 300 X 4,80MM;MC02901;;;;CDFL;INVT;55.000;UN;55.000;UN;0,15;BRL;1;0;0;55.000;8.184,00;55.000;8.184,00;1;ZF 1302603;8.184,00;0
4500153539;20;4600003580;140;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;403602;ABRACADEIRA PLAS UV 525X8,90MM TRI;MC02901;;;;CDFL;INVT;25.000;UN;25.000;UN;0,49;BRL;1;0;0;25.000;12.322,50;25.000;12.322,50;1;ZF 1302603;12.322,50;0
4500153539;30;4600003580;80;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;803129;ABRACADEIRA NYLON 5MMX300MM;MC02901;;;;CDFL;CUST;500;UN;500;UN;0,33;BRL;1;0;0;500;167,40;500;167,40;1;ZF 1302603;167,40;0
4500153539;40;4600003580;90;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;804125;ABRACADEIRA NYLON 2,5MMX144MM;MC02901;;;;CDFL;CUST;500;UN;500;UN;0,04;BRL;1;0;0;500;18,60;500;18,60;1;ZF 1302603;18,60;0
4500153539;50;4600003580;100;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;803128;ABRACADEIRA NYLON 150MMX3,5MM;MC02901;;;;CDFL;CUST;500;UN;500;UN;0,06;BRL;1;0;0;500;27,90;500;27,90;1;ZF 1302603;27,90;0
4500153539;60;4600003580;110;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;802301;ABRACADEIRA NYLON 2,5MMX108MM;MC01301;;;;CDFL;CUST;500;UN;500;UN;0,02;BRL;1;0;0;500;9,30;500;9,30;1;ZF 1302603;9,30;0
4500153539;70;4600003580;120;1012974    FRONTEC INDUSTRIA DE COMPONENTES DE;NB;F;A13;;13/05/2026;C1;803225;ABRACADEIRA NYLON 2,8MMX240MM;MC02901;;;;CDFL;CUST;500;UN;500;UN;0,07;BRL;1;0;0;500;37,20;500;37,20;1;ZF 1302603;37,20;0
4500147281;10;;0;1013036    ISOPOWER INDUSTRIA E COMERCIO DE PR;NB;F;GAE;;20/02/2026;C1;408995;GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2;MC12002;;;;CDFL;INVT;1.138;UN;1.138;UN;20,41;BRL;1;0;0;1.138;23.230,56;1.138;23.230,56;1;ZF 1302603;23.230,56;0
4500155601;10;4600003641;40;1013273    CERAMICA SANTA TEREZINHA SOCIEDADE;NB;F;GAE;;21/05/2026;C1;401711;ISOLADOR PINO PORC 15KV 102MM 1350KGF;MC10902;;;;CDFL;INVT;6.000;UN;6.000;UN;22,32;BRL;1;0;0;6.000;133.920,00;6.000;133.920,00;1;ZF 1302603;133.920,00;0
4500155601;20;4600003641;50;1013273    CERAMICA SANTA TEREZINHA SOCIEDADE;NB;F;GAE;;21/05/2026;C1;800100;ISOLADOR PINO PORC 15KV 102MM 1350KGF;MC10902;;;;CDFL;CUST;1.000;UN;1.000;UN;22,32;BRL;1;0;0;1.000;22.320,00;1.000;22.320,00;1;ZF 1302603;22.320,00;0
4500155601;30;4600003641;40;1013273    CERAMICA SANTA TEREZINHA SOCIEDADE;NB;F;GAE;;21/05/2026;C1;401711;ISOLADOR PINO PORC 15KV 102MM 1350KGF;MC10902;;;;CDFL;INVT;4.000;UN;4.000;UN;22,32;BRL;1;0;0;4.000;89.280,00;4.000;89.280,00;1;ZF 1302603;89.280,00;0
4500155601;40;4600003641;50;1013273    CERAMICA SANTA TEREZINHA SOCIEDADE;NB;F;GAE;;21/05/2026;C1;800100;ISOLADOR PINO PORC 15KV 102MM 1350KGF;MC10902;;;;CDFL;CUST;2.000;UN;2.000;UN;22,32;BRL;1;0;0;2.000;44.640,00;2.000;44.640,00;1;ZF 1302603;44.640,00;0
4500148066;10;4600003500;10;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;03/03/2026;C1;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;MC11001;;;;CDFL;INVT;1.300;UN;1.300;UN;5,49;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;7.133,10;1.300
4500148096;10;4600003517;20;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;MC11001;;;;CDFL;INVT;963;UN;963;UN;16,09;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;15.493,71;963
4500148096;30;4600003517;40;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;403647;ALCA PREFORM CABO CONC 3X95 +70;MC11001;;;;CDFL;INVT;6.930;UN;6.930;UN;31,89;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;220.995,62;6.930
4500148096;40;4600003517;50;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;410047;ALCA PREFORM CABO CONC  2X25 + 25;MC11001;;;;CDFL;INVT;6.234;UN;6.234;UN;7,33;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;45.685,25;6.234
4500148096;50;4600003517;60;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;403580;ALCA PREFORM CABO CONC 3X35 + 35;MC11001;;;;CDFL;INVT;6.162;UN;6.162;UN;12,42;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;76.561,62;6.162
4500148096;60;4600003517;70;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;403675;ALCA PREFORM CABO CONC  3X25 + 25;MC11001;;;;CDFL;INVT;7.675;UN;7.675;UN;7,69;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;59.029,19;7.675
4500148096;70;4600003517;80;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;04/03/2026;C1;802405;ALCA PREFORM 6,4MM 1/4P AM 635MM;MC11001;;;;CDFL;CUST;85;UN;85;UN;5,77;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;490,11;85
4500148914;10;4600003500;20;1013808    PREFORMAX DO BRASIL LTDA;NB;F;A03;;11/03/2026;C1;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;MC11001;;;;CDFL;INVT;8.994;UN;8.994;UN;5,49;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;49.350,08;8.994
4500150248;10;4600003517;90;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;27/03/2026;C1;403804;ALCA PREFORM 6,4MM 1/4P AM 635MM;MC11001;;;;CDFL;INVT;2.029;UN;2.029;UN;5,49;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;11.133,12;2.029
4500150248;20;4600003517;100;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;27/03/2026;C1;403647;ALCA PREFORM CABO CONC 3X95 +70;MC11001;;;;CDFL;INVT;122;UN;122;UN;31,89;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;3.890,54;122
4500150248;30;4600003517;110;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;27/03/2026;C1;410047;ALCA PREFORM CABO CONC  2X25 + 25;MC11001;;;;CDFL;INVT;1.856;UN;1.856;UN;7,33;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;13.601,51;1.856
4500150248;40;4600003517;120;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;27/03/2026;C1;403580;ALCA PREFORM CABO CONC 3X35 + 35;MC11001;;;;CDFL;INVT;6.609;UN;6.609;UN;12,42;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;82.115,50;6.609
4500153556;10;4600003517;130;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;403580;ALCA PREFORM CABO CONC 3X35 + 35;MC11001;;;;CDFL;INVT;7.064;UN;7.064;UN;12,42;BRL;1;0;0;7.064;87.768,79;7.064;87.768,79;1;ZF 1302603;87.768,79;0
4500153556;20;4600003517;140;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;403647;ALCA PREFORM CABO CONC 3X95 +70;MC11001;;;;CDFL;INVT;11.337;UN;11.337;UN;31,89;BRL;1;0;0;11.337;361.533,53;11.337;361.533,53;1;ZF 1302603;361.533,53;0
4500153556;30;4600003517;150;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;401753;ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2;MC11001;;;;CDFL;INVT;462;UN;462;UN;6,79;BRL;1;0;0;462;3.136,52;462;3.136,52;1;ZF 1302603;3.136,52;0
4500153556;40;4600003517;160;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;410047;ALCA PREFORM CABO CONC  2X25 + 25;MC11001;;;;CDFL;INVT;8.595;UN;8.595;UN;7,33;BRL;1;0;0;8.595;62.987,60;8.595;62.987,60;1;ZF 1302603;62.987,60;0
4500153556;50;4600003517;170;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;403675;ALCA PREFORM CABO CONC  3X25 + 25;MC11001;;;;CDFL;INVT;24.669;UN;24.669;UN;7,69;BRL;1;0;0;24.669;189.731,75;24.669;189.731,75;1;ZF 1302603;189.731,75;0
4500153556;60;4600003517;180;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;400359;ALCA PREFORM ESTAI 3/8P 9,5MM 889MM;MC11001;;;;CDFL;INVT;782;UN;782;UN;16,09;BRL;1;0;0;782;12.581,60;782;12.581,60;1;ZF 1302603;12.581,60;0
4500153556;70;4600003517;190;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;13/05/2026;C1;800228;ALCA PREFORM DIST CAA/CA 1/0AWG 50MM2;MC11001;;;;CDFL;CUST;339;UN;339;UN;6,79;BRL;1;0;0;339;2.301,47;339;2.301,47;1;ZF 1302603;2.301,47;0
4500154443;10;4600003611;120;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;410048;ALCA PREFORM CABO CONC  2X35 + 35;MC11001;;;;CDFL;INVT;1.680;UN;1.680;UN;12,56;BRL;1;0;0;1.680;21.092,40;1.680;21.092,40;1;ZF 1302603;21.092,40;0
4500154443;20;4600003611;130;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;803368;EMENDA PREF COND AL 1/0 AWG 965MM;MC10701;;;;CDFL;CUST;842;UN;842;UN;26,00;BRL;1;0;0;842;21.894,36;842;21.894,36;1;ZF 1302603;21.894,36;0
4500154443;30;4600003611;160;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;800794;ALCA PREFORM CA/CAA 2AWG 6/1P 2AWG 625MM;MC11001;;;;CDFL;CUST;4.881;UN;4.881;UN;4,01;BRL;1;0;0;4.881;19.564,51;4.881;19.564,51;1;ZF 1302603;19.564,51;0
4500154443;40;4600003611;170;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;402286;ALCA PREFORM DIST 2AWG 33,63MM2 660MM;MC11001;;;;CDFL;INVT;2.550;UN;2.550;UN;4,01;BRL;1;0;0;2.550;10.221,16;2.550;10.221,16;1;ZF 1302603;10.221,16;0
4500154443;50;4600003611;140;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;410045;ALCA PREFORM CABO CONC  1X25+25;MC11001;;;;CDFL;INVT;432;UN;432;UN;2,60;BRL;1;0;0;432;1.124,93;432;1.124,93;1;ZF 1302603;1.124,93;0
4500154443;60;4600003611;150;1013808    PREFORMAX DO BRASIL LTDA;NB;F;GAE;;18/05/2026;C1;410049;ALCA PREFORM 95MM2;MC11001;;;;CDFL;INVT;331;UN;331;UN;12,56;BRL;1;0;0;331;4.158,78;331;4.158,78;1;ZF 1302603;4.158,78;0
4500152896;10;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;C0;110159;CLIPE PAPEL AC NIQ TAM 6/0;MC02301;;;;CDFL;CUST;6;CX;6;CX;2,35;BRL;1;0;0;6;14,10;6;14,10;1;ZF 1302603;14,10;0
4500152896;20;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;CA;805642;FLANELA LIMPEZA BORDA CHUL AM 330X580MM;MC01901;;;;CDFL;CUST;60;UN;60;UN;2,24;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;134,40;60
4500152896;30;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;C0;112910;CANETA ESFER VERMELHA 1MM EMB C/50UN;MC02301;;;;CDFL;CUST;50;UN;50;UN;0,46;BRL;1;0;0;50;23,00;50;23,00;1;ZF 1302603;23,00;0
4500152896;40;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;CA;112109;LAPIS;MC02301;;;;CDFL;CUST;1;CX;1;CX;26,20;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;26,20;1
4500152896;50;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;CA;110516;PRENDEDOR PAPEL AI 51MM 100FL;MC02301;;;;CDFL;CUST;1;UN;1;UN;12,76;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;12,76;1
4500152896;60;;0;1014316    DISBRAL DISTRIBUIDORA BRASILEIRA LT;ZCDR;F;A14;;30/04/2026;CA;110097;APONTADOR LAPIS, COM DEPOSITO;MC02301;;;;CDFL;CUST;5;UN;5;UN;0,85;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;4,23;5
4500145339;10;4600003164;10;1014880    ANDRA S A ELECTRIC SOLUTIONS;NB;F;A14;;09/02/2026;C1;402587;FITA ISOL EPR 0,76X19MM 10M PT;MC10903;;;;CDFL;INVT;1.521;UN;1.521;UN;24,18;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;36.777,78;1.521
4500145339;20;4600003164;20;1014880    ANDRA S A ELECTRIC SOLUTIONS;NB;F;A14;;09/02/2026;C1;800344;FITA ISOL EPR 0,76X19MM 10M PT;MC10903;;;;CDFL;CUST;1.380;UN;1.380;UN;24,18;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;33.368,40;1.380
4500145339;30;4600003164;30;1014880    ANDRA S A ELECTRIC SOLUTIONS;NB;F;A14;;09/02/2026;C1;800852;FITA ISOLANTE ELET PVC 19X0,19MM 20M PT;MC10903;;;;CDFL;CUST;1.155;UN;1.155;UN;20,12;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;23.233,86;1.155
4500147933;10;;0;1014880    ANDRA S A ELECTRIC SOLUTIONS;ZCDR;F;GAE;;03/03/2026;C1;410200; CONECTOR COMP TIPO H 95-95;MC12002;;;;CDFL;INVT;2.820;UN;2.820;UN;9,77;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;27.537,30;2.820
4500150739;10;;0;1015558    BUNZL EQUIPAMENTOS PARA PROTECAO IN;ZCDR;F;GAE;;08/04/2026;CA;120170;CAPACETE SEG ABA FRONT B BR PEAD;MC01204;;;;CDFL;;50;UN;50;UN;41,84;BRL;1;0;0;0;0,00;0;0,00;1;ZF 1302603;2.092,00;50
