CÓDIGO;DESCRIÇÃO;UDM;"LEAD 
TIME"
402036;TERMINAL PRESSAO CU 150MM2 C/SAPATA;UN;90
800133;CABO ELET ISOL, 1,5MM2 PT;UN;60
804125;ABRACADEIRA NYLON 2,5MMX144MM;UN;60
407032;BUCHA NYLON S8;PEÇ;60
803128;ABRACADEIRA NYLON 150MMX3,5MM;UN;60
800774;TERMINAL PINO TUBULAR 2,5MM2;UN;90
110404;ENVELOPE CORRES PAP 80G/M2 NT 340X240MM;0;60
407399;PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS;UN;60
404985;PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M;UN;60
803579;PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M;UN;60
403741;PARAFUSO BUCHA S8;UN;60
803193;TERMINAL PRE ISOL PINO TUBULAR 1,5MM;UN;90
406016;PARAFUSO AUTOBROCANTE 4,2X13MM;UN;60
800470;ABRACADEIRA PA 250X9,0X3,00MM;UN;60
804104;PARAFUSO PHILIPS/FENDA S8;UN;60
802301;ABRACADEIRA NYLON 2,5MMX108MM;UN;60
801745;BUCHA NYLON PARAFUSO S-8;UN;60
803225;ABRACADEIRA NYLON 2,8MMX240MM;PEÇ;60
112008;GASOLINA COMUM;0;60
802018;PRENSA-CABOS AL 1.3/4P;UN;60
400040;TRAFO AER 3F 15KV 75KVA 220/127V 7TP;UN;90
402600;MONITOR 23,8 POL;UN;60
804311;CARTAO DE MEMORIA;UN;60
406859;ALCA PREFORM 70MM2;UN;60
410045;ALCA PREFORM CABO CONC  1X25+25;UN;60
410048;ALCA PREFORM CABO CONC  2X35 + 35;UN;60
410049;ALCA PREFORM 95MM2;UN;60
409302;SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT;UN;60
410046;CABO AL CONCENTRICO 1F 1x25+25MM2;UN;60
410050;CABO AL CONCENTRICO 2F 2X35+35MM2;UN;60
407129;CONECTOR PARAF FENDIDO BIMETAL PFB-25;UN;60
400817;CONECTOR PERF AL 35-150MM2 / 35-150MM2;UN;60
401317;MED EL 1E 2F 120V 100A TB GD B;UN;60
402527;MED IN 1E 2F 120V 100A SMC DR B;UN;60
402767;MED IN 2E 3F 120V 100A SMC DR B;UN;60
402807;MED IN 3E 4F 120V 100A SMC DR B;UN;60
405492;TERMINAL TUBULAR CU ESTANHADO 50MM3;UN;60
402570;UNIDADE DE LEITURA INDIVIDUAL TLI - SMC;UN;60
804881;DISJUNTOR 1P 127/220V 400VCA 32A;UN;60
804882;DISJUNTOR 3P 127/220V 400VCA 40A;UN;60
404208;CONJ MEDICAO P/ BALANCO TRAFO 800A C/ RC;UN;60
404005;CONJ MEDICAO P/ BALANCO TRAFO 500A C/ RF;UN;60
805515;RADIO MESH IP CS SMC SGPM LANDIS GYR;UN;60
805516;RADIO CS SMC SGPM LANDIS GYR;UN;60
805514;CPU CS SMC SGPM;UN;60
404040;ABRACADEIRA PLAS UV 150X3,50MM;UN;60
402595;COLETOR DADOS RF MESH N2450 - SMC;UN;60
402625;GABINETE CONCENTR 12MOD 120V C/RADIO SMC;UN;60
403739;PRENSA CABO 1.1/4P AL C/BUCHA NEOP;UN;60
402608;ROTEADOR RF N660 - COMUNICAÇÃO SMC;UN;60
404617;MEDIDOR INTEL  3EL 4F 120V/220V 30/200A;UN;60
111811;KIT FERRAMENTAS C/ CHAVES FENDA/PHILIPS;0;60
113893;MULTIMETRO DIG 10A AC/DC TEMP 17B+ FLUKE;0;60
803828;JOGO DE CHAVE ALLEN  EM T ISOLADA;M2;60
804344;PLACA DE PROTOBOARD 400 PONTOS;UN;60
804346;BALANÇA DIGITAL DE BANCADA 100KG;UN;60
804349;JOGO DE MINI RETIFICA 180W 110V;UN;60
804361;FONTE DE ALIMENTAÇÃO DIGITAL 30V 5A;UN;60
804397;ALICATE DECAPADOR DE FIOS COM REGULAGEM;UN;60
804409;MULTIMETRO OSCILOSCOPIO;UN;60
804537;JG CHAVE COMBINADA 6 A 22MM COM 17 PÇS;UN;60
804677;FURADEIRA DE BANCADA PROFISSIONAL 220V;UN;60
805283;PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL;UN;60
805288;JOGO SOQUETE SEXTAVADO ESTOJO 25 A 30PCS;UN;60
805535;FITA ROTULADOR TZE 251 COR PRETO/BRANCA;UN;60
805536;FITA ROTULADOR TZE 651 COR PRETO/AMARELO;UN;60
805537;FITA ROTULADOR TZE 661 COR PRETO/AMARELO;UN;60
805538;LIMA ROTATIVA 6MM METAL DURO;UN;60
805539;CONJ. BROCAS ESCALONADAS 3 PÇS;UN;60
407440;MED IN 2E 3F 120 240V 120A TB GD B;UN;60
407439;MED IN 1E 2F 120 240V 100A TB GD B;UN;60
410052;MODULO DE COMUNIC REMOTA NB CAT-M SMA;UN;60
410154;UNIDADE REMOTA INT P/ MED C/ CONECT SMA;UN;60
400909;MED EL 1E 3F 240V 100A TB GD B;CJ;60
402771;MEDIDOR ELETR 1F 240V 15A;UN;60
410090;MED-IN-3E-4F-120/240V-10A-TB-QE-GD-DR-C;UN;60
408750;MED IN 3E 4F 120 240V 200A TB QE GD C;UN;60
