CÓDIGO	DESCRIÇÃO	UDM	VALOR UNITÁRIO	"LEAD 
TIME"
401088	LACO LATERAL PREF CAA E CA 1/0AWG DUPLO	UN	2,18	60
401952	LACO PREF TOPO DUPLO CA 336,4MCM VM	UN	2,18	60
800505	LACO PREF TOPO DUPLO CA 336,4MCM VM	UN	2,18	60
801157	CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT	M	2,17	60
800226	ALCA PREFORM SERV CA 16MM2 305MM	UN	2,16	60
803961	JUNTA SUP NITRI 1,3KV 400A 16X36X42X4 MM	UN	2,15	60
401632	LACRE SEG MET 11DIG BR	UN	2,14	60
400122	LACO PREF TOPO CAA/CA 4/0AWG VM	UN	2,03	60
801228	LACO PREF TOPO CAA/CA 4/0AWG VM	UN	2,03	60
802464	CLIPE ACO NIQ N 4/0 CX 50UN	UN	2,01	60
802387	CANETA CORRETIVA MULTIUSO 8ML	UN	2	60
805363	TERMINAL TIPO OLHAL 16MM2 1/4	UN	2	90
401497	ARRUELA PRES AC PARAF 3/8P 15MM	PEÇ	1,99	60
110649	CLIPE PAPEL AC NIQ TAM N 3/0	0	1,97	60
800239	ALCA PREFORM SERV CA 25MM2 330MM	UN	1,95	60
401232	TERMINAL PRESSAO CU 50MM2	UN	1,94	90
110690	PINCEL MARC PERM REC PONTA RET/CHANF PT	0	1,93	60
400880	LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2	UN	1,91	60
400422	CARTUCHO PLA P/CUNHA AM FEST CALIB 20	UN	1,9	90
112242	CLIPE PAPEL AC NIQ TAM 8/0	0	1,86	60
800709	LACO PREF ISOLADOR ROLD CA 2AWG LJ 33MM2	UN	1,86	60
400224	POSTE CONC DUPL T 11 M 300 DAN	UN	1620	45
400683	ALCA PREFORM SERV 16MM2 5,0-5,7MM2	UN	1,85	60
407737	CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ	M	1,8	60
803926	JUNTA INF NITRILICA 1,3KV 400A 48X60X4MM	UN	1,8	60
407096	PROTETOR P/ CABO BT PVC COMP 2000MM	UN	194,35	40
402286	ALCA PREFORM DIST 2AWG 33,63MM2 660MM	UN	1,79	60
804883	ARRUELA QD AC 17,00MM 50,00MM 3,00MM	UN	1,78	60
401733	TERMINAL PRESSAO CU 70MM2	UN	1,78	90
400813	CABO ELETRICO ISOLADO SINGELO 6MM2	KG	1,75	60
110708	EXTRATOR GRAMPOS ESPATULA AI 150MM	0	1,75	60
802479	LUVA ELET PVC RIG PT 1	UN	1,75	60
800158	CABO ELETRICO ISOLADO SINGELO 6MM2	KG	1,74	60
803925	JUNTA INF NITRILICA 1,3KV 160A 33X45X4MM	UN	1,73	60
400809	CARTUCHO FP MET P/CUNHA VM FEST CALIB 22	UN	1,63	90
801020	CARTUCHO FP MET P/CUNHA VM FEST CALIB 22	UN	1,63	90
800768	CABO ELET ISOL AZ 2,5MM2	KG	1,59	60
800157	CABO ELET ISOL BR 2,5MM2	M	1,52	60
800715	PARAFUSO CAB ABA PESC QD AC 16MM 70MM	UN	1,49	60
110248	REGUA PLAS TRANSP 40CM ESC MM	0	1,45	60
405489	TERMINAL COMPRESSAO OLHAL ESTAN 16MM2 M6	UN	1,45	90
405487	TERMINAL TUBULAR CU ESTANHADO 25MM2 AZ	UN	1,45	90
401981	CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV	UN	1,4	60
801263	CABO  MULT 1X10+1X10MM² XLPE 0,6/1 KV	UN	1,4	60
400673	ARRUELA QD 50X50X3MM 18MM AC	UN	1,39	60
800223	ARRUELA QD 50X50X3MM 18MM AC	UN	1,39	60
401102	LACO DISTRIBUICAO PREF CAA 2/0AWG AC	UN	1,34	60
402191	PARAFUSO SXT AC 11,11MM 7/16P 31,75MM	UN	1,34	60
805399	ARRUELA DE PRESSÃO, M8, ZINCADA	UN	1,31	60
805398	ARRUELA LISA, M8, ZINCADA	PEÇ	1,31	60
401874	CARTUCHO MET P/CUNHA AM FEST CALIB 22	UN	1,31	90
800681	CARTUCHO MET P/CUNHA AM FEST CALIB 22	UN	1,31	90
805400	PORCA SEXTAVADA, M8, ZINCADA	UN	1,31	60
401827	ALCA PREFORM SERV 10MM2 3,7-4,1MM2	UN	1,3	60
801203	ALCA PREFORM SERV 10MM2 3,7-4,1MM2	UN	1,3	60
400734	CABO ELET FLEXIVEL PVC 750V 2,5MM2 PT	M	1,3	60
402136	CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD	UN	1,3	60
803929	JUNTA SUP NITRI 1,3KV 160A 10X24X30X4 MM	UN	1,26	60
401568	CONECTOR COMP DER 4/0AWG 3/0-4/0AWG	UN	1,24	90
405491	TERMINAL TUBULAR CU ESTANHADO 35MM2	PEÇ	1,8	90
800798	CABO ELET FLEX 2,5MM VM	M	1,16	60
402229	CABO ELET FLEXIVEL PVC 750V 2,5MM2 VM	KG	1,16	60
402027	TERMINAL TUBULAR CU ESTANHADO 16MM2 AZ	UN	1,15	90
400678	ALCA PREFORM SERV 35MM2 45MM2	UN	1,09	60
800976	PARAFUSO SXT AC 11,11MM 7/16P 31,75MM	UN	1,05	60
402335	POSTE CONCRETO TRON CON 13M 400KGF	UN	15	45
110730	ALICATE AMPERIMETRO DIGITAL CAT III 600V	UN	1	60
408742	BATERIA DRONE DJI MAVIC 3	M	1	60
804165	BINÓCULO PELICANO 7X50	UN	1	60
110210	BORRACHA DES PLAST BR 44X22,5X12MM	0	1	60
803770	CABO ELET ISOL 1,5MM2 CINZA	M	1	60
804167	CANIVETE PARA ELETRICISTA	UN	1	60
804169	CARRETILHA AL CORDA 5/8P C/GANCH AC FORJ	UN	1	60
409743	CONJ MEDICAO 0,6KV; 200-5A ;USO EXT	UN	1	60
409744	CONJ MEDICAO 0,6KV; 400-5A ;USO EXT	UN	1	60
405456	DRONE	UN	1	60
404215	KIT COM ROLDANAS PARAFUSO E SUPORTE	UN	1	60
409524	KIT STARLINK	UN	1	60
803658	MEDIDOR DE DISTÂNCIA COM RODAS	UN	1	60
805397	PARAFUSO SEXTAVADO M8x30MM ZINCADO	UN	1	60
112331	SOLDA ESTANHO CARRETEL	UN	1	60
401773	TERMINAL TUBULAR CU ESTANHADO 10MM2	UN	1	90
403553	TV LED 43P	UN	1	60
404441	TERMINAL PRE-ISOL PINO 6MM2 LING OLHAL	UN	0,95	90
401385	ALCA PREFORM SERV 1X1010MM2 200DAN	UN	0,94	60
400351	ALCA PREFORM SERV 1X16+16MM2	UN	0,94	60
403682	BUCHA LOK 01	PEÇ	0,85	60
804654	LIXA MADEIRA 120	UN	0,85	60
110097	APONTADOR LAPIS, COM DEPOSITO	0	0,83	60
402041	ARRUELA QD 5/8P	UN	0,82	60
402739	CONECTOR PF/KS 95-1807MM	UN	0,82	90
112065	CANETA MARCA TEXTO AM	0	0,8	60
112104	CANETA MARCA TEXTO VD	0	0,8	60
804447	TERMINAL TIPO OLHAL  10MM 1/4	UN	0,8	90
402456	TERMINAL OLHAL 4MM2 AM	UN	0,78	90
401870	CARTUCHO MET P/CUNHA AZ FEST CALIB 22	UN	0,73	90
800070	CARTUCHO MET P/CUNHA AZ FEST CALIB 22	UN	0,73	90
801250	CABO ELET FLEXIVEL PVC 750V 2,5MM2 VD	UN	0,72	60
402310	CABO ELET ISOL VM 2,5MM2	UN	0,72	60
804253	TERMINAL PRE-ISOL OLHAL 1,5-2,5 MM2	UN	0,7	90
801195	TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM	UN	0,67	90
110185	CANETA ESFER AZ 1MM EMB C/50UN	0	0,65	60
400022	TERMINAL P/ CABO 2,5MM2 OLHAL FURO 4,3MM	UN	0,6	90
803584	TERMINAL PRE ISOL TUB DUPLO 2,5MM² AZUL	UN	0,6	90
803583	TERMINAL PRE ISOL TUB SIMPLES 2,5MM² AZ	UN	0,59	90
803159	CABO ELET ISOL 1X1,5MM2 CU VD 750V	M	0,56	60
800051	CABO ELET ISOL SING 1.5MM2 BR	M	0,56	60
800048	CABO ELET ISOL SING 1.5MM2 VERMELHA	M	0,56	60
801017	CABO ELETR 750V CU SING PVC 1,5MM2 AZUL	UN	0,56	60
401252	POSTE CONCRETO TRON CON 13M 600DAN	UN	4205	45
401360	POSTE FIBRA VIDRO E-CR 9M 300DAN	UN	1979	60
410213	TINTA SPRAY 400ML	-		60
803977	ABRACADEIRA PLAS 300 X 4,80MM	UN	0,54	60
800243	ARRUELA PRES AC PARAF 3/8P 5/8P	UN	0,54	60
804374	FUSIVEL DE VIDRO RAPIDO 5 X 20MM 1,5A 25	UN	0,5	60
803206	TERMINAL PRE ISOLADO TIPO PINO 2,5MM AZ	UN	0,46	90
800215	ARRUELA LIS 3/8P 1119	UN	0,44	60
801083	PORCA SEXT AI304 3/8P UNC	UN	0,43	60
110256	ENVELOPE CORRES PAP 80G/M2 NT 410X310MM	0	0,4	60
407970	PARAFUSO PHIL BICROM CAB CHATA AGUL 45MM	UN	0,4	60
803129	ABRACADEIRA NYLON 5MMX300MM	UN	0,36	60
402036	TERMINAL PRESSAO CU 150MM2 C/SAPATA	UN	0,35	90
800133	CABO ELET ISOL, 1,5MM2 PT	UN	0,34	60
804125	ABRACADEIRA NYLON 2,5MMX144MM	UN	0,31	60
407032	BUCHA NYLON S8	PEÇ	0,25	60
803128	ABRACADEIRA NYLON 150MMX3,5MM	UN	0,24	60
800774	TERMINAL PINO TUBULAR 2,5MM2	UN	0,23	90
110404	ENVELOPE CORRES PAP 80G/M2 NT 340X240MM	0	0,18	60
407399	PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS	UN	0,18	60
404985	PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M	UN	0,17	60
803579	PARAFUSO AUTO BROC FLANG PHILIPS 4.2X25M	UN	0,17	60
403741	PARAFUSO BUCHA S8	UN	0,15	60
803193	TERMINAL PRE ISOL PINO TUBULAR 1,5MM	UN	0,15	90
406016	PARAFUSO AUTOBROCANTE 4,2X13MM	UN	0,14	60
800470	ABRACADEIRA PA 250X9,0X3,00MM	UN	0,12	60
804104	PARAFUSO PHILIPS/FENDA S8	UN	0,12	60
802301	ABRACADEIRA NYLON 2,5MMX108MM	UN	0,1	60
801745	BUCHA NYLON PARAFUSO S-8	UN	0,1	60
803225	ABRACADEIRA NYLON 2,8MMX240MM	PEÇ	0,06	60
112008	GASOLINA COMUM	0		60
802018	PRENSA-CABOS AL 1.3/4P	UN	327,75	60
400040	TRAFO AER 3F 15KV 75KVA 220/127V 7TP	UN	20986,27	90
402600	MONITOR 23,8 POL	UN		60
804311	CARTAO DE MEMORIA	UN		60
406859	ALCA PREFORM 70MM2	UN		60
410045	ALCA PREFORM CABO CONC  1X25+25	UN		60
410048	ALCA PREFORM CABO CONC  2X35 + 35	UN		60
410049	ALCA PREFORM 95MM2	UN		60
409302	SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT	UN	340	60
410046	CABO AL CONCENTRICO 1F 1x25+25MM2	UN		60
410050	CABO AL CONCENTRICO 2F 2X35+35MM2	UN		60
407129	CONECTOR PARAF FENDIDO BIMETAL PFB-25	UN		60
400817	CONECTOR PERF AL 35-150MM2 / 35-150MM2	UN		60
401317	MED EL 1E 2F 120V 100A TB GD B	UN		60
402527	MED IN 1E 2F 120V 100A SMC DR B	UN		60
402767	MED IN 2E 3F 120V 100A SMC DR B	UN		60
402807	MED IN 3E 4F 120V 100A SMC DR B	UN		60
405492	TERMINAL TUBULAR CU ESTANHADO 50MM3	UN		60
402570	UNIDADE DE LEITURA INDIVIDUAL TLI - SMC	UN		60
804881	DISJUNTOR 1P 127/220V 400VCA 32A	UN		60
804882	DISJUNTOR 3P 127/220V 400VCA 40A	UN		60
404208	CONJ MEDICAO P/ BALANCO TRAFO 800A C/ RC	UN		60
404005	CONJ MEDICAO P/ BALANCO TRAFO 500A C/ RF	UN		60
805515	RADIO MESH IP CS SMC SGPM LANDIS GYR	UN		60
805516	RADIO CS SMC SGPM LANDIS GYR	UN		60
805514	CPU CS SMC SGPM	UN		60
404040	ABRACADEIRA PLAS UV 150X3,50MM	UN		60
402595	COLETOR DADOS RF MESH N2450 - SMC	UN		60
402625	GABINETE CONCENTR 12MOD 120V C/RADIO SMC	UN		60
403739	PRENSA CABO 1.1/4P AL C/BUCHA NEOP	UN		60
402608	ROTEADOR RF N660 - COMUNICAÇÃO SMC	UN		60
404617	MEDIDOR INTEL  3EL 4F 120V/220V 30/200A	UN		60
111811	KIT FERRAMENTAS C/ CHAVES FENDA/PHILIPS	0		60
113893	MULTIMETRO DIG 10A AC/DC TEMP 17B+ FLUKE	0		60
803828	JOGO DE CHAVE ALLEN  EM T ISOLADA	M2		60
804344	PLACA DE PROTOBOARD 400 PONTOS	UN		60
804346	BALANÇA DIGITAL DE BANCADA 100KG	UN		60
804349	JOGO DE MINI RETIFICA 180W 110V	UN		60
804361	FONTE DE ALIMENTAÇÃO DIGITAL 30V 5A	UN		60
804397	ALICATE DECAPADOR DE FIOS COM REGULAGEM	UN		60
804409	MULTIMETRO OSCILOSCOPIO	UN		60
804537	JG CHAVE COMBINADA 6 A 22MM COM 17 PÇS	UN		60
804677	FURADEIRA DE BANCADA PROFISSIONAL 220V	UN		60
805283	PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL	UN		60
805288	JOGO SOQUETE SEXTAVADO ESTOJO 25 A 30PCS	UN		60
805535	FITA ROTULADOR TZE 251 COR PRETO/BRANCA	UN		60
805536	FITA ROTULADOR TZE 651 COR PRETO/AMARELO	UN		60
805537	FITA ROTULADOR TZE 661 COR PRETO/AMARELO	UN		60
805538	LIMA ROTATIVA 6MM METAL DURO	UN		60
805539	CONJ. BROCAS ESCALONADAS 3 PÇS	UN		60
407440	MED IN 2E 3F 120 240V 120A TB GD B	UN		60
407439	MED IN 1E 2F 120 240V 100A TB GD B	UN		60
410052	MODULO DE COMUNIC REMOTA NB CAT-M SMA	UN		60
410154	UNIDADE REMOTA INT P/ MED C/ CONECT SMA	UN		60
400909	MED EL 1E 3F 240V 100A TB GD B	CJ		60
402771	MEDIDOR ELETR 1F 240V 15A	UN		60
410090	MED-IN-3E-4F-120/240V-10A-TB-QE-GD-DR-C	UN		60
408750	MED IN 3E 4F 120 240V 200A TB QE GD C	UN		60
