Tipo de depósito	Posição no depósito	Produto	Descrição breve do produto	UM básica	Qtd.disponível UMB	Tipo de estoque	Denominação do tipo de estoque	Preço do material	Valor total
GA03	3M-03-03A	802602	PERFURADOR PAP MT PT 2F 80MM 100FL	UN	11	F3	Utilização livre depósito CUST	117,68	1294,48
GA03	3M-03-03B	110009	CHAVE BOCA ESTR ACV 11MM TOT 130MM	UN	2	F3	Utilização livre depósito CUST	22,05	44,1
GA03	3M-03-03B	110010	CHAVE BOCA ESTR ACV 12MM TOT 135,5MM	UN	2	F3	Utilização livre depósito CUST	22,84	45,68
GA03	3M-03-03C	400476	CHAVE BOCA ESTR ACV 12MM TOT 135,5MM	UN	8	L2	Utilização livre depósito INVT	22,83	182,64
GA03	3M-03-03C	401814	CHAVE BOCA ESTR ACV 11MM TOT 130MM	UN	8	L2	Utilização livre depósito INVT	22,05	176,4
GA03	3M-03-03C	401947	CHAVE BOCA ESTR ACV 10MM TOT 125MM	UN	8	L2	Utilização livre depósito INVT	21,51	172,08
GA03	3M-03-03C	801141	PORCA SXT 1/4	UN	100	F3	Utilização livre depósito CUST	0,15	15
GA03	3M-03-03C	803123	LAMINA SERRA ACO RAP 300X13MM 0,65MM 24D	UN	1	F3	Utilização livre depósito CUST	8,86	8,86
GA03	3M-03-03C	805495	CHAVE FIX ACV N09 ISOL 1000V NBR9699	UN	1	F3	Utilização livre depósito CUST	41,07	41,07
GA03	3M-03-03D	403668	ALICATE CRIMPADOR P/ TERMINAL ISOLADO	UN	27	L2	Utilização livre depósito INVT	1283,66	34658,82
GA03	3M-03-03D	805494	ALICATE CRIMPADOR P/ TERMINAL ISOLADO	UN	2	F3	Utilização livre depósito CUST	1283,66	2567,32
GA03	3M-03-03E	404824	BROCA ACO PARA METAL  6MM2	UN	43	L2	Utilização livre depósito INVT	4,55	195,65
GA03	3M-03-03E	404826	BROCA ACO PARA METAL 10MM2	UN	33	L2	Utilização livre depósito INVT	14,7	485,1
GA03	3M-03-03F	110661	CHAVE CANH 1000V AC 6MM ACV CAB 6MM	UN	6	F3	Utilização livre depósito CUST	31	186
GA03	3M-03-03F	404511	CHAVE PHILIPS 3/16 X 4  POLEGADAS	UN	12	L2	Utilização livre depósito INVT	8	96
GA03	3M-03-03G	114221	APAGADOR PLASTICO 15X6X4CM	UN	5	F3	Utilização livre depósito CUST	5,6	28
GA03	3M-03-04A	801471	MUFLA TERMO-CONTRATIL 5/35KV 225/500MM2	UN	1	F3	Utilização livre depósito CUST	1	1
GA03	3M-03-04B	110062	PILHA ALCALINA GRANDE D2 1,5V	UN	146	F3	Utilização livre depósito CUST	6,33	924,18
GA03	3M-03-04B	802766	VISOR PASTA SUSPENSA PP 80X30MM CX 50UN	UN	90	F3	Utilização livre depósito CUST	6,02	541,8
GA03	3M-03-04C	404516	CHAVE FENDA PONTA CHATA ACO 3X75MM	UN	1	L2	Utilização livre depósito INVT	28,73	28,73
GA03	3M-03-04C	803542	BATERIA KTS ER14250 3,6V 1200MAH	UN	16	F3	Utilização livre depósito CUST	130	2080
GA03	3M-03-04C	804026	LANTERNA DE LED COM BASE MAGNÉTICA	UN	4	F3	Utilização livre depósito CUST	28,97	115,88
GA03	3M-03-04D	804257	SOLDA ESTANHO CARRETEL	UN	10	F3	Utilização livre depósito CUST	14,06	140,6
GA03	3M-03-04D	804362	KIT SOLDA MARCARICO + GAS MAP	UN	3	F3	Utilização livre depósito CUST	154,96	464,88
GA03	3M-03-04E	401103	KIT VIVA VOZ QUALCOMM GLOBALSTAR GCK1410	UN	2	L2	Utilização livre depósito INVT	3710,71	7421,42
GA03	3M-03-04F	804017	ESTAÇÃO DE SOLDA POTÊNCIA DE 80 W	UN	3	F3	Utilização livre depósito CUST	676,13	2028,39
GA03	3M-03-05A	110678	PERFURADOR PAPE 2F 80MM 40FL	UN	9	F3	Utilização livre depósito CUST	33,26	299,34
GA03	3M-03-05B	402893	TERMINAL POLIM 3,6/6-20/35KV	UN	10	L2	Utilização livre depósito INVT	196	1960
GA03	3M-03-05D	409290	RADIO MOVEL BIDIRECIONAL MOTOROLA	UN	5	L2	Utilização livre depósito INVT	7125	35625
GA03	3M-03-05D	801995	MODULO SIEMENS 6MA5510-2EE15GG	UN	1	F3	Utilização livre depósito CUST	2	2
GA03	3M-03-05E	402718	HIPSOMETRO DIGITAL LASER 10-350M	UN	1	L2	Utilização livre depósito INVT	8699,4	8699,4
GA03	3M-03-05E	804426	CONTROLADOR IHM 125VCC	UN	8	F3	Utilização livre depósito CUST	4015,61	32124,88
GA03	3M-03-05F	110348	LIVRO PROTOCOLO CAPA DURA PAP 104FL	UN	100	F3	Utilização livre depósito CUST	3,13	313
GA03	3M-04-01A	120110	BOTINA SEG ELET C/CAD N40	PAR	19	F3	Utilização livre depósito CUST	106,48	2023,12
GA03	3M-04-01A	401524	CONSOLE COMPLETO C/ COMUTADOR KVM	UN	1	L2	Utilização livre depósito INVT	6336,53	6336,53
GA03	3M-04-01B	120026	BOTINA SEG ELET C/CAD N45	PAR	3	F3	Utilização livre depósito CUST	114,25	342,75
GA03	3M-04-01B	120167	BOTINA SEG ELET C/CAD N43	PAR	3	F3	Utilização livre depósito CUST	106,47	319,41
GA03	3M-04-01B	120173	CALCADO BOTINA CANO CT C/CAD 45 PT	PAR	3	F3	Utilização livre depósito CUST	106,48	319,44
GA03	3M-04-01C	120050	CALCADO BOTINA CANO CT C/CAD 42 PT	PAR	20	F3	Utilização livre depósito CUST	106,48	2129,6
GA03	3M-04-01C	120118	BOTINA SEG ELET C/CAD N44	PAR	4	F3	Utilização livre depósito CUST	108,24	432,96
GA03	3M-04-01C	120163	BOTINA SEG ELET C/CAD N46	PAR	3	F3	Utilização livre depósito CUST	121,74	365,22
GA03	3M-04-02A	120136	BOTINA SEG ELET C/CAD N41	PAR	17	F3	Utilização livre depósito CUST	106,93	1817,81
GA03	3M-04-02B	120107	BOTINA SEG ELET C/CAD N39	PAR	15	F3	Utilização livre depósito CUST	106,48	1597,2
GA03	3M-04-02C	120255	BOTINA SEG ELET C/CAD N38	PAR	21	F3	Utilização livre depósito CUST	106,48	2236,08
GA03	3M-05-01A	120044	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 42	PAR	18	F3	Utilização livre depósito CUST	42,87	771,66
GA03	3M-05-01A	120048	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 39	PAR	6	F3	Utilização livre depósito CUST	47	282
GA03	3M-05-01A	120112	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 43	PAR	10	F3	Utilização livre depósito CUST	47	470
GA03	3M-05-01A	401511	DISTRIBUIDOR INT OPT DIO INST PAR 48 EM	UN	20	L2	Utilização livre depósito INVT	499,25	9985
GA03	3M-05-01A	402460	UNIDADE COMPUTACIONAL FANLESS P/ PAINEL	UN	3	L2	Utilização livre depósito INVT	24398,7	73196,1
GA03	3M-05-01B	120051	BOTINA SEG ELET C/CAD N36	PAR	13	F3	Utilização livre depósito CUST	108,28	1407,64
GA03	3M-05-01B	120158	BOTINA SEG ELET C/CAD N35	PAR	4	F3	Utilização livre depósito CUST	137	548
GA03	3M-05-01B	120253	BOTINA SEG ELET C/CAD N35	PAR	4	F3	Utilização livre depósito CUST	106,48	425,92
GA03	3M-05-01B	120421	CALCADO DE SEGUR ISOL TIPO TENIS TAM 37	PAR	2	F3	Utilização livre depósito CUST	173,66	347,32
GA03	3M-05-01C	120251	BOTINA SEG ELET C/CAD N34	PAR	1	F3	Utilização livre depósito CUST	106,48	106,48
GA03	3M-05-01C	407738	EXTENSOR KVM MULTIMODO P/ FIBRA	UN	6	L2	Utilização livre depósito INVT	21788,18	130729,08
GA03	3M-05-02A	120045	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 44	PAR	6	F3	Utilização livre depósito CUST	37,37	224,22
GA03	3M-05-02A	120139	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 41	PAR	16	F3	Utilização livre depósito CUST	53,01	848,16
GA03	3M-05-02A	120303	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 38	PAR	7	F3	Utilização livre depósito CUST	53,73	376,11
GA03	3M-05-02A	120304	BOTA SEGURANCA IMPERMEÁVEL PVC TAM 40	PAR	11	F3	Utilização livre depósito CUST	47	517
GA03	3M-05-02B	120254	BOTINA SEG ELET C/CAD N37	PAR	11	F3	Utilização livre depósito CUST	106,48	1171,28
GA03	3M-05-02C	803815	ARCO DE SERRA ISOLADO P/ 1000V  5.13/16	UN	48	F3	Utilização livre depósito CUST	733,31	35198,88
GA03	3M-06-01A	404153	TERROMETRO DIGITAL	UN	2	L2	Utilização livre depósito INVT	5364	10728
GA03	3M-06-01A	409746	RETIFICADOR PORTATIL 220VCA/1F/125VCC/12	UN	1	L2	Utilização livre depósito INVT	44986,83	44986,83
GA03	3M-06-01A	409747	RETIFICADOR PORTATIL 220VCA/1F/48VCC/100	UN	1	L2	Utilização livre depósito INVT	28219,55	28219,55
GA03	3M-06-01B	404897	SWITCH VOIP TELEFONIA OS6450-P10L	UN	4	L2	Utilização livre depósito INVT	8100	32400
GA03	3M-06-01B	409268	UNID REMOTA ESENSOR-BT C/TC IP67 UL94HB	UN	2	L2	Utilização livre depósito INVT	1970	3940
GA03	3M-06-01B	409302	SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT	UN	6	L2	Utilização livre depósito INVT	340	2040
GA03	3M-06-01B	409656	DISPOSITIVO DE SEGURANÇA FORTIWIFI 60F	UN	1	L2	Utilização livre depósito INVT	8103,19	8103,19
GA03	3M-06-01B	803537	ALICATE PRENSA TERM AP256 0,25MM À 6,0MM	UN	1	F3	Utilização livre depósito CUST	253,82	253,82
GA03	3M-06-01B	803812	ALICATE DE PRESSÃO 10 250MM	UN	1	F3	Utilização livre depósito CUST	53,02	53,02
GA03	3M-06-01B	803813	ALICATE DESENCAPADOR DE FIO	UN	1	F3	Utilização livre depósito CUST	118,45	118,45
GA03	3M-06-01B	803826	DETECTOR TENSÃO SEM CONT 90VCA A 1000VCA	UN	5	F3	Utilização livre depósito CUST	78,26	391,3
GA03	3M-06-01B	804159	ALICATE CORTA CABOS 7.1/2 POL; ACO FORJA	UN	7	F3	Utilização livre depósito CUST	219,98	1539,86
GA03	3M-06-01B	804425	MODULO RETIFICADOR 125VCC	UN	2	F3	Utilização livre depósito CUST	6971,26	13942,52
GA03	3M-06-01B	804426	CONTROLADOR IHM 125VCC	UN	2	F3	Utilização livre depósito CUST	4015,61	8031,22
GA03	3M-06-01C	400028	SWITCH OPTICO RUGGEDCOM 19P RSG2100	UN	3	L2	Utilização livre depósito INVT	12968,52	38905,56
GA03	3M-06-01C	403837	RELE DE PROTECAO SPCS SEL 451	UN	1	L2	Utilização livre depósito INVT	0,01	0,01
GA03	3M-06-01C	405125	MEDIDOR ELETRÔNICO 8600C ION POWER ETH	UN	3	L2	Utilização livre depósito INVT	13200	39600
GA03	3M-06-01C	405639	CONVERSOR ENERGIA 125 P/ 48VCC ALIM ENER	UN	2	L2	Utilização livre depósito INVT	17500,83	35001,66
GA03	3M-06-02A	804554	ALICATE AMPERIM 750/1000V 1000A ET-3200A	UN	5	F3	Utilização livre depósito CUST	315,38	1576,9
GA03	3M-06-02B	404282	CABO OPTICO CALIBRAVEL RS232 ABNT	KG	390	L2	Utilização livre depósito INVT	224,88	87703,2
GA03	3M-06-02C	403929	RELOGIO SINCRONIZACAO SATELITE GPS RT430	UN	11	L2	Utilização livre depósito INVT	18599,8	204597,8
GA03	3M-06-02C	409751	MAQUINA ENGENHARIA ECU-4784-E56SAE	UN	3	L2	Utilização livre depósito INVT	30687,93	92063,79
GA03	3M-07-01B	120361	DETECTOR DE TENSAO 100V A 15 KV	UN	24	F3	Utilização livre depósito CUST	469,38	11265,12
GA03	3M-07-01B	400276	UNIDADE PROTEÇÃO DIGITAL 1A/5A 60HZ T60	UN	1	L2	Utilização livre depósito INVT	42199,91	42199,91
GA03	3M-07-01B	402868	MODULO AQUIS DE DADOS RA-332 GE/REASON	UN	1	L2	Utilização livre depósito INVT	19402,96	19402,96
GA03	3M-07-01B	404154	DETECTOR DE TENSAO POR APROXIMACAO 15KV	UN	5	L2	Utilização livre depósito INVT	461,58	2307,9
GA03	3M-07-01B	404971	KIT ACIONAMENTO DISJUNTOR MOTORIZADO	UN	25	L2	Utilização livre depósito INVT	143,22	3580,5
GA03	3M-07-01B	801454	PASTA KETIL A POTE C/100G	UN	6	F3	Utilização livre depósito CUST	180	1080
GA03	3M-07-01B	803880	PASTA KETIL P POTE C/100G	UN	6	F3	Utilização livre depósito CUST	180	1080
GA03	3M-07-01C	402463	TRANSCEPTOR MOVEL DIGITAL DE 45W	UN	28	L2	Utilização livre depósito INVT	3687,69	103255,32
GA03	3M-07-01C	404835	RELE DIGITAL PROTECAO 50/51 E 50BF	UN	5	L2	Utilização livre depósito INVT	52376,65	261883,25
GA03	3M-07-02B	404155	PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL	UN	1	L2	Utilização livre depósito INVT	1806,27	1806,27
GA03	3M-07-02B	404202	MONITOR LED 17P	UN	1	L2	Utilização livre depósito INVT	2490	2490
GA03	3M-07-02B	404554	SWITCH ETHERNET	UN	4	L2	Utilização livre depósito INVT	31270,48	125081,92
GA03	3M-07-02B	804079	ALICATE AMPERIMETRO DIGITAL CAT III 600V	UN	7	F3	Utilização livre depósito CUST	987,02	6909,14
GA03	3M-07-02C	400941	MUFLA TERMINAL 8,7/15KV 25-95MM2	UN	14	L2	Utilização livre depósito INVT	261,3	3658,2
GA03	3M-07-02C	804562	EMENDA MUFLA ENFITADA 25-70MM 3,6/35KV	UN	14	F3	Utilização livre depósito CUST	387,26	5421,64
GA03	3M-08-01B	402618	TRAFO CRTE EXT CR3110 P/TERM DIG	UN	48	L2	Utilização livre depósito INVT	690,45	33141,6
GA03	3M-08-01B	406383	MONITOR DE TEMPERATURA MFC-300/T2 	UN	3	L2	Utilização livre depósito INVT	9560	28680
GA03	3M-08-01B	406384	TC EXT P/ TERM MFC-300/T/2	UN	8	L2	Utilização livre depósito INVT	465	3720
GA03	3M-08-01B	803250	CONVERSOR DE FIBRA MONOMODO SM	UN	15	F3	Utilização livre depósito CUST	389	5835
GA03	3M-08-01C	111808	CONVERSOR DE FIBRA MULTIMODO	UN	15	F3	Utilização livre depósito CUST	395	5925
GA03	3M-08-01C	801976	MODULO PROCESSAMENTO RA331	UN	1	F3	Utilização livre depósito CUST	75083,09	75083,09
GA03	3M-08-01C	804070	FONTE DE ALIMENT CHAV DC/DC 48VCC 12VCC	UN	20	F3	Utilização livre depósito CUST	1850	37000
GA03	3M-08-02A	409885	RELÉ DE PROTEÇAO DIFERENCIAL	UN	2	L2	Utilização livre depósito INVT	68675,29	137350,58
GA03	3M-08-02B	110411	ACESSORIO CGR-N-CONN WIMAX-IT	UN	8	L2	Utilização livre depósito INVT	448,85	3590,8
GA03	3M-08-02B	401293	ROTEADOR DIGITAL CGR1240 K9 IT	UN	4	L2	Utilização livre depósito INVT	10627,29	42509,16
GA03	3M-08-02B	402806	MODULO ANT-MP-I OUTT-SS-M	UN	4	L2	Utilização livre depósito INVT	256,47	1025,88
GA03	3M-08-02B	402825	MODULO ANT-MP-INT OUT-M	UN	4	L2	Utilização livre depósito INVT	128,24	512,96
GA03	3M-08-02B	402829	MODULO CGM 3G-HSPA-G	UN	4	L2	Utilização livre depósito INVT	1538,83	6155,32
GA03	3M-08-02B	402835	MODULO CGR-PMK1000	UN	4	L2	Utilização livre depósito INVT	352,68	1410,72
GA03	3M-08-02B	402837	MODULO CGR-PWRCORD-NA	UN	4	L2	Utilização livre depósito INVT	384,73	1538,92
GA03	3M-08-02C	402866	REGISTRADOR DIG PERT RPV-311 GE/REASON	UN	4	L2	Utilização livre depósito INVT	75083,09	300332,36
GA03	3M-08-02C	803190	MODULO PSM - FONTE RC10 - NOJA POWER	UN	2	F3	Utilização livre depósito CUST	4818,2	9636,4
GA03	3M-08-02C	805207	FONTE ALIM CHAVEADA AC/DC 127/220VCA	UN	49	F3	Utilização livre depósito CUST	300	14700
GA03	GA03 LATERAL 01	407206	CAIXA BLINDADA MOD C48T	UN	46	L2	Utilização livre depósito INVT	28213,69	1297829,74
GA03	GA03 LATERAL 01	408810	CHASSI DE MEDICAO B110-CH	UN	199	L2	Utilização livre depósito INVT	1977,3	393482,7
GA04	4G-01-01C	409810	DISJ 3P 17,5KV 1250A EXE172512E-BB125M	UN	2	L2	Utilização livre depósito INVT	123969,33	247938,66
GA04	4G-01-03B	409814	DISJ 3P 17,5KV 1250A 25KA HVF 3152D	UN	2	L2	Utilização livre depósito INVT	62244,81	124489,62
GA04	4G-01-03C	802480	CONJUNTO ATER REDE DIST 22KV CAR/ST-02	UN	32	F3	Utilização livre depósito CUST	852,87	27291,84
GA04	4G-01-04B	400114	ISOLADOR PEDESTAL 15KV PORC MR 2S	UN	24	L2	Utilização livre depósito INVT	38,62	926,88
GA04	4G-01-04B	402184	CONECTOR EMENDA AL 45G 1.1/2P IPS	UN	30	L2	Utilização livre depósito INVT	120,65	3619,5
GA04	4G-01-04B	800943	LUVA EMENDA COMPR CABO 477KCMIL HAWK	UN	30	F3	Utilização livre depósito CUST	390	11700
GA04	4G-01-04B	800956	LUVA EMENDA 795MCM	UN	20	F3	Utilização livre depósito CUST	863	17260
GA04	4G-01-04B	803511	CONECTOR HASTE ATERR 7 FIOS 5/16 2.438MM	UN	200	F3	Utilização livre depósito CUST	80	16000
GA04	4G-01-04C	409242	DISJUNTOR 3P VACUO INT 17,5KV 1600A	UN	2	L2	Utilização livre depósito INVT	87995,17	175990,34
GA04	4G-01-05B	800269	CONECTOR EMENDA RETA 477MCM	UN	100	F3	Utilização livre depósito CUST	48,12	4812
GA04	4G-01-05B	800836	CONECTOR T AL 954 MCM	UN	50	F3	Utilização livre depósito CUST	71,28	3564
GA04	4G-01-05B	801287	GRAMPO ANCOR PAS AL 477MCM 4264KGF	UN	50	F3	Utilização livre depósito CUST	115,7	5785
GA04	4G-01-05B	802364	CORDAO VEDACAO BORRACHA 14X24580MM	UN	48	F3	Utilização livre depósito CUST	2	96
GA04	4G-01-05C	403272	DISJ 3P 17,5KV 2500A 25KA DIVAC 1725G	UN	1	L2	Utilização livre depósito INVT	156861,18	156861,18
GA04	4G-01-05C	404892	DISJ 3P 17,5KV 1.250A 25KA SION 3AE 1284	UN	1	L2	Utilização livre depósito INVT	43125,87	43125,87
GA04	4G-01-06A	401304	PARA-RAIO POLIM EST ZNO 120KV 10KA	UN	6	L2	Utilização livre depósito INVT	12846,96	77081,76
GA04	4G-01-06B	400690	BOBINA ABERT DISJ P/CUB 15KV	UN	1	L2	Utilização livre depósito INVT	1289,49	1289,49
GA04	4G-01-06B	401163	PARA-RAIO PORCELANA EST ZNO 36KV 10KA	UN	3	L2	Utilização livre depósito INVT	481,41	1444,23
GA04	4G-01-06B	401221	LUVA EMENDA COMPR CABO 477KCMIL HAWK	UN	10	L2	Utilização livre depósito INVT	510	5100
GA04	4G-01-06B	401586	PARA-RAIO ZNO 15KV P/CUBICULO	UN	2	L2	Utilização livre depósito INVT	4436	8872
GA04	4G-01-06B	401768	MUFLA TERM 8,7/15kV-12/20kV 240-500MM2	UN	13	L2	Utilização livre depósito INVT	92,52	1202,76
GA04	4G-01-06B	402325	ISOLADOR SUP BAR P/CUBICULO 15KV	UN	3	L2	Utilização livre depósito INVT	170,23	510,69
GA04	4G-01-06B	402421	BOBINA FECHAM DISJ P/CUB 15KV	UN	1	L2	Utilização livre depósito INVT	1289,49	1289,49
GA04	4G-01-06B	403587	SOBRESSALENTE DE TRAFO CORRENTE 15KV	UN	4	L2	Utilização livre depósito INVT	5404,4	21617,6
GA04	4G-01-06B	403622	MOTOR CARREGAM MOLA DISJ CUBICULO 15KV	UN	1	L2	Utilização livre depósito INVT	1991,97	1991,97
GA04	4G-01-06B	406821	FUSÍVEL - F15-0,5MS	UN	1	L2	Utilização livre depósito INVT	512,36	512,36
GA04	4G-01-06B	406823	BASE FUSÍVEL - B15MS	UN	1	L2	Utilização livre depósito INVT	592,98	592,98
GA04	4G-01-06B	804670	FUSIVEL HH 1A 358C 52L MM	UN	6	F3	Utilização livre depósito CUST	377,41	2264,46
GA04	4G-01-06B	804671	FUSIVEL HH 10A 358C 52L MM	UN	6	F3	Utilização livre depósito CUST	377,31	2263,86
GA04	4G-01-06C	110528	REGUA ELETRICA C/ 20TOMADAS 220V	UN	12	F3	Utilização livre depósito CUST	440,4	5284,8
GA04	4G-01-06C	110620	BANDEJA PARA VENTILADOR DE TETO	UN	3	F3	Utilização livre depósito CUST	665,52	1996,56
GA04	4G-01-06C	801495	ISOLADOR PEDESTAL 50KV 254X254MM	UN	1	F3	Utilização livre depósito CUST	29,09	29,09
GA04	4G-01-06C	801763	CAMARA INTERRUPCAO S.ENERGIE 4111110304	UN	14	F3	Utilização livre depósito CUST	694,11	9717,54
GA04	4G-01-06C	802273	COMUTADOR IRTA 6215262	UN	2	F3	Utilização livre depósito CUST	0,01	0,02
GA04	4G-01-07A	804492	EMENDA TOTAL PREFORMADA CABO 4.0 PENGUIN	UN	20	F3	Utilização livre depósito CUST	66,76	1335,2
GA04	4G-01-07B	400269	TRAFO CRTE 10/5A 15KV	UN	19	L2	Utilização livre depósito INVT	539,49	10250,31
GA04	4G-01-07B	401199	TRAFO POT 15KV 0,3P75/0,6P75	UN	3	L2	Utilização livre depósito INVT	3022,52	9067,56
GA04	4G-01-07B	401970	TRAFO CRTE 15KV 240:1 1600X1200-5A 0,3C4	UN	1	L2	Utilização livre depósito INVT	0,31	0,31
GA04	4G-01-07B	403429	ISOLADOR SUP CONT FIXO DISJ INT EFACEC	UN	14	L2	Utilização livre depósito INVT	2073,92	29034,88
GA04	4G-01-07B	403783	TRAFO DE POTENCIAL 15KV P/CUBICULO	UN	1	L2	Utilização livre depósito INVT	4371,4	4371,4
GA04	4G-01-07C	800127	RESISTENCIA ASEA 5492-13EIT103	UN	6	F3	Utilização livre depósito CUST	0,04	0,24
GA04	4G-01-07C	801422	VOLANTE SPRECHER 4811746301	UN	2	F3	Utilização livre depósito CUST	109,09	218,18
GA04	4G-01-07C	801618	BUCHA NEUTRO TRAFO SIEMENS	UN	4	F3	Utilização livre depósito CUST	75	300
GA04	4G-01-07C	801758	BUCHA ISOLADORA 15KV	UN	2	F3	Utilização livre depósito CUST	100	200
GA04	4G-01-07C	801824	EIXO SPRECHER 48117206-01	UN	2	F3	Utilização livre depósito CUST	50,91	101,82
GA04	4G-01-07C	801848	DUPLICADOR ACO FORJ ZINC F1590 135KNF	UN	6	F3	Utilização livre depósito CUST	0,33	1,98
GA04	4G-01-07C	802379	BUCHA CERM SANTANA D15	UN	2	F3	Utilização livre depósito CUST	1	2
GA04	4G-01-07C	802593	PINO SPRECHER 4161067303	UN	11	F3	Utilização livre depósito CUST	4,25	46,75
GA04	4G-01-07C	802722	TUBO SPRECHER 41613105101	UN	6	F3	Utilização livre depósito CUST	0,04	0,24
GA04	4G-01-08A	804128	EMENDA PREF COND 266MCM PARTRIDGE	UN	16	F3	Utilização livre depósito CUST	59,63	954,08
GA04	4G-01-08C	403115	DISJ 3P 17,5KV 1250A 25KA VD4/W 17.12.25	UN	1	L2	Utilização livre depósito INVT	31590,16	31590,16
GA04	4G-01-08C	800332	FUSIVEL LIMIT 15~17,5KV 2A 3,4,5KA	UN	15	F3	Utilização livre depósito CUST	3	45
GA04	4G-01-08C	801578	BUCHA PORCELANA 24KV 2000A	UN	1	F3	Utilização livre depósito CUST	0,52	0,52
GA04	4G-01-08C	802048	TERMOMETRO EXP GAS 0-150°C 130MM	UN	3	F3	Utilização livre depósito CUST	100	300
GA04	4G-01-08C	802417	BUCHA GE 0278B966G1	UN	3	F3	Utilização livre depósito CUST	0,67	2,01
GA04	4G-01-08C	802534	CONJUNTO S.SCHUH 48125101-01	UN	1	F3	Utilização livre depósito CUST	163,64	163,64
GA04	4G-01-08C	802985	CARCACA S.SCHUH 48117746-01	UN	3	F3	Utilização livre depósito CUST	45,46	136,38
GA04	4G-01-09A	401877	BUCHA PORCELANA MICAFIL 36KV 170/630A	UN	1	L2	Utilização livre depósito INVT	200	200
GA04	4G-01-09A	800144	BUCHA PORCELANA MICAFIL 36KV 170/630A	UN	1	F3	Utilização livre depósito CUST	200	200
GA04	4G-01-09B	803514	PARAFUSO Æ 3/4X16 PORCA CONTRAPORCA	UN	20	F3	Utilização livre depósito CUST	68,71	1374,2
GA04	4G-01-09B	803515	PARAFUSO Æ 3/4X18 PORCA CONTRAPORCA	UN	30	F3	Utilização livre depósito CUST	74,95	2248,5
GA04	4G-01-09B	803523	PARAFUSO Æ 3/4WX550MM 2 1/4X 1/4	UN	10	F3	Utilização livre depósito CUST	99,92	999,2
GA04	4G-01-09B	803524	PARAFUSO Æ 3/4WX600MM 2 1/4 X 1/4	UN	5	F3	Utilização livre depósito CUST	99,92	499,6
GA04	4G-01-09B	803525	PARAFUSO Æ 3/4WX650MM 2 1/4 X 1/4	UN	4	F3	Utilização livre depósito CUST	114,5	458
GA04	4G-01-09B	803526	PARAFUSO Æ 3/4WX700MM 2 1/4 X 1/4	UN	5	F3	Utilização livre depósito CUST	114,5	572,5
GA04	4G-01-09B	803528	PARAFUSO Æ 3/4W X 750MM 2 1/4X 1/4	UN	10	F3	Utilização livre depósito CUST	120,75	1207,5
GA04	4G-01-09B	803529	PARAFUSO Æ 3/4WX750MM 44MM X 4MM	UN	10	F3	Utilização livre depósito CUST	124,91	1249,1
GA04	4G-01-09B	803530	PARAFUSO Æ 3/4WX800MM  44MM X 4MM	UN	20	F3	Utilização livre depósito CUST	129,88	2597,6
GA04	4G-01-09B	803531	PARAFUSO Æ 3/4WX850MM 44MM X 4MM	UN	5	F3	Utilização livre depósito CUST	139,48	697,4
GA04	4G-01-09B	803532	PARAFUSO Æ 3/4WX900MM 44MMX4MM	UN	5	F3	Utilização livre depósito CUST	139,48	697,4
GA04	4G-01-09C	801372	CANTONEIRA ANG AC 90G ABA IG 90X90MM 2F	UN	21	F3	Utilização livre depósito CUST	0,1	2,1
GA04	4G-01-09C	801608	PARAFUSO SXT 1/2X1.1/2P GAL FOG ROS PARC	UN	420	F3	Utilização livre depósito CUST	4,72	1982,4
GA04	4G-01-09C	803512	ARRUELA QUAD 55X5MM FURO 21MM.	UN	450	F3	Utilização livre depósito CUST	4,83	2173,5
GA04	4G-01-09C	803517	PARAFUSO Æ 3/4X9 PORCA CONTRAPORCA	UN	40	F3	Utilização livre depósito CUST	33,87	1354,8
GA04	4G-01-09C	803519	PARAFUSO Æ 3/4WX300MM 2 1/4X1/4	UN	75	F3	Utilização livre depósito CUST	68,69	5151,75
GA04	4G-01-09C	803521	PARAFUSO Æ 3/4WX450MM 2 1/4 X 1/4	UN	35	F3	Utilização livre depósito CUST	84,68	2963,8
GA04	4G-01-09C	803534	PARAFUSO OLHAL Æ 19X250MM PORCAS ARRUELA	UN	20	F3	Utilização livre depósito CUST	62,46	1249,2
GA04	4G-01-09C	803559	GRAMPO SUSP MONOART 5 A 11 CORDOALHA5/16	UN	40	F3	Utilização livre depósito CUST	290,74	11629,6
GA04	4G-01-09D	800122	PRENSA CABO 1.1/2P AL C/BUCHA NEOP NPT	UN	30	F3	Utilização livre depósito CUST	26,61	798,3
GA04	4G-01-09D	803513	PARAFUSO Æ 3/4X13 PORCA CONTRAPORCA	UN	200	F3	Utilização livre depósito CUST	54,15	10830
GA04	4G-01-09D	803518	PARAFUSO Æ 3/4WX250MM  2 1/4 X 1/4	UN	75	F3	Utilização livre depósito CUST	58,35	4376,25
GA04	4G-01-09D	803520	PARAFUSO Æ 3/4WX400MM 2 1/4 X 1/4	UN	20	F3	Utilização livre depósito CUST	77,93	1558,6
