material,descricao,classe,periodo_necessidade,data_pedido,lead_time_dias,data_chegada,periodo_entrega,quantidade
403954,CABO AL CONCENTRICO 3F 3X50+50MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,5231
403954,CABO AL CONCENTRICO 3F 3X50+50MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3000
404005,CONJ MEDICAO P/ BALANCO TRAFO 500A C/ RF,C,2026-10,01/10/2026,30,01/11/2026,2026-11,396
404009,CABO AL CONCENTRICO 1F 1x16+16MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,444
404054,CINTA POSTE CIRC ACO 380MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,268
404054,CINTA POSTE CIRC ACO 380MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,195
404071,CONECTOR PERF 50-185MM2 15KV COM ESTRIBO,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1472
404071,CONECTOR PERF 50-185MM2 15KV COM ESTRIBO,C,2026-06,01/06/2026,30,01/07/2026,2026-07,1098
404071,CONECTOR PERF 50-185MM2 15KV COM ESTRIBO,C,2026-09,01/09/2026,30,01/10/2026,2026-10,409
404071,CONECTOR PERF 50-185MM2 15KV COM ESTRIBO,C,2026-10,01/10/2026,30,01/11/2026,2026-11,15
404084,ESPACADOR LOSANG CLASSE 15KV C/ GARRAS,C,2026-03,25/03/2026,30,24/04/2026,2026-04,7557
404084,ESPACADOR LOSANG CLASSE 15KV C/ GARRAS,C,2026-07,01/07/2026,30,01/08/2026,2026-08,7050
404113,,C,2026-03,25/03/2026,30,24/04/2026,2026-04,807
404113,,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2636
404113,,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1552
404115,MED IN 3E 4F 120 240V 120A TB QE GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,366
404149,RETIFIC CHAVEAD 380VCA/3F/125VCC/160A,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3
404154,DETECTOR DE TENSAO POR APROXIMACAO 15KV,C,2026-03,25/03/2026,30,24/04/2026,2026-04,7
404154,DETECTOR DE TENSAO POR APROXIMACAO 15KV,C,2026-08,01/08/2026,30,01/09/2026,2026-09,6
404155,PARAFUSADEIRA FURADEIRA 18V PROFISSIONAL,C,2026-04,01/04/2026,30,01/05/2026,2026-05,5
404159,CONJ MEDICAO 15KV; 70:1; 5-5A; USO EXT,A,2026-03,25/03/2026,30,24/04/2026,2026-04,32
404159,CONJ MEDICAO 15KV; 70:1; 5-5A; USO EXT,A,2026-04,01/04/2026,30,01/05/2026,2026-05,26
404159,CONJ MEDICAO 15KV; 70:1; 5-5A; USO EXT,A,2026-05,01/05/2026,30,01/06/2026,2026-06,52
404160,CONJ MEDICAO 15KV; 70:1; 10-5A; USO EXT,A,2026-03,25/03/2026,30,24/04/2026,2026-04,40
404160,CONJ MEDICAO 15KV; 70:1; 10-5A; USO EXT,A,2026-04,01/04/2026,30,01/05/2026,2026-05,22
404160,CONJ MEDICAO 15KV; 70:1; 10-5A; USO EXT,A,2026-05,01/05/2026,30,01/06/2026,2026-06,29
404161,CONJ MEDICAO 15KV; 70:1; 15-5A; USO EXT,A,2026-03,25/03/2026,30,24/04/2026,2026-04,20
404161,CONJ MEDICAO 15KV; 70:1; 15-5A; USO EXT,A,2026-04,01/04/2026,30,01/05/2026,2026-05,14
404161,CONJ MEDICAO 15KV; 70:1; 15-5A; USO EXT,A,2026-05,01/05/2026,30,01/06/2026,2026-06,14
404161,CONJ MEDICAO 15KV; 70:1; 15-5A; USO EXT,A,2026-06,01/06/2026,30,01/07/2026,2026-07,10
404162,CONJ MEDICAO 15KV; 70:1; 20-5A; USO EXT,B,2026-03,25/03/2026,30,24/04/2026,2026-04,3
404162,CONJ MEDICAO 15KV; 70:1; 20-5A; USO EXT,B,2026-04,01/04/2026,30,01/05/2026,2026-05,7
404162,CONJ MEDICAO 15KV; 70:1; 20-5A; USO EXT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,4
404162,CONJ MEDICAO 15KV; 70:1; 20-5A; USO EXT,B,2026-06,01/06/2026,30,01/07/2026,2026-07,2
404164,CONJ MEDICAO 15KV; 70:1; 30-5A; USO EXT,B,2026-03,25/03/2026,30,24/04/2026,2026-04,5
404164,CONJ MEDICAO 15KV; 70:1; 30-5A; USO EXT,B,2026-04,01/04/2026,30,01/05/2026,2026-05,5
404164,CONJ MEDICAO 15KV; 70:1; 30-5A; USO EXT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,4
404166,CONJ MEDICAO 15KV; 70:1; 50-5A; USO EXT,B,2026-04,01/04/2026,30,01/05/2026,2026-05,5
404166,CONJ MEDICAO 15KV; 70:1; 50-5A; USO EXT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,6
404166,CONJ MEDICAO 15KV; 70:1; 50-5A; USO EXT,B,2026-06,01/06/2026,30,01/07/2026,2026-07,3
404167,CONJ MEDICAO 15KV; 70:1; 75-5A; USO EXT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,4
404167,CONJ MEDICAO 15KV; 70:1; 75-5A; USO EXT,B,2026-06,01/06/2026,30,01/07/2026,2026-07,1
404168,CONJ MEDICAO 15KV; 70:1; 60-5A; USO EXT,C,2026-10,01/10/2026,30,01/11/2026,2026-11,2
404169,CONJ MEDICAO 15KV; 70:1; 150-5A; USO EXT,C,2026-05,01/05/2026,30,01/06/2026,2026-06,5
404169,CONJ MEDICAO 15KV; 70:1; 150-5A; USO EXT,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2
404170,CONJ MEDICAO 15KV; 70:1; 200-5A; USO EXT,C,2026-06,01/06/2026,30,01/07/2026,2026-07,5
404170,CONJ MEDICAO 15KV; 70:1; 200-5A; USO EXT,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1
404171,CONJ MEDICAO 15KV; 70:1; 300-5A; USO EXT,C,2026-06,01/06/2026,30,01/07/2026,2026-07,2
404172,CONJ MEDICAO 15KV; 70:1; 100-5A; USO EXT,B,2026-03,25/03/2026,30,24/04/2026,2026-04,5
404172,CONJ MEDICAO 15KV; 70:1; 100-5A; USO EXT,B,2026-04,01/04/2026,30,01/05/2026,2026-05,3
404172,CONJ MEDICAO 15KV; 70:1; 100-5A; USO EXT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,5
404183,"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8",C,2026-03,25/03/2026,30,24/04/2026,2026-04,365
404183,"PARAFUSO AUTO BROCANTE 14 X 1"" CHAV. 3/8",C,2026-07,01/07/2026,30,01/08/2026,2026-08,477
404195,MODULO DE COMUNIC REMOTA 3G/4G TNC,C,2026-06,01/06/2026,30,01/07/2026,2026-07,800
404195,MODULO DE COMUNIC REMOTA 3G/4G TNC,C,2026-10,01/10/2026,30,01/11/2026,2026-11,400
404196,MODULO COMUNIC. INT. 4G P/ MEDIDOR,C,2026-03,25/03/2026,30,24/04/2026,2026-04,280
404196,MODULO COMUNIC. INT. 4G P/ MEDIDOR,C,2026-07,01/07/2026,30,01/08/2026,2026-08,240
404199,COMUTADORES KVM 4 PORTAS USB TECL ACESSO,C,2026-05,01/05/2026,30,01/06/2026,2026-06,28
404203,TERMINAL SERVER 16 PORTAS TS1000 32MB,C,2026-04,01/04/2026,30,01/05/2026,2026-05,8
404208,CONJ MEDICAO P/ BALANCO TRAFO 800A C/ RC,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1604
404213,"FIBRA OPTICA POF 2,2MM 100M",C,2026-05,01/05/2026,30,01/06/2026,2026-06,224
404213,"FIBRA OPTICA POF 2,2MM 100M",C,2026-08,01/08/2026,30,01/09/2026,2026-09,48
404215,KIT COM ROLDANAS PARAFUSO E SUPORTE,C,2026-04,01/04/2026,30,01/05/2026,2026-05,313
404215,KIT COM ROLDANAS PARAFUSO E SUPORTE,C,2026-08,01/08/2026,30,01/09/2026,2026-09,56
404223,TERMINAL PINO A COMP BORNE BIMETAL 50MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,375
404223,TERMINAL PINO A COMP BORNE BIMETAL 50MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,7570
404223,TERMINAL PINO A COMP BORNE BIMETAL 50MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,7080
404231,MODULO AQUISICAO DADOS 8 ENTR DIGITAIS,C,2026-04,01/04/2026,30,01/05/2026,2026-05,4
404234,MODULO DE COMUNICACAO REMOTA,A,2026-03,25/03/2026,30,24/04/2026,2026-04,1480
404234,MODULO DE COMUNICACAO REMOTA,A,2026-04,01/04/2026,30,01/05/2026,2026-05,632
404234,MODULO DE COMUNICACAO REMOTA,A,2026-05,01/05/2026,30,01/06/2026,2026-06,303
404234,MODULO DE COMUNICACAO REMOTA,A,2026-06,01/06/2026,30,01/07/2026,2026-07,365
404234,MODULO DE COMUNICACAO REMOTA,A,2026-10,01/10/2026,30,01/11/2026,2026-11,201
404251,FONTE DE ALIMENTACAO PS,C,2026-04,01/04/2026,30,01/05/2026,2026-05,4
404264,MODULOS MEDICAO 3 BUCHAS CAPACITIVAS,C,2026-04,01/04/2026,30,01/05/2026,2026-05,4
404265,MODULO INTERFACE MONITORACAO 9 BUCHAS,C,2026-04,01/04/2026,30,01/05/2026,2026-05,4
404282,CABO OPTICO CALIBRAVEL RS232 ABNT,C,2026-06,01/06/2026,30,01/07/2026,2026-07,1226
404282,CABO OPTICO CALIBRAVEL RS232 ABNT,C,2026-10,01/10/2026,30,01/11/2026,2026-11,588
404284,CONVERSOR 4 PORT. 10/100M+2 FIBRA,C,2026-04,01/04/2026,30,01/05/2026,2026-05,4
404467,"CAPACITOR 1F 200KVAR 7,96KV AUTOM",C,2026-03,25/03/2026,30,24/04/2026,2026-04,92
404467,"CAPACITOR 1F 200KVAR 7,96KV AUTOM",C,2026-06,01/06/2026,30,01/07/2026,2026-07,88
404468,"CAPACITOR MONOPOLAR 700KVAR 8,66KV",C,2026-06,01/06/2026,30,01/07/2026,2026-07,10
404508,FERRO SOLDA  220 V PONTA TRATADA 60W,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
404517,MULTIMETRO LCD 3 5/6 IP65 CAT IV 600V,C,2026-03,25/03/2026,30,24/04/2026,2026-04,12
404517,MULTIMETRO LCD 3 5/6 IP65 CAT IV 600V,C,2026-08,01/08/2026,30,01/09/2026,2026-09,6
404535,"REGULADOR TENSAO 1F 250 KVA 7,96KV 328A",C,2026-03,25/03/2026,30,24/04/2026,2026-04,15
404535,"REGULADOR TENSAO 1F 250 KVA 7,96KV 328A",C,2026-07,01/07/2026,30,01/08/2026,2026-08,3
404554,SWITCH ETHERNET,C,2026-03,25/03/2026,30,24/04/2026,2026-04,8
404613,"TRAFO CRTE 15KV; 40-5A; 0,3C12,5 BARRA",C,2026-03,25/03/2026,30,24/04/2026,2026-04,22
404613,"TRAFO CRTE 15KV; 40-5A; 0,3C12,5 BARRA",C,2026-07,01/07/2026,30,01/08/2026,2026-08,39
404617,MEDIDOR INTEL  3EL 4F 120V/220V 30/200A,C,2026-10,01/10/2026,30,01/11/2026,2026-11,496
404622,CONECTOR PARAFUSO FENDIDO KS-26,C,2026-03,25/03/2026,30,24/04/2026,2026-04,1682
404622,CONECTOR PARAFUSO FENDIDO KS-26,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2850
404719,FIXADOR PERFIL U AC 150DAN 300DAN,C,2026-03,25/03/2026,30,24/04/2026,2026-04,529
404719,FIXADOR PERFIL U AC 150DAN 300DAN,C,2026-06,01/06/2026,30,01/07/2026,2026-07,605
404719,FIXADOR PERFIL U AC 150DAN 300DAN,C,2026-09,01/09/2026,30,01/10/2026,2026-10,203
404719,FIXADOR PERFIL U AC 150DAN 300DAN,C,2026-10,01/10/2026,30,01/11/2026,2026-11,4
404732,CONECTOR PERFUR 50-185MM MED TENSAO 15KV,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3470
404732,CONECTOR PERFUR 50-185MM MED TENSAO 15KV,C,2026-06,01/06/2026,30,01/07/2026,2026-07,3232
404732,CONECTOR PERFUR 50-185MM MED TENSAO 15KV,C,2026-09,01/09/2026,30,01/10/2026,2026-10,1289
404732,CONECTOR PERFUR 50-185MM MED TENSAO 15KV,C,2026-10,01/10/2026,30,01/11/2026,2026-11,136
404738,TERMINAL CHAVE SEC 1F 35-185MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,933
404738,TERMINAL CHAVE SEC 1F 35-185MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,663
404745,CHAVE FIM DE  CURSO METALTEX FM 1307,C,2026-09,01/09/2026,30,01/10/2026,2026-10,47
404892,"DISJ 3P 17,5KV 1.250A 25KA SION 3AE 1284",C,2026-04,01/04/2026,30,01/05/2026,2026-05,3
404894,ANTENA COLINEAR 8EL 160/174MHZ ARS 13DBI,C,2026-05,01/05/2026,30,01/06/2026,2026-06,2
404972,BRACO TIPO J,C,2026-03,25/03/2026,30,24/04/2026,2026-04,127
404972,BRACO TIPO J,C,2026-07,01/07/2026,30,01/08/2026,2026-08,99
404987,SWITCH UNIFI 24P+802.3AT/BT 2P SFP+10,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
405382,MED IN 3E 4F 120 240V 10A TB GD DF C,C,2026-10,01/10/2026,30,01/11/2026,2026-11,1431
405456,DRONE,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3
405473,"CABO ELET CU 185MM2 90°XLPE 0,6/1KV",C,2026-06,01/06/2026,30,01/07/2026,2026-07,434
405492,TERMINAL TUBULAR CU ESTANHADO 50MM3,C,2026-10,01/10/2026,30,01/11/2026,2026-11,590
405537,CONECTOR PERF PRINC 16-120 DER 4-36 2AMP,C,2026-03,25/03/2026,30,24/04/2026,2026-04,69
405537,CONECTOR PERF PRINC 16-120 DER 4-36 2AMP,C,2026-07,01/07/2026,30,01/08/2026,2026-08,87
405770,CAMERA TERMOGRAFICA TERMOVISOR -40-2000º,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2
406016,"PARAFUSO AUTOBROCANTE 4,2X13MM",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1280
406016,"PARAFUSO AUTOBROCANTE 4,2X13MM",C,2026-06,01/06/2026,30,01/07/2026,2026-07,1212
406016,"PARAFUSO AUTOBROCANTE 4,2X13MM",C,2026-10,01/10/2026,30,01/11/2026,2026-11,872
406361,HIPOT TENSÃO ATÉ 60kV; CRTE TESTE 100mA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2
406364,LAVADORA À PRESSÃO,C,2026-05,01/05/2026,30,01/06/2026,2026-06,2
406389,ANALISADOR DE BATERIA AVANCADO C/MOCHILA,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2
406859,ALCA PREFORM 70MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,251
407032,BUCHA NYLON S8,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2500
407032,BUCHA NYLON S8,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3250
407094,SEALTUBO 1.1/2 FLEX ESP. AÇO CAPA PVC,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2684
407095,,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3826
407095,,C,2026-06,01/06/2026,30,01/07/2026,2026-07,148
407126,TERMINAL COMP OLHAL BIMETÁLICO 35MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,146
407128,TERMINAL COMP OLHAL BIMETÁLICO 95MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,523
407128,TERMINAL COMP OLHAL BIMETÁLICO 95MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,82
407129,CONECTOR PARAF FENDIDO BIMETAL PFB-25,C,2026-10,01/10/2026,30,01/11/2026,2026-11,13165
407130,"RELIGADOR 1F AUTOMATICO 15KV 200A 6,3kA",C,2026-08,01/08/2026,30,01/09/2026,2026-09,6
407270,DISCO DE CORTE P/ESMERI 4.1/2X3/64X7/8,C,2026-03,25/03/2026,30,24/04/2026,2026-04,64
407355,"CRUZETA POL FBV/RES 2400X112,5X90MM DAT",C,2026-05,01/05/2026,30,01/06/2026,2026-06,535
407355,"CRUZETA POL FBV/RES 2400X112,5X90MM DAT",C,2026-08,01/08/2026,30,01/09/2026,2026-09,409
407355,"CRUZETA POL FBV/RES 2400X112,5X90MM DAT",C,2026-10,01/10/2026,30,01/11/2026,2026-11,7
407399,"PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS",C,2026-03,25/03/2026,30,24/04/2026,2026-04,1280
407399,"PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS",C,2026-06,01/06/2026,30,01/07/2026,2026-07,1212
407399,"PARAFUSO AUTOBROCANTE 4,2X19 PHILLIPS",C,2026-10,01/10/2026,30,01/11/2026,2026-11,872
407438,DISCO DE CORTE ESMERILHADEIRA 7X1/16X7/8,C,2026-03,25/03/2026,30,24/04/2026,2026-04,64
407439,MED IN 1E 2F 120 240V 100A TB GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,366
407440,MED IN 2E 3F 120 240V 120A TB GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,11592
407441,MED IN 3E 4F 120 240V 120A TB GD B,C,2026-10,01/10/2026,30,01/11/2026,2026-11,11784
407443,MOSTRADOR REMOTO MEDIDORES 1003 AC/BAT,C,2026-03,25/03/2026,30,24/04/2026,2026-04,137
407443,MOSTRADOR REMOTO MEDIDORES 1003 AC/BAT,C,2026-07,01/07/2026,30,01/08/2026,2026-08,331
407737,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ",C,2026-03,25/03/2026,30,24/04/2026,2026-04,572
407737,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ",C,2026-06,01/06/2026,30,01/07/2026,2026-07,568
407737,"CABO ELET FLEXIVEL PVC 750V 2,5MM2 CZ",C,2026-10,01/10/2026,30,01/11/2026,2026-11,475
407815,"SIRENE COM AUDIO E VOZ 12V 1,5A 115dB",C,2026-03,25/03/2026,30,24/04/2026,2026-04,104
407815,"SIRENE COM AUDIO E VOZ 12V 1,5A 115dB",C,2026-09,01/09/2026,30,01/10/2026,2026-10,52
407816,FECHADURA ELETRONICA ULTRA CARD,C,2026-03,25/03/2026,30,24/04/2026,2026-04,104
407816,FECHADURA ELETRONICA ULTRA CARD,C,2026-09,01/09/2026,30,01/10/2026,2026-10,52
407970,PARAFUSO PHIL BICROM CAB CHATA AGUL 45MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2000
407970,PARAFUSO PHIL BICROM CAB CHATA AGUL 45MM,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2600
408159,POSTE CONC ARM DUPL T 12M 300KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,4
408159,POSTE CONC ARM DUPL T 12M 300KGF,C,2026-04,01/04/2026,30,01/05/2026,2026-05,1
408159,POSTE CONC ARM DUPL T 12M 300KGF,C,2026-09,01/09/2026,30,01/10/2026,2026-10,2
408161,POSTE CONCRETO ARM TRON CON 12M 600KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3
408165,POSTE CONCRETO ARM TRON CON 12M 300KGF,C,2026-03,25/03/2026,30,24/04/2026,2026-04,3
408291,CABO AL CONCENTRICO 2F 2X25+25MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,111
408291,CABO AL CONCENTRICO 2F 2X25+25MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,3830
408291,CABO AL CONCENTRICO 2F 2X25+25MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,3715
408742,BATERIA DRONE DJI MAVIC 3,C,2026-06,01/06/2026,30,01/07/2026,2026-07,6
408896,MED IN 3E 4F 120 240V 200A TB QE GD DR C,C,2026-07,01/07/2026,30,01/08/2026,2026-08,373
408896,MED IN 3E 4F 120 240V 200A TB QE GD DR C,C,2026-10,01/10/2026,30,01/11/2026,2026-11,250
408949,ANALISADOR DE MEDIÇAO ADR 4000,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
408951,MOSTRADOR REMOTO RF MED STAR MEASURE,C,2026-07,01/07/2026,30,01/08/2026,2026-08,372
408951,MOSTRADOR REMOTO RF MED STAR MEASURE,C,2026-10,01/10/2026,30,01/11/2026,2026-11,250
408994,"ISOLADOR PINO, POLIMERICO COM TRAVAS",C,2026-04,01/04/2026,30,01/05/2026,2026-05,4132
408994,"ISOLADOR PINO, POLIMERICO COM TRAVAS",C,2026-07,01/07/2026,30,01/08/2026,2026-08,3877
408994,"ISOLADOR PINO, POLIMERICO COM TRAVAS",C,2026-10,01/10/2026,30,01/11/2026,2026-11,18
408995,GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2245
408995,GRAMPO ANCOR UNIVERSAL 35MM2 A 185MM2,C,2026-07,01/07/2026,30,01/08/2026,2026-08,2678
409150,DISJUNTOR 3P 15KV 110KV 2500A 25KA,C,2026-07,01/07/2026,30,01/08/2026,2026-08,5
409232,CAMPANULAS DISJUNTOR SION,C,2026-04,01/04/2026,30,01/05/2026,2026-05,60
409232,CAMPANULAS DISJUNTOR SION,C,2026-09,01/09/2026,30,01/10/2026,2026-10,12
409233,BUCHA DE PASSAGEM GVL-2215E,C,2026-04,01/04/2026,30,01/05/2026,2026-05,30
409233,BUCHA DE PASSAGEM GVL-2215E,C,2026-09,01/09/2026,30,01/10/2026,2026-10,15
409249,MEGOHMETRO - MEGGER,C,2026-06,01/06/2026,30,01/07/2026,2026-07,3
409257,TERMINAL A COMP OLHAL BIMETALICO 120MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,28
409258,TERMINAL A COMP OLHAL BIMETALICO 150MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,63
409258,TERMINAL A COMP OLHAL BIMETALICO 150MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,44
409259,TERMINAL A COMP OLHAL BIMETALICO 185MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,40
409259,TERMINAL A COMP OLHAL BIMETALICO 185MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,40
409260,TERMINAL A COMP PARA BORNE PINO 95MM,C,2026-03,25/03/2026,30,24/04/2026,2026-04,686
409260,TERMINAL A COMP PARA BORNE PINO 95MM,C,2026-06,01/06/2026,30,01/07/2026,2026-07,557
409260,TERMINAL A COMP PARA BORNE PINO 95MM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,1111
409260,TERMINAL A COMP PARA BORNE PINO 95MM,C,2026-10,01/10/2026,30,01/11/2026,2026-11,816
409268,UNID REMOTA ESENSOR-BT C/TC IP67 UL94HB,C,2026-05,01/05/2026,30,01/06/2026,2026-06,298
409268,UNID REMOTA ESENSOR-BT C/TC IP67 UL94HB,C,2026-08,01/08/2026,30,01/09/2026,2026-09,175
409301,UNID REMOTA ESENSOR-RL IP67 UL94HB,C,2026-05,01/05/2026,30,01/06/2026,2026-06,133
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-03,25/03/2026,30,24/04/2026,2026-04,294
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-04,01/04/2026,30,01/05/2026,2026-05,300
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-05,01/05/2026,30,01/06/2026,2026-06,750
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-06,01/06/2026,30,01/07/2026,2026-07,450
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-07,01/07/2026,30,01/08/2026,2026-08,600
409302,SENSOR DE CRTE TIPO ABRT 400A-5 P/ URBT,B,2026-08,01/08/2026,30,01/09/2026,2026-09,450
409373,TERMINAL PINO A COMP BORNE BIMETAL 70MM2,C,2026-03,25/03/2026,30,24/04/2026,2026-04,606
409373,TERMINAL PINO A COMP BORNE BIMETAL 70MM2,C,2026-06,01/06/2026,30,01/07/2026,2026-07,592
409373,TERMINAL PINO A COMP BORNE BIMETAL 70MM2,C,2026-09,01/09/2026,30,01/10/2026,2026-10,1093
409373,TERMINAL PINO A COMP BORNE BIMETAL 70MM2,C,2026-10,01/10/2026,30,01/11/2026,2026-11,791
409374,"TRAFO CRTE 72,5KV; 50/100/200-5-5-; 0,3C",C,2026-04,01/04/2026,30,01/05/2026,2026-05,2
409376,CAIXA PARA MEDIDOR POLIFASICA VIS. VIDRO,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1383
409524,KIT STARLINK,C,2026-09,01/09/2026,30,01/10/2026,2026-10,6
409628,TELEFONE GRANDSTREAM IP BASICO,C,2026-08,01/08/2026,30,01/09/2026,2026-09,40
409737,CONJ MEDICAO 15KV; 70:1; 400-5A; USO EXT,C,2026-07,01/07/2026,30,01/08/2026,2026-08,1
409738,ANTENA 4G/GSM 5BAND 8DBI SMA-M,C,2026-03,25/03/2026,30,24/04/2026,2026-04,582
409738,ANTENA 4G/GSM 5BAND 8DBI SMA-M,C,2026-06,01/06/2026,30,01/07/2026,2026-07,546
409738,ANTENA 4G/GSM 5BAND 8DBI SMA-M,C,2026-10,01/10/2026,30,01/11/2026,2026-11,478
409743,"CONJ MEDICAO 0,6KV; 200-5A ;USO EXT",C,2026-03,25/03/2026,30,24/04/2026,2026-04,100
409743,"CONJ MEDICAO 0,6KV; 200-5A ;USO EXT",C,2026-07,01/07/2026,30,01/08/2026,2026-08,610
409743,"CONJ MEDICAO 0,6KV; 200-5A ;USO EXT",C,2026-10,01/10/2026,30,01/11/2026,2026-11,480
409744,"CONJ MEDICAO 0,6KV; 400-5A ;USO EXT",C,2026-03,25/03/2026,30,24/04/2026,2026-04,50
409744,"CONJ MEDICAO 0,6KV; 400-5A ;USO EXT",C,2026-07,01/07/2026,30,01/08/2026,2026-08,185
409744,"CONJ MEDICAO 0,6KV; 400-5A ;USO EXT",C,2026-10,01/10/2026,30,01/11/2026,2026-11,120
409778,BANCO DE CAPACITOR 3F 15KV 300KVAR AUTOM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,4
409779,BANCO DE CAPACITOR 3F 15KV 600KVAR AUTOM,C,2026-09,01/09/2026,30,01/10/2026,2026-10,4
409785,ANALISADOR PORTATIL DE GAS E UMIDADE,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
409787,KIT DE VERIFICACAO DO SISTEMA KITT000012,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
409788,KIT DE AMOSTRA DE GAS KITT00005,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
409789,OIL SAMPLE COOLER,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
409790,FILTRO DE TEFLON,C,2026-08,01/08/2026,30,01/09/2026,2026-09,100
409791,ROLO DE PAPEL TERMICO PARA IMPRESSORA,C,2026-08,01/08/2026,30,01/09/2026,2026-09,20
409792,MALA DE TRANSPORTE CASE01017,C,2026-08,01/08/2026,30,01/09/2026,2026-09,2
409805,SWITCH ETHERNET RUGGEDCOM RMC40,C,2026-03,25/03/2026,30,24/04/2026,2026-04,6
409816,"DISJ 3P 15KV 2000A 31,5KA 3AH3165-4",C,2026-04,01/04/2026,30,01/05/2026,2026-05,2
409817,"DISJ 3P 17,5KV 1250A 25KA 3AH5214-2",C,2026-04,01/04/2026,30,01/05/2026,2026-05,2
409885,RELÉ DE PROTEÇAO DIFERENCIAL,C,2026-10,01/10/2026,30,01/11/2026,2026-11,2
409901,GATEWAY DE COMUNICAÇÃO_SDG,C,2026-04,01/04/2026,30,01/05/2026,2026-05,2
409944,RETIFIC CHAVEAD 220VCA/3F/125VCC/150A,C,2026-03,25/03/2026,30,24/04/2026,2026-04,2
